"id_data_tfs","V2"
"SRX306549","Histone marks"
"SRX306553","Histone marks"
"SRX306557","Histone marks"
"SRX306559","Histone marks"
"SRX306563","Histone marks"
"SRX306567","Histone marks"
"SRX306569","Histone marks"
"SRX356440","Histone marks"
"SRX356441","Histone marks"
"SRX356442","Histone marks"
"SRX356443","Histone marks"
"SRX356448","Histone marks"
"SRX356449","Histone marks"
"SRX356503","Histone marks"
"SRX356504","Histone marks"
"SRX356506","Histone marks"
"SRX356507","Histone marks"
"SRX356515","Histone marks"
"SRX356516","Histone marks"
"SRX356525","Histone marks"
"SRX356526","Histone marks"
"SRX356528","Histone marks"
"SRX356529","Histone marks"
"SRX356537","Histone marks"
"SRX356538","Histone marks"
"SRX356597","Histone marks"
"SRX356598","Histone marks"
"SRX356599","Histone marks"
"SRX356600","Histone marks"
"SRX356605","Histone marks"
"SRX356606","Histone marks"
"SRX356614","Histone marks"
"SRX356615","Histone marks"
"SRX356616","Histone marks"
"SRX356617","Histone marks"
"SRX356622","Histone marks"
"SRX356623","Histone marks"
"SRX356631","Histone marks"
"SRX356633","Histone marks"
"SRX356639","Histone marks"
"SRX019331","Histone marks"
"SRX019332","Histone marks"
"SRX037081","Histone marks"
"SRX038584","Histone marks"
"SRX038585","Histone marks"
"SRX038586","Histone marks"
"SRX038587","Histone marks"
"SRX038594","Histone marks"
"SRX038595","Histone marks"
"SRX038646","Histone marks"
"SRX038647","Histone marks"
"SRX038648","Histone marks"
"SRX038649","Histone marks"
"SRX038656","Histone marks"
"SRX038657","Histone marks"
"SRX038666","Histone marks"
"SRX038667","Histone marks"
"SRX038668","Histone marks"
"SRX038669","Histone marks"
"SRX038676","Histone marks"
"SRX038677","Histone marks"
"SRX067480","Histone marks"
"SRX067498","Histone marks"
"SRX067514","Histone marks"
"SRX095368","Histone marks"
"SRX1023934","Histone marks"
"SRX1023936","Histone marks"
"SRX1089814","Histone marks"
"SRX1089817","Histone marks"
"SRX1089819","Histone marks"
"SRX1089821","Histone marks"
"SRX117983","Histone marks"
"SRX1204268","Histone marks"
"SRX1318625","Histone marks"
"SRX1318626","Histone marks"
"SRX143111","Histone marks"
"SRX143113","Histone marks"
"SRX156115","Histone marks"
"SRX156123","Histone marks"
"SRX1802099","Histone marks"
"SRX1802101","Histone marks"
"SRX183898","Histone marks"
"SRX183899","Histone marks"
"SRX186655","Histone marks"
"SRX186760","Histone marks"
"SRX189962","Histone marks"
"SRX189988","Histone marks"
"SRX189997","Histone marks"
"SRX190073","Histone marks"
"SRX190084","Histone marks"
"SRX190089","Histone marks"
"SRX1916924","Histone marks"
"SRX1916925","Histone marks"
"SRX2355060","Histone marks"
"SRX2355061","Histone marks"
"SRX306544","Histone marks"
"SRX306552","Histone marks"
"SRX306554","Histone marks"
"SRX306562","Histone marks"
"SRX306564","Histone marks"
"SRX306572","Histone marks"
"SRX3372023","Histone marks"
"SRX3372028","Histone marks"
"SRX356669","Histone marks"
"SRX356672","Histone marks"
"SRX356681","Histone marks"
"SRX627217","Histone marks"
"SRX646123","Histone marks"
"SRX735284","Histone marks"
"SRX735287","Histone marks"
"SRX735294","Histone marks"
"SRX764601","Histone marks"
"SRX860889","Histone marks"
"SRX860890","Histone marks"
"SRX860893","Histone marks"
"SRX860894","Histone marks"
"SRX067490","Histone marks"
"SRX093182","Histone marks"
"SRX1002799","Histone marks"
"SRX1002800","Histone marks"
"SRX1002801","Histone marks"
"SRX1002802","Histone marks"
"SRX1004564","Histone marks"
"SRX105597","Histone marks"
"SRX105598","Histone marks"
"SRX109440","Histone marks"
"SRX109441","Histone marks"
"SRX109443","Histone marks"
"SRX109444","Histone marks"
"SRX109446","Histone marks"
"SRX109447","Histone marks"
"SRX109449","Histone marks"
"SRX1094509","Histone marks"
"SRX109450","Histone marks"
"SRX1094513","Histone marks"
"SRX1096823","Histone marks"
"SRX1096824","Histone marks"
"SRX1096826","Histone marks"
"SRX1096827","Histone marks"
"SRX1096828","Histone marks"
"SRX110656","Histone marks"
"SRX110657","Histone marks"
"SRX110660","Histone marks"
"SRX110661","Histone marks"
"SRX1451225","Histone marks"
"SRX186662","Histone marks"
"SRX186702","Histone marks"
"SRX189074","Histone marks"
"SRX189075","Histone marks"
"SRX189081","Histone marks"
"SRX189082","Histone marks"
"SRX189939","Histone marks"
"SRX189940","Histone marks"
"SRX189943","Histone marks"
"SRX189946","Histone marks"
"SRX189949","Histone marks"
"SRX189951","Histone marks"
"SRX189953","Histone marks"
"SRX189955","Histone marks"
"SRX189960","Histone marks"
"SRX189970","Histone marks"
"SRX189982","Histone marks"
"SRX189983","Histone marks"
"SRX189999","Histone marks"
"SRX190001","Histone marks"
"SRX190003","Histone marks"
"SRX190004","Histone marks"
"SRX190025","Histone marks"
"SRX190032","Histone marks"
"SRX190046","Histone marks"
"SRX190054","Histone marks"
"SRX190056","Histone marks"
"SRX190059","Histone marks"
"SRX190067","Histone marks"
"SRX190069","Histone marks"
"SRX190075","Histone marks"
"SRX190078","Histone marks"
"SRX190079","Histone marks"
"SRX190091","Histone marks"
"SRX190093","Histone marks"
"SRX190095","Histone marks"
"SRX2004190","Histone marks"
"SRX2055063","Histone marks"
"SRX2055065","Histone marks"
"SRX2143796","Histone marks"
"SRX218423","Histone marks"
"SRX2267490","Histone marks"
"SRX2267496","Histone marks"
"SRX263385","Histone marks"
"SRX2858197","Histone marks"
"SRX306551","Histone marks"
"SRX306561","Histone marks"
"SRX306571","Histone marks"
"SRX356648","Histone marks"
"SRX356651","Histone marks"
"SRX356659","Histone marks"
"SRX356691","Histone marks"
"SRX356692","Histone marks"
"SRX356694","Histone marks"
"SRX356695","Histone marks"
"SRX356703","Histone marks"
"SRX356704","Histone marks"
"SRX641915","Histone marks"
"SRX668214","Histone marks"
"SRX735286","Histone marks"
"SRX735288","Histone marks"
"SRX735295","Histone marks"
"SRX995502","Histone marks"
"SRX1123845","Histone marks"
"SRX1123847","Histone marks"
"SRX1123850","Histone marks"
"SRX1123852","Histone marks"
"SRX1224465","Histone marks"
"SRX1224466","Histone marks"
"SRX1272796","Histone marks"
"SRX129091","Histone marks"
"SRX129092","Histone marks"
"SRX1451224","Histone marks"
"SRX1451226","Histone marks"
"SRX1451227","Histone marks"
"SRX1451228","Histone marks"
"SRX1471741","Histone marks"
"SRX154494","Histone marks"
"SRX154496","Histone marks"
"SRX1548210","Histone marks"
"SRX1548211","Histone marks"
"SRX1548216","Histone marks"
"SRX1548217","Histone marks"
"SRX1548234","Histone marks"
"SRX1548235","Histone marks"
"SRX1568604","Histone marks"
"SRX1583419","Histone marks"
"SRX1596297","Histone marks"
"SRX1596299","Histone marks"
"SRX1596305","Histone marks"
"SRX1596307","Histone marks"
"SRX1614812","Histone marks"
"SRX1614813","Histone marks"
"SRX1614815","Histone marks"
"SRX1614816","Histone marks"
"SRX190022","Histone marks"
"SRX190034","Histone marks"
"SRX217069","Histone marks"
"SRX217070","Histone marks"
"SRX2542929","Histone marks"
"SRX2542931","Histone marks"
"SRX2631834","Histone marks"
"SRX263244","Histone marks"
"SRX497247","Histone marks"
"SRX497248","Histone marks"
"SRX497251","Histone marks"
"SRX497252","Histone marks"
"SRX539656","Histone marks"
"SRX539657","Histone marks"
"SRX539659","Histone marks"
"SRX553423","Histone marks"
"SRX553427","Histone marks"
"SRX685328","Histone marks"
"SRX685339","Histone marks"
"SRX2010839","Histone marks"
"SRX2010840","Histone marks"
"SRX203392","Histone marks"
"SRX203393","Histone marks"
"SRX2039696","Histone marks"
"SRX2039697","Histone marks"
"SRX2039704","Histone marks"
"SRX2039705","Histone marks"
"SRX2158964","Histone marks"
"SRX2158965","Histone marks"
"SRX2158966","Histone marks"
"SRX2158973","Histone marks"
"SRX2158974","Histone marks"
"SRX2158975","Histone marks"
"SRX2166896","Histone marks"
"SRX2166897","Histone marks"
"SRX2166900","Histone marks"
"SRX2166901","Histone marks"
"SRX2166902","Histone marks"
"SRX2166905","Histone marks"
"SRX2166925","Histone marks"
"SRX2166926","Histone marks"
"SRX2166929","Histone marks"
"SRX2409189","Histone marks"
"SRX2409190","Histone marks"
"SRX2481501","Histone marks"
"SRX2537507","Histone marks"
"SRX2537509","Histone marks"
"SRX2547030","Histone marks"
"SRX2547032","Histone marks"
"SRX263240","Histone marks"
"SRX263248","Histone marks"
"SRX263260","Histone marks"
"SRX263261","Histone marks"
"SRX263263","Histone marks"
"SRX263265","Histone marks"
"SRX263266","Histone marks"
"SRX263267","Histone marks"
"SRX263272","Histone marks"
"SRX263275","Histone marks"
"SRX263282","Histone marks"
"SRX263292","Histone marks"
"SRX263293","Histone marks"
"SRX263295","Histone marks"
"SRX263296","Histone marks"
"SRX263297","Histone marks"
"SRX263298","Histone marks"
"SRX263299","Histone marks"
"SRX263309","Histone marks"
"SRX2671795","Histone marks"
"SRX2671796","Histone marks"
"SRX2671798","Histone marks"
"SRX2671837","Histone marks"
"SRX2671838","Histone marks"
"SRX2671840","Histone marks"
"SRX2749148","Histone marks"
"SRX2749149","Histone marks"
"SRX2935880","Histone marks"
"SRX2935881","Histone marks"
"SRX2935887","Histone marks"
"SRX2935888","Histone marks"
"SRX2935902","Histone marks"
"SRX2935903","Histone marks"
"SRX2954066","Histone marks"
"SRX2954067","Histone marks"
"SRX3130879","Histone marks"
"SRX3411541","Histone marks"
"SRX3411542","Histone marks"
"SRX356563","Histone marks"
"SRX356564","Histone marks"
"SRX356565","Histone marks"
"SRX356566","Histone marks"
"SRX356571","Histone marks"
"SRX356572","Histone marks"
"SRX481465","Histone marks"
"SRX807623","Histone marks"
"SRX903254","Histone marks"
"SRX903255","Histone marks"
"SRX956545","Histone marks"
"SRX956548","Histone marks"
"SRX971591","Histone marks"
"SRX971592","Histone marks"
"SRX974427","Histone marks"
"SRX974433","Histone marks"
"SRX998277","Histone marks"
"SRX998279","Histone marks"
"SRX998280","Histone marks"
"SRX998282","Histone marks"
"SRX998286","Histone marks"
"SRX998287","Histone marks"
"SRX998289","Histone marks"
"SRX998291","Histone marks"
"SRX016028","TFs and co-factors"
"SRX016029","TFs and co-factors"
"SRX016030","TFs and co-factors"
"SRX016031","TFs and co-factors"
"SRX016032","TFs and co-factors"
"SRX016033","TFs and co-factors"
"SRX016034","TFs and co-factors"
"SRX016035","TFs and co-factors"
"SRX016036","TFs and co-factors"
"SRX016037","TFs and co-factors"
"SRX016038","TFs and co-factors"
"SRX016556","TFs and co-factors"
"SRX016557","TFs and co-factors"
"SRX016559","TFs and co-factors"
"SRX022575","TFs and co-factors"
"SRX038562","TFs and co-factors"
"SRX038563","TFs and co-factors"
"SRX017557","TFs and co-factors"
"SRX017558","TFs and co-factors"
"SRX017559","TFs and co-factors"
"SRX017560","TFs and co-factors"
"SRX031248","TFs and co-factors"
"SRX067495","TFs and co-factors"
"SRX079858","TFs and co-factors"
"SRX080340","TFs and co-factors"
"SRX080415","TFs and co-factors"
"SRX067475","TFs and co-factors"
"SRX080416","TFs and co-factors"
"SRX093319","TFs and co-factors"
"SRX099404","TFs and co-factors"
"SRX099405","TFs and co-factors"
"SRX099406","TFs and co-factors"
"SRX1012146","TFs and co-factors"
"SRX1091830","TFs and co-factors"
"SRX1038944","TFs and co-factors"
"SRX1038945","TFs and co-factors"
"SRX130255","TFs and co-factors"
"SRX1360982","TFs and co-factors"
"SRX1360983","TFs and co-factors"
"SRX1360984","TFs and co-factors"
"SRX147007","TFs and co-factors"
"SRX1471688","TFs and co-factors"
"SRX1471689","TFs and co-factors"
"SRX1471690","TFs and co-factors"
"SRX1471691","TFs and co-factors"
"SRX150103","TFs and co-factors"
"SRX150105","TFs and co-factors"
"SRX150106","TFs and co-factors"
"SRX150107","TFs and co-factors"
"SRX150108","TFs and co-factors"
"SRX150109","TFs and co-factors"
"SRX150110","TFs and co-factors"
"SRX150483","TFs and co-factors"
"SRX150484","TFs and co-factors"
"SRX150598","TFs and co-factors"
"SRX150703","TFs and co-factors"
"SRX1143681","TFs and co-factors"
"SRX1143683","TFs and co-factors"
"SRX1280448","TFs and co-factors"
"SRX1280449","TFs and co-factors"
"SRX155715","TFs and co-factors"
"SRX022576","TFs and co-factors"
"SRX084524","TFs and co-factors"
"SRX084525","TFs and co-factors"
"SRX084526","TFs and co-factors"
"SRX084527","TFs and co-factors"
"SRX084528","TFs and co-factors"
"SRX145843","TFs and co-factors"
"SRX1658067","TFs and co-factors"
"SRX1658068","TFs and co-factors"
"SRX1658069","TFs and co-factors"
"SRX1672123","TFs and co-factors"
"SRX1672124","TFs and co-factors"
"SRX1672127","TFs and co-factors"
"SRX1672128","TFs and co-factors"
"SRX1672129","TFs and co-factors"
"SRX1672130","TFs and co-factors"
"SRX1672133","TFs and co-factors"
"SRX1672136","TFs and co-factors"
"SRX1672137","TFs and co-factors"
"SRX1672138","TFs and co-factors"
"SRX1672139","TFs and co-factors"
"SRX180823","TFs and co-factors"
"SRX180824","TFs and co-factors"
"SRX180825","TFs and co-factors"
"SRX180826","TFs and co-factors"
"SRX180827","TFs and co-factors"
"SRX130060","TFs and co-factors"
"SRX130061","TFs and co-factors"
"SRX130062","TFs and co-factors"
"SRX130063","TFs and co-factors"
"SRX185775","TFs and co-factors"
"SRX185776","TFs and co-factors"
"SRX155719","TFs and co-factors"
"SRX155764","TFs and co-factors"
"SRX186697","TFs and co-factors"
"SRX186746","TFs and co-factors"
"SRX2368878","TFs and co-factors"
"SRX2368879","TFs and co-factors"
"SRX2368884","TFs and co-factors"
"SRX2368885","TFs and co-factors"
"SRX2368898","TFs and co-factors"
"SRX2368899","TFs and co-factors"
"SRX2368900","TFs and co-factors"
"SRX2368901","TFs and co-factors"
"SRX2431535","TFs and co-factors"
"SRX2431536","TFs and co-factors"
"SRX2431537","TFs and co-factors"
"SRX2431538","TFs and co-factors"
"SRX2431539","TFs and co-factors"
"SRX2431540","TFs and co-factors"
"SRX2431541","TFs and co-factors"
"SRX2431542","TFs and co-factors"
"SRX2431543","TFs and co-factors"
"SRX199859","TFs and co-factors"
"SRX2000339","TFs and co-factors"
"SRX2000340","TFs and co-factors"
"SRX2000341","TFs and co-factors"
"SRX2000342","TFs and co-factors"
"SRX2000343","TFs and co-factors"
"SRX2000344","TFs and co-factors"
"SRX2708746","TFs and co-factors"
"SRX2708747","TFs and co-factors"
"SRX2708748","TFs and co-factors"
"SRX2708749","TFs and co-factors"
"SRX2708750","TFs and co-factors"
"SRX2708751","TFs and co-factors"
"SRX2708752","TFs and co-factors"
"SRX2708753","TFs and co-factors"
"SRX2708754","TFs and co-factors"
"SRX2708755","TFs and co-factors"
"SRX2708756","TFs and co-factors"
"SRX2708757","TFs and co-factors"
"SRX3644342","TFs and co-factors"
"SRX3644347","TFs and co-factors"
"SRX3644348","TFs and co-factors"
"SRX3644349","TFs and co-factors"
"SRX3644350","TFs and co-factors"
"SRX3644351","TFs and co-factors"
"SRX3644354","TFs and co-factors"
"SRX3644355","TFs and co-factors"
"SRX3644356","TFs and co-factors"
"SRX3644357","TFs and co-factors"
"SRX3644358","TFs and co-factors"
"SRX3526593","TFs and co-factors"
"SRX4059543","TFs and co-factors"
"SRX4059544","TFs and co-factors"
"SRX4080273","TFs and co-factors"
"SRX4080274","TFs and co-factors"
"SRX4080275","TFs and co-factors"
"SRX4080276","TFs and co-factors"
"SRX3040147","TFs and co-factors"
"SRX3040148","TFs and co-factors"
"SRX3040149","TFs and co-factors"
"SRX3040151","TFs and co-factors"
"SRX3040152","TFs and co-factors"
"SRX3040153","TFs and co-factors"
"SRX3040154","TFs and co-factors"
"SRX555489","TFs and co-factors"
"SRX734307","TFs and co-factors"
"SRX734308","TFs and co-factors"
"SRX734309","TFs and co-factors"
"SRX758323","TFs and co-factors"
"SRX031246","TFs and co-factors"
"SRX038602","TFs and co-factors"
"SRX065541","TFs and co-factors"
"SRX065542","TFs and co-factors"
"SRX065546","TFs and co-factors"
"SRX065547","TFs and co-factors"
"SRX065548","TFs and co-factors"
"SRX065549","TFs and co-factors"
"SRX070876","TFs and co-factors"
"SRX070877","TFs and co-factors"
"SRX070878","TFs and co-factors"
"SRX070879","TFs and co-factors"
"SRX080151","TFs and co-factors"
"SRX080331","TFs and co-factors"
"SRX094470","TFs and co-factors"
"SRX096360","TFs and co-factors"
"SRX096362","TFs and co-factors"
"SRX100256","TFs and co-factors"
"SRX100257","TFs and co-factors"
"SRX1022747","TFs and co-factors"
"SRX102997","TFs and co-factors"
"SRX110230","TFs and co-factors"
"SRX1116230","TFs and co-factors"
"SRX1116231","TFs and co-factors"
"SRX1116232","TFs and co-factors"
"SRX1116233","TFs and co-factors"
"SRX112015","TFs and co-factors"
"SRX112016","TFs and co-factors"
"SRX113579","TFs and co-factors"
"SRX113580","TFs and co-factors"
"SRX113581","TFs and co-factors"
"SRX113583","TFs and co-factors"
"SRX113584","TFs and co-factors"
"SRX113585","TFs and co-factors"
"SRX113586","TFs and co-factors"
"SRX113589","TFs and co-factors"
"SRX113590","TFs and co-factors"
"SRX113591","TFs and co-factors"
"SRX113592","TFs and co-factors"
"SRX1167098","TFs and co-factors"
"SRX1167099","TFs and co-factors"
"SRX1167101","TFs and co-factors"
"SRX1167102","TFs and co-factors"
"SRX118010","TFs and co-factors"
"SRX118011","TFs and co-factors"
"SRX118012","TFs and co-factors"
"SRX118013","TFs and co-factors"
"SRX1206075","TFs and co-factors"
"SRX1283466","TFs and co-factors"
"SRX1283467","TFs and co-factors"
"SRX1293070","TFs and co-factors"
"SRX1293071","TFs and co-factors"
"SRX1293072","TFs and co-factors"
"SRX130266","TFs and co-factors"
"SRX130267","TFs and co-factors"
"SRX130268","TFs and co-factors"
"SRX1427029","TFs and co-factors"
"SRX1427030","TFs and co-factors"
"SRX1429050","TFs and co-factors"
"SRX149703","TFs and co-factors"
"SRX149707","TFs and co-factors"
"SRX150358","TFs and co-factors"
"SRX150651","TFs and co-factors"
"SRX150656","TFs and co-factors"
"SRX1514916","TFs and co-factors"
"SRX157607","TFs and co-factors"
"SRX157608","TFs and co-factors"
"SRX159130","TFs and co-factors"
"SRX159134","TFs and co-factors"
"SRX170373","TFs and co-factors"
"SRX170374","TFs and co-factors"
"SRX170375","TFs and co-factors"
"SRX170376","TFs and co-factors"
"SRX170377","TFs and co-factors"
"SRX1782978","TFs and co-factors"
"SRX1782979","TFs and co-factors"
"SRX186617","TFs and co-factors"
"SRX186618","TFs and co-factors"
"SRX186619","TFs and co-factors"
"SRX186714","TFs and co-factors"
"SRX189740","TFs and co-factors"
"SRX189741","TFs and co-factors"
"SRX194192","TFs and co-factors"
"SRX1993434","TFs and co-factors"
"SRX1993435","TFs and co-factors"
"SRX204662","TFs and co-factors"
"SRX208484","TFs and co-factors"
"SRX210718","TFs and co-factors"
"SRX210719","TFs and co-factors"
"SRX220061","TFs and co-factors"
"SRX220062","TFs and co-factors"
"SRX2346892","TFs and co-factors"
"SRX2346893","TFs and co-factors"
"SRX235608","TFs and co-factors"
"SRX2452425","TFs and co-factors"
"SRX2452426","TFs and co-factors"
"SRX017905","TFs and co-factors"
"SRX017906","TFs and co-factors"
"SRX028587","TFs and co-factors"
"SRX028588","TFs and co-factors"
"SRX028640","TFs and co-factors"
"SRX028641","TFs and co-factors"
"SRX038504","TFs and co-factors"
"SRX038505","TFs and co-factors"
"SRX080130","TFs and co-factors"
"SRX080131","TFs and co-factors"
"SRX082162","TFs and co-factors"
"SRX082163","TFs and co-factors"
"SRX082164","TFs and co-factors"
"SRX093541","TFs and co-factors"
"SRX100383","TFs and co-factors"
"SRX100386","TFs and co-factors"
"SRX100387","TFs and co-factors"
"SRX100392","TFs and co-factors"
"SRX100394","TFs and co-factors"
"SRX100395","TFs and co-factors"
"SRX100401","TFs and co-factors"
"SRX100407","TFs and co-factors"
"SRX100408","TFs and co-factors"
"SRX100431","TFs and co-factors"
"SRX100432","TFs and co-factors"
"SRX100433","TFs and co-factors"
"SRX100434","TFs and co-factors"
"SRX100435","TFs and co-factors"
"SRX100436","TFs and co-factors"
"SRX100437","TFs and co-factors"
"SRX100451","TFs and co-factors"
"SRX100456","TFs and co-factors"
"SRX100461","TFs and co-factors"
"SRX100465","TFs and co-factors"
"SRX100479","TFs and co-factors"
"SRX100522","TFs and co-factors"
"SRX100541","TFs and co-factors"
"SRX100553","TFs and co-factors"
"SRX100554","TFs and co-factors"
"SRX100555","TFs and co-factors"
"SRX100556","TFs and co-factors"
"SRX100576","TFs and co-factors"
"SRX100577","TFs and co-factors"
"SRX100579","TFs and co-factors"
"SRX100582","TFs and co-factors"
"SRX100583","TFs and co-factors"
"SRX1012536","TFs and co-factors"
"SRX1012537","TFs and co-factors"
"SRX1012538","TFs and co-factors"
"SRX1012539","TFs and co-factors"
"SRX130609","TFs and co-factors"
"SRX130610","TFs and co-factors"
"SRX1322299","TFs and co-factors"
"SRX1456193","TFs and co-factors"
"SRX1456195","TFs and co-factors"
"SRX150357","TFs and co-factors"
"SRX150363","TFs and co-factors"
"SRX150374","TFs and co-factors"
"SRX150381","TFs and co-factors"
"SRX150389","TFs and co-factors"
"SRX150410","TFs and co-factors"
"SRX150411","TFs and co-factors"
"SRX150412","TFs and co-factors"
"SRX150425","TFs and co-factors"
"SRX150455","TFs and co-factors"
"SRX150456","TFs and co-factors"
"SRX150457","TFs and co-factors"
"SRX150458","TFs and co-factors"
"SRX150489","TFs and co-factors"
"SRX150494","TFs and co-factors"
"SRX150496","TFs and co-factors"
"SRX150509","TFs and co-factors"
"SRX150510","TFs and co-factors"
"SRX150521","TFs and co-factors"
"SRX150561","TFs and co-factors"
"SRX150562","TFs and co-factors"
"SRX150571","TFs and co-factors"
"SRX150585","TFs and co-factors"
"SRX150586","TFs and co-factors"
"SRX150597","TFs and co-factors"
"SRX150620","TFs and co-factors"
"SRX150635","TFs and co-factors"
"SRX150636","TFs and co-factors"
"SRX150637","TFs and co-factors"
"SRX150662","TFs and co-factors"
"SRX150691","TFs and co-factors"
"SRX150692","TFs and co-factors"
"SRX150730","TFs and co-factors"
"SRX150731","TFs and co-factors"
"SRX150732","TFs and co-factors"
"SRX1530787","TFs and co-factors"
"SRX170356","TFs and co-factors"
"SRX186607","TFs and co-factors"
"SRX186608","TFs and co-factors"
"SRX186609","TFs and co-factors"
"SRX186610","TFs and co-factors"
"SRX186620","TFs and co-factors"
"SRX186621","TFs and co-factors"
"SRX186622","TFs and co-factors"
"SRX186628","TFs and co-factors"
"SRX186694","TFs and co-factors"
"SRX188958","TFs and co-factors"
"SRX188963","TFs and co-factors"
"SRX190177","TFs and co-factors"
"SRX190185","TFs and co-factors"
"SRX190186","TFs and co-factors"
"SRX190187","TFs and co-factors"
"SRX190200","TFs and co-factors"
"SRX190201","TFs and co-factors"
"SRX190216","TFs and co-factors"
"SRX190227","TFs and co-factors"
"SRX190235","TFs and co-factors"
"SRX190236","TFs and co-factors"
"SRX190306","TFs and co-factors"
"SRX190337","TFs and co-factors"
"SRX190349","TFs and co-factors"
"SRX2188684","TFs and co-factors"
"SRX2188685","TFs and co-factors"
"SRX2253219","TFs and co-factors"
"SRX2253220","TFs and co-factors"
"SRX2339191","TFs and co-factors"
"SRX2339193","TFs and co-factors"
"SRX2458133","TFs and co-factors"
"SRX2458134","TFs and co-factors"
"SRX2458135","TFs and co-factors"
"SRX2458136","TFs and co-factors"
"SRX2458137","TFs and co-factors"
"SRX2458138","TFs and co-factors"
"SRX2755182","TFs and co-factors"
"SRX2755183","TFs and co-factors"
"SRX2837383","TFs and co-factors"
"SRX2837384","TFs and co-factors"
"SRX2837385","TFs and co-factors"
"SRX2837386","TFs and co-factors"
"SRX2837387","TFs and co-factors"
"SRX2837388","TFs and co-factors"
"SRX2837389","TFs and co-factors"
"SRX2837390","TFs and co-factors"
"SRX295034","TFs and co-factors"
"SRX295035","TFs and co-factors"
"SRX2966968","TFs and co-factors"
"SRX2966969","TFs and co-factors"
"SRX2966972","TFs and co-factors"
"SRX2966973","TFs and co-factors"
"SRX326378","TFs and co-factors"
"SRX326379","TFs and co-factors"
"SRX329081","TFs and co-factors"
"SRX329082","TFs and co-factors"
"SRX3445722","TFs and co-factors"
"SRX3445723","TFs and co-factors"
"SRX356479","TFs and co-factors"
"SRX356480","TFs and co-factors"
"SRX381502","TFs and co-factors"
"SRX381503","TFs and co-factors"
"SRX475743","TFs and co-factors"
"SRX475755","TFs and co-factors"
"SRX475756","TFs and co-factors"
"SRX502808","TFs and co-factors"
"SRX502810","TFs and co-factors"
"SRX530184","TFs and co-factors"
"SRX530186","TFs and co-factors"
"SRX534844","TFs and co-factors"
"SRX534845","TFs and co-factors"
"SRX663438","TFs and co-factors"
"SRX663441","TFs and co-factors"
"SRX707368","TFs and co-factors"
"SRX749133","TFs and co-factors"
"SRX018651","TFs and co-factors"
"SRX018655","TFs and co-factors"
"SRX018991","TFs and co-factors"
"SRX018992","TFs and co-factors"
"SRX019963","TFs and co-factors"
"SRX021983","TFs and co-factors"
"SRX023216","TFs and co-factors"
"SRX027401","TFs and co-factors"
"SRX027402","TFs and co-factors"
"SRX027403","TFs and co-factors"
"SRX038582","TFs and co-factors"
"SRX038583","TFs and co-factors"
"SRX038644","TFs and co-factors"
"SRX038664","TFs and co-factors"
"SRX038665","TFs and co-factors"
"SRX038777","TFs and co-factors"
"SRX041286","TFs and co-factors"
"SRX041287","TFs and co-factors"
"SRX041288","TFs and co-factors"
"SRX041289","TFs and co-factors"
"SRX041290","TFs and co-factors"
"SRX041291","TFs and co-factors"
"SRX041292","TFs and co-factors"
"SRX041293","TFs and co-factors"
"SRX067516","TFs and co-factors"
"SRX080161","TFs and co-factors"
"SRX080328","TFs and co-factors"
"SRX080338","TFs and co-factors"
"SRX080368","TFs and co-factors"
"SRX080371","TFs and co-factors"
"SRX080398","TFs and co-factors"
"SRX080408","TFs and co-factors"
"SRX092313","TFs and co-factors"
"SRX092314","TFs and co-factors"
"SRX099230","TFs and co-factors"
"SRX099231","TFs and co-factors"
"SRX102978","TFs and co-factors"
"SRX1089826","TFs and co-factors"
"SRX1089829","TFs and co-factors"
"SRX1089836","TFs and co-factors"
"SRX1131597","TFs and co-factors"
"SRX1131599","TFs and co-factors"
"SRX1131600","TFs and co-factors"
"SRX1131601","TFs and co-factors"
"SRX123442","TFs and co-factors"
"SRX123443","TFs and co-factors"
"SRX123444","TFs and co-factors"
"SRX123445","TFs and co-factors"
"SRX1318615","TFs and co-factors"
"SRX1318617","TFs and co-factors"
"SRX1318619","TFs and co-factors"
"SRX1318620","TFs and co-factors"
"SRX1425809","TFs and co-factors"
"SRX1460847","TFs and co-factors"
"SRX1460848","TFs and co-factors"
"SRX1460849","TFs and co-factors"
"SRX1460850","TFs and co-factors"
"SRX1460851","TFs and co-factors"
"SRX1460852","TFs and co-factors"
"SRX1460853","TFs and co-factors"
"SRX1460854","TFs and co-factors"
"SRX1478537","TFs and co-factors"
"SRX151939","TFs and co-factors"
"SRX151940","TFs and co-factors"
"SRX151947","TFs and co-factors"
"SRX151948","TFs and co-factors"
"SRX156110","TFs and co-factors"
"SRX156111","TFs and co-factors"
"SRX156112","TFs and co-factors"
"SRX156118","TFs and co-factors"
"SRX156119","TFs and co-factors"
"SRX156120","TFs and co-factors"
"SRX186666","TFs and co-factors"
"SRX186670","TFs and co-factors"
"SRX186680","TFs and co-factors"
"SRX186685","TFs and co-factors"
"SRX186704","TFs and co-factors"
"SRX186719","TFs and co-factors"
"SRX186725","TFs and co-factors"
"SRX188960","TFs and co-factors"
"SRX1967776","TFs and co-factors"
"SRX1967777","TFs and co-factors"
"SRX2014554","TFs and co-factors"
"SRX204107","TFs and co-factors"
"SRX204109","TFs and co-factors"
"SRX212647","TFs and co-factors"
"SRX212648","TFs and co-factors"
"SRX212661","TFs and co-factors"
"SRX212662","TFs and co-factors"
"SRX2355057","TFs and co-factors"
