"HGNC","ENTREZ_ID","RANK","ew136.BCSCORE","ew136.PVAL"
"NUP214",8021,31.5,-3.627009737,0.00014336124284413
"PTBP1",5725,34,-3.611410353,0.000152268177636992
"NOP58",51602,35.5,-3.580211584,0.000171658050057032
"URB2",9816,35.5,-3.580211584,0.000171658050057032
"BUB3",9184,39.5,-3.564612199,0.000182197276301925
"EXOSC1",51013,39.5,-3.564612199,0.000182197276301925
"FKBPL",63943,39.5,-3.564612199,0.000182197276301925
"KIF11",3832,39.5,-3.564612199,0.000182197276301925
"POLR2J3",548644,39.5,-3.564612199,0.000182197276301925
"TSR2",90121,39.5,-3.564612199,0.000182197276301925
"SIN3A",25942,43,-3.549012815,0.000193339130812422
"NOP9",161424,45,-3.53341343,0.000205115207224664
"RRP12",23223,45,-3.53341343,0.000205115207224664
"TELO2",9894,45,-3.53341343,0.000205115207224664
"C16orf72",29035,47.5,-3.517814046,0.0002175585771344
"SF3A1",10291,47.5,-3.517814046,0.0002175585771344
"YARS2",51067,49.5,-3.502214661,0.000230703855427534
"ZPR1",8882,49.5,-3.502214661,0.000230703855427534
"BRF2",55290,52,-3.486615277,0.000244587254987692
"CWC22",57703,52,-3.486615277,0.000244587254987692
"NUP85",79902,52,-3.486615277,0.000244587254987692
"NRDE2",55051,54,-3.471015893,0.000259246655426783
"DDB1",1642,57,-3.455416508,0.000274721665594157
"MARS1",4141,57,-3.455416508,0.000274721665594157
"NARS1",4677,57,-3.455416508,0.000274721665594157
"TANGO6",79613,57,-3.455416508,0.000274721665594157
"USP36",57602,57,-3.455416508,0.000274721665594157
"MAD1L1",8379,61,-3.439817124,0.00029105368708285
"PMF1",11243,61,-3.439817124,0.00029105368708285
"TERF2",7014,61,-3.439817124,0.00029105368708285
"GLE1",2733,63,-3.424217739,0.000308285989933917
"CDC73",79577,66,-3.408618355,0.000326463774805258
"ORC3",23595,66,-3.408618355,0.000326463774805258
"PRCC",5546,66,-3.408618355,0.000326463774805258
"PSMC3",5702,66,-3.408618355,0.000326463774805258
"TRUB2",26995,66,-3.408618355,0.000326463774805258
"INTS8",55656,70,-3.39301897,0.000345634254334722
"PCF11",51585,70,-3.39301897,0.000345634254334722
"POLR3E",55718,70,-3.39301897,0.000345634254334722
"HNRNPC",3183,73,-3.377419586,0.000365846718287314
"VARS1",7407,73,-3.377419586,0.000365846718287314
"WDR43",23160,73,-3.377419586,0.000365846718287314
"POLR1B",84172,76.5,-3.361820201,0.00038715261987135
"SNRPF",6636,76.5,-3.361820201,0.00038715261987135
"TTI1",9675,76.5,-3.361820201,0.00038715261987135
"UTP3",57050,76.5,-3.361820201,0.00038715261987135
"NELFB",25920,79,-3.346220817,0.000409605643826317
"E4F1",1877,81,-3.330621432,0.000433261797843905
"WDR74",54663,81,-3.330621432,0.000433261797843905
"ZNHIT6",54680,81,-3.330621432,0.000433261797843905
"PTMA",5757,83.5,-3.299422663,0.000484419593083318
"RPL7A",6130,83.5,-3.299422663,0.000484419593083318
"WDR1",9948,85,-3.283823279,0.000512045583020188
"EIF4G1",1981,88.5,-3.268223895,0.000541123574328862
"MED11",400569,88.5,-3.268223895,0.000541123574328862
"NUP160",23279,88.5,-3.268223895,0.000541123574328862
"RPL23",9349,88.5,-3.268223895,0.000541123574328862
"SEC61A1",29927,88.5,-3.268223895,0.000541123574328862
"SRBD1",55133,88.5,-3.268223895,0.000541123574328862
"ATP13A1",57130,94.5,-3.25262451,0.000571722438421397
"C1orf109",54955,94.5,-3.25262451,0.000571722438421397
"FEN1",2237,94.5,-3.25262451,0.000571722438421397
"NCAPD3",23310,94.5,-3.25262451,0.000571722438421397
"YTHDC1",91746,94.5,-3.25262451,0.000571722438421397
"ZNF131",7690,94.5,-3.25262451,0.000571722438421397
"MIS18BP1",55320,98,-3.237025126,0.000603913883437162
"FANCD2",2177,101.5,-3.221425741,0.000637772562840882
"KIF23",9493,101.5,-3.221425741,0.000637772562840882
"LUC7L3",51747,101.5,-3.221425741,0.000637772562840882
"NVL",4931,101.5,-3.221425741,0.000637772562840882
"POLR2J",5439,101.5,-3.221425741,0.000637772562840882
"TAMM41",132001,101.5,-3.221425741,0.000637772562840882
"CDAN1",146059,106,-3.205826357,0.000673376155492865
"RBBP5",5929,106,-3.205826357,0.000673376155492865
"RPS10",6204,106,-3.205826357,0.000673376155492865
"ALG2",85365,109,-3.190226972,0.000710805481612443
"MCM9",254394,109,-3.190226972,0.000710805481612443
"RUVBL1",8607,109,-3.190226972,0.000710805481612443
"CSTF1",1477,112,-3.174627588,0.000750144585024355
"HEATR1",55127,112,-3.174627588,0.000750144585024355
"UPF2",26019,112,-3.174627588,0.000750144585024355
"KARS1",3735,114.5,-3.159028203,0.00079148085483716
"TSEN34",79042,114.5,-3.159028203,0.00079148085483716
"ADRM1",11047,119.5,-3.143428819,0.000834905109599684
"GPN2",54707,119.5,-3.143428819,0.000834905109599684
"MDN1",23195,119.5,-3.143428819,0.000834905109599684
"MSMO1",6307,119.5,-3.143428819,0.000834905109599684
"NFS1",9054,119.5,-3.143428819,0.000834905109599684
"RPA1",6117,119.5,-3.143428819,0.000834905109599684
"TUBGCP2",10844,119.5,-3.143428819,0.000834905109599684
"TUBGCP6",85378,119.5,-3.143428819,0.000834905109599684
"NOL10",79954,124.5,-3.127829434,0.000880511724750201
"USP37",57695,124.5,-3.127829434,0.000880511724750201
"ABCF1",23,128.5,-3.11223005,0.000928398718369403
"EXOSC7",23016,128.5,-3.11223005,0.000928398718369403
"NDOR1",27158,128.5,-3.11223005,0.000928398718369403
"PSMD14",10213,128.5,-3.11223005,0.000928398718369403
"TIMELESS",8914,128.5,-3.11223005,0.000928398718369403
"TOP2A",7153,128.5,-3.11223005,0.000928398718369403
"NSA2",10412,132.5,-3.096630666,0.000978667881133662
"PELP1",27043,132.5,-3.096630666,0.000978667881133662
"NUP133",55746,135,-3.081031281,0.00103142487980554
"RTEL1",51750,135,-3.081031281,0.00103142487980554
"SPOUT1",51490,135,-3.081031281,0.00103142487980554
"CDC45",8318,139,-3.065431897,0.00108677935965953
"MRPL41",64975,139,-3.065431897,0.00108677935965953
"TONSL",4796,139,-3.065431897,0.00108677935965953
"USPL1",10208,139,-3.065431897,0.00108677935965953
"WDR77",79084,139,-3.065431897,0.00108677935965953
"DDX54",79039,145,-3.049832512,0.00114484508346207
"POLR1A",25885,145,-3.049832512,0.00114484508346207
"RAD21",5885,145,-3.049832512,0.00114484508346207
"RNH1",6050,145,-3.049832512,0.00114484508346207
"RNPC3",55599,145,-3.049832512,0.00114484508346207
"SCAF1",58506,145,-3.049832512,0.00114484508346207
"SF3A3",10946,145,-3.049832512,0.00114484508346207
"CLTC",1213,150,-3.034233128,0.00120574001950151
"ELP1",8518,150,-3.034233128,0.00120574001950151
"RFC2",5982,150,-3.034233128,0.00120574001950151
"EIF3L",51386,154.5,-3.018633743,0.00126958648935043
"RBM22",55696,154.5,-3.018633743,0.00126958648935043
"RCC1",1104,154.5,-3.018633743,0.00126958648935043
"RPAP2",79871,154.5,-3.018633743,0.00126958648935043
"RPL14",9045,154.5,-3.018633743,0.00126958648935043
"USP39",10713,154.5,-3.018633743,0.00126958648935043
"AARS1",16,160,-3.003034359,0.00133651125597121
"ARPC4",10093,160,-3.003034359,0.00133651125597121
"DHX37",57647,160,-3.003034359,0.00133651125597121
"NCAPD2",9918,160,-3.003034359,0.00133651125597121
"RFC3",5983,160,-3.003034359,0.00133651125597121
"ANKRD11",29123,165,-2.987434974,0.00140664567721176
"ATP5PO",539,165,-2.987434974,0.00140664567721176
"DDX21",9188,165,-2.987434974,0.00140664567721176
"DDX27",55661,165,-2.987434974,0.00140664567721176
"TSR1",55720,165,-2.987434974,0.00140664567721176
"ECD",11319,170,-2.97183559,0.00148012579341715
"EPRS1",2058,170,-2.97183559,0.00148012579341715
"PSMA6",5687,170,-2.97183559,0.00148012579341715
"RPL15",6138,170,-2.97183559,0.00148012579341715
"RPL5",6125,170,-2.97183559,0.00148012579341715
"DROSHA",29102,175.5,-2.956236205,0.00155709248657719
"FARS2",10667,175.5,-2.956236205,0.00155709248657719
"HSPA14",51182,175.5,-2.956236205,0.00155709248657719
"NUP98",4928,175.5,-2.956236205,0.00155709248657719
"RPA2",6118,175.5,-2.956236205,0.00155709248657719
"TBCC",6903,175.5,-2.956236205,0.00155709248657719
"ATP2A2",488,182,-2.940636821,0.00163769156680867
"CBX2",84733,182,-2.940636821,0.00163769156680867
"CDC23",8697,182,-2.940636821,0.00163769156680867
"EIF1AD",84285,182,-2.940636821,0.00163769156680867
"EIF6",3692,182,-2.940636821,0.00163769156680867
"METTL16",79066,182,-2.940636821,0.00163769156680867
"ZNF830",91603,182,-2.940636821,0.00163769156680867
"C7orf26",79034,189.5,-2.925037437,0.00172207393150976
"FAM50A",9130,189.5,-2.925037437,0.00172207393150976
"FDFT1",2222,189.5,-2.925037437,0.00172207393150976
"GEMIN5",25929,189.5,-2.925037437,0.00172207393150976
"MPHOSPH10",10199,189.5,-2.925037437,0.00172207393150976
"MRPL33",9553,189.5,-2.925037437,0.00172207393150976
"MTPAP",55149,189.5,-2.925037437,0.00172207393150976
"TXNRD1",7296,189.5,-2.925037437,0.00172207393150976
"CHORDC1",26973,196,-2.909438052,0.00181039567767785
"DHX33",56919,196,-2.909438052,0.00181039567767785
"POLE",5426,196,-2.909438052,0.00181039567767785
"PRPF31",26121,196,-2.909438052,0.00181039567767785
"WDR3",10885,196,-2.909438052,0.00181039567767785
"CROCC",9696,202,-2.893838668,0.00190281821059839
"GTF2H4",2968,202,-2.893838668,0.00190281821059839
"H2AZ1",3015,202,-2.893838668,0.00190281821059839
"HDAC3",8841,202,-2.893838668,0.00190281821059839
"HNRNPU",3192,202,-2.893838668,0.00190281821059839
"NDUFAB1",4706,202,-2.893838668,0.00190281821059839
"PRMT5",10419,202,-2.893838668,0.00190281821059839
"CPSF2",53981,209,-2.878239283,0.00199950841152058
"DDX11",1663,209,-2.878239283,0.00199950841152058
"EXOC2",55770,209,-2.878239283,0.00199950841152058
"H2BC15",8341,209,-2.878239283,0.00199950841152058
"HSPE1",3336,209,-2.878239283,0.00199950841152058
"NOP16",51491,209,-2.878239283,0.00199950841152058
"POLR1C",9533,209,-2.878239283,0.00199950841152058
"PFDN6",10471,215,-2.862639899,0.0021006387180758
"PPIE",10450,215,-2.862639899,0.0021006387180758
"PSMC5",5705,215,-2.862639899,0.0021006387180758
"RPS23",6228,215,-2.862639899,0.0021006387180758
"YJU2",55702,215,-2.862639899,0.0021006387180758
"EFTUD2",9343,220.5,-2.847040514,0.0022063873021307
"ELP4",26610,220.5,-2.847040514,0.0022063873021307
"FARSA",2193,220.5,-2.847040514,0.0022063873021307
"MFN2",9927,220.5,-2.847040514,0.0022063873021307
"PTPMT1",114971,220.5,-2.847040514,0.0022063873021307
"RPS15",6209,220.5,-2.847040514,0.0022063873021307
"METTL1",4234,227.5,-2.83144113,0.00231693814629009
"MMS22L",253714,227.5,-2.83144113,0.00231693814629009
"PPP4C",5531,227.5,-2.83144113,0.00231693814629009
"RBM28",55131,227.5,-2.83144113,0.00231693814629009
"RCL1",10171,227.5,-2.83144113,0.00231693814629009
"RNGTT",8732,227.5,-2.83144113,0.00231693814629009
"TBC1D3B",414059,227.5,-2.83144113,0.00231693814629009
"ZCRB1",85437,227.5,-2.83144113,0.00231693814629009
"ARMC7",79637,235,-2.815841745,0.00243248122665861
"BTAF1",9044,235,-2.815841745,0.00243248122665861
"COPS5",10987,235,-2.815841745,0.00243248122665861
"DDX56",54606,235,-2.815841745,0.00243248122665861
"LRR1",122769,235,-2.815841745,0.00243248122665861
"SACM1L",22908,235,-2.815841745,0.00243248122665861
"TP53RK",112858,235,-2.815841745,0.00243248122665861
"BYSL",705,243.5,-2.800242361,0.00255321258446077
"CAPZB",832,243.5,-2.800242361,0.00255321258446077
"CFAP298",56683,243.5,-2.800242361,0.00255321258446077
"CTU2",348180,243.5,-2.800242361,0.00255321258446077
"KAT2A",2648,243.5,-2.800242361,0.00255321258446077
"MRPL38",64978,243.5,-2.800242361,0.00255321258446077
"NCAPG",64151,243.5,-2.800242361,0.00255321258446077
"PEX26",55670,243.5,-2.800242361,0.00255321258446077
"POLR3A",11128,243.5,-2.800242361,0.00255321258446077
"ZNF622",90441,243.5,-2.800242361,0.00255321258446077
"CYCS",54205,252,-2.784642976,0.0026793345134596
"DDOST",1650,252,-2.784642976,0.0026793345134596
"MARS2",92935,252,-2.784642976,0.0026793345134596
"MCM2",4171,252,-2.784642976,0.0026793345134596
"PITPNB",23760,252,-2.784642976,0.0026793345134596
"PRPF38B",55119,252,-2.784642976,0.0026793345134596
"PSMB3",5691,252,-2.784642976,0.0026793345134596
"COPS6",10980,258.5,-2.769043592,0.00281105562564669
"HNRNPH1",3187,258.5,-2.769043592,0.00281105562564669
"PDRG1",81572,258.5,-2.769043592,0.00281105562564669
"RABGGTA",5875,258.5,-2.769043592,0.00281105562564669
"SAP30BP",29115,258.5,-2.769043592,0.00281105562564669
"TRAPPC11",60684,258.5,-2.769043592,0.00281105562564669
"ACTG2",72,266.5,-2.753444208,0.00294859103402704
"EIF2S3",1968,266.5,-2.753444208,0.00294859103402704
"FDXR",2232,266.5,-2.753444208,0.00294859103402704
"GRPEL1",80273,266.5,-2.753444208,0.00294859103402704
"NRF1",4899,266.5,-2.753444208,0.00294859103402704
"POLD2",5425,266.5,-2.753444208,0.00294859103402704
"PPA1",5464,266.5,-2.753444208,0.00294859103402704
"RBBP6",5930,266.5,-2.753444208,0.00294859103402704
"RPL13A",23521,266.5,-2.753444208,0.00294859103402704
"RPS19",6223,266.5,-2.753444208,0.00294859103402704
"CPSF1",29894,275.5,-2.737844823,0.00309216245628932
"DPAGT1",1798,275.5,-2.737844823,0.00309216245628932
"INTS3",65123,275.5,-2.737844823,0.00309216245628932
"MTG2",26164,275.5,-2.737844823,0.00309216245628932
"RPP30",10556,275.5,-2.737844823,0.00309216245628932
"RRM1",6240,275.5,-2.737844823,0.00309216245628932
"SRP9",6726,275.5,-2.737844823,0.00309216245628932
"ZNF574",64763,275.5,-2.737844823,0.00309216245628932
"AARS2",57505,284.5,-2.722245439,0.00324199831077025
"CCNA2",890,284.5,-2.722245439,0.00324199831077025
"CWC25",54883,284.5,-2.722245439,0.00324199831077025
"KMT5A",387893,284.5,-2.722245439,0.00324199831077025
"LEMD2",221496,284.5,-2.722245439,0.00324199831077025
"NOP14",8602,284.5,-2.722245439,0.00324199831077025
"ORC6",23594,284.5,-2.722245439,0.00324199831077025
"PDCD7",10081,284.5,-2.722245439,0.00324199831077025
"TBC1D3C",414060,284.5,-2.722245439,0.00324199831077025
"ZNHIT2",741,284.5,-2.722245439,0.00324199831077025
"ACTR1A",10121,295,-2.706646054,0.00339833390594901
"DONSON",29980,295,-2.706646054,0.00339833390594901
"GADD45GIP1",90480,295,-2.706646054,0.00339833390594901
"GTF2B",2959,295,-2.706646054,0.00339833390594901
"NAA25",80018,295,-2.706646054,0.00339833390594901
"POLR2H",5437,295,-2.706646054,0.00339833390594901
"POLR2J2",246721,295,-2.706646054,0.00339833390594901
"RFC5",5985,295,-2.706646054,0.00339833390594901
"THAP4",51078,295,-2.706646054,0.00339833390594901
"USP7",7874,295,-2.706646054,0.00339833390594901
"WDR18",57418,295,-2.706646054,0.00339833390594901
"ESPL1",9700,305,-2.69104667,0.00356141148619354
"GTF3C1",2975,305,-2.69104667,0.00356141148619354
"H3C13",653604,305,-2.69104667,0.00356141148619354
"MBTPS1",8720,305,-2.69104667,0.00356141148619354
"PAFAH1B1",5048,305,-2.69104667,0.00356141148619354
"SF3A2",8175,305,-2.69104667,0.00356141148619354
"SMC4",10051,305,-2.69104667,0.00356141148619354
"SRPRB",58477,305,-2.69104667,0.00356141148619354
"TOMM40",10452,305,-2.69104667,0.00356141148619354
"CTDSPL2",51496,312.5,-2.675447285,0.00373148043305315
"MAD2L2",10459,312.5,-2.675447285,0.00373148043305315
"MRPL28",10573,312.5,-2.675447285,0.00373148043305315
"PCID2",55795,312.5,-2.675447285,0.00373148043305315
"RAN",5901,312.5,-2.675447285,0.00373148043305315
"RPL36",25873,312.5,-2.675447285,0.00373148043305315
"CDC25A",993,318.5,-2.659847901,0.00390879730076191
"GATB",5188,318.5,-2.659847901,0.00390879730076191
"HMGCR",3156,318.5,-2.659847901,0.00390879730076191
"TRAPPC4",51399,318.5,-2.659847901,0.00390879730076191
"WAC",51322,318.5,-2.659847901,0.00390879730076191
"WDR92",116143,318.5,-2.659847901,0.00390879730076191
"AURKAIP1",54998,326,-2.644248516,0.00409362602068362
"KANSL3",55683,326,-2.644248516,0.00409362602068362
"NELFCD",51497,326,-2.644248516,0.00409362602068362
"QRICH1",54870,326,-2.644248516,0.00409362602068362
"RARS1",5917,326,-2.644248516,0.00409362602068362
"RPS6",6194,326,-2.644248516,0.00409362602068362
"TRMT6",51605,326,-2.644248516,0.00409362602068362
"UTP4",84916,326,-2.644248516,0.00409362602068362
"WBP11",51729,326,-2.644248516,0.00409362602068362
"CUL2",8453,336,-2.628649132,0.00428623792515286
"HUS1",3364,336,-2.628649132,0.00428623792515286
"KAT8",84148,336,-2.628649132,0.00428623792515286
"MRGBP",55257,336,-2.628649132,0.00428623792515286
"PRPF6",24148,336,-2.628649132,0.00428623792515286
"REV3L",5980,336,-2.628649132,0.00428623792515286
"SNRNP25",79622,336,-2.628649132,0.00428623792515286
"SPRTN",83932,336,-2.628649132,0.00428623792515286
"UTP20",27340,336,-2.628649132,0.00428623792515286
"UTP25",27042,336,-2.628649132,0.00428623792515286
"VPS72",6944,336,-2.628649132,0.00428623792515286
"ANKLE2",23141,347.5,-2.613049747,0.00448691195466458
"CDT1",81620,347.5,-2.613049747,0.00448691195466458
"DDX23",9416,347.5,-2.613049747,0.00448691195466458
"DHX9",1660,347.5,-2.613049747,0.00448691195466458
"GATAD2A",54815,347.5,-2.613049747,0.00448691195466458
"PSMB4",5692,347.5,-2.613049747,0.00448691195466458
"RPL18",6141,347.5,-2.613049747,0.00448691195466458
"SEC61B",10952,347.5,-2.613049747,0.00448691195466458
"SLC35B2",347734,347.5,-2.613049747,0.00448691195466458
"TBC1D3",729873,347.5,-2.613049747,0.00448691195466458
"TEDC1",283643,347.5,-2.613049747,0.00448691195466458
"TIMM10",26519,347.5,-2.613049747,0.00448691195466458
"ATP5F1A",498,358.5,-2.597450363,0.00469593466855074
"CCAR1",55749,358.5,-2.597450363,0.00469593466855074
"CD3EAP",10849,358.5,-2.597450363,0.00469593466855074
"CTNNA1",1495,358.5,-2.597450363,0.00469593466855074
"DCTN5",84516,358.5,-2.597450363,0.00469593466855074
"LARS2",23395,358.5,-2.597450363,0.00469593466855074
"PHF23",79142,358.5,-2.597450363,0.00469593466855074
"SNF8",11267,358.5,-2.597450363,0.00469593466855074
"TBCB",1155,358.5,-2.597450363,0.00469593466855074
"WDR83",84292,358.5,-2.597450363,0.00469593466855074
"BIRC2",329,367.5,-2.581850978,0.00491360045448533
"DNM1L",10059,367.5,-2.581850978,0.00491360045448533
"ERCC6L",54821,367.5,-2.581850978,0.00491360045448533
"KCTD10",83892,367.5,-2.581850978,0.00491360045448533
"NR2C2AP",126382,367.5,-2.581850978,0.00491360045448533
"PPP1CB",5500,367.5,-2.581850978,0.00491360045448533
"PRMT1",3276,367.5,-2.581850978,0.00491360045448533
"TRAF2",7186,367.5,-2.581850978,0.00491360045448533
"ANAPC5",51433,377.5,-2.566251594,0.00514021152441345
"BRCA1",672,377.5,-2.566251594,0.00514021152441345
"DHX35",60625,377.5,-2.566251594,0.00514021152441345
"EIF5B",9669,377.5,-2.566251594,0.00514021152441345
"POT1",25913,377.5,-2.566251594,0.00514021152441345
"RPL4",6124,377.5,-2.566251594,0.00514021152441345
"SETD2",29072,377.5,-2.566251594,0.00514021152441345
"SNRNP40",9410,377.5,-2.566251594,0.00514021152441345
"SRRM2",23524,377.5,-2.566251594,0.00514021152441345
"TBL3",10607,377.5,-2.566251594,0.00514021152441345
"THOC7",80145,377.5,-2.566251594,0.00514021152441345
"TTC27",55622,377.5,-2.566251594,0.00514021152441345
"ATP6V1G1",9550,391,-2.55065221,0.00537607811050091
"ATP6V1H",51606,391,-2.55065221,0.00537607811050091
"CDC16",8881,391,-2.55065221,0.00537607811050091
"DNM2",1785,391,-2.55065221,0.00537607811050091
"EP300",2033,391,-2.55065221,0.00537607811050091
"FXN",2395,391,-2.55065221,0.00537607811050091
"HAUS2",55142,391,-2.55065221,0.00537607811050091
"KPNB1",3837,391,-2.55065221,0.00537607811050091
"LTO1",220064,391,-2.55065221,0.00537607811050091
"MASTL",84930,391,-2.55065221,0.00537607811050091
"MRPL57",78988,391,-2.55065221,0.00537607811050091
"MRPS35",60488,391,-2.55065221,0.00537607811050091
"SPC25",57405,391,-2.55065221,0.00537607811050091
"SRF",6722,391,-2.55065221,0.00537607811050091
"ZMIZ1",57178,391,-2.55065221,0.00537607811050091
"DDX49",54555,402.5,-2.535052825,0.0056215185217715
"GEMIN4",50628,402.5,-2.535052825,0.0056215185217715
"POLR3H",171568,402.5,-2.535052825,0.0056215185217715
"POP1",10940,402.5,-2.535052825,0.0056215185217715
"RPS3",6188,402.5,-2.535052825,0.0056215185217715
"TRRAP",8295,402.5,-2.535052825,0.0056215185217715
"WAPL",23063,402.5,-2.535052825,0.0056215185217715
"XRCC5",7520,402.5,-2.535052825,0.0056215185217715
"HARS2",23438,411.5,-2.519453441,0.0058768591859579
"KDM2A",22992,411.5,-2.519453441,0.0058768591859579
"POLA1",5422,411.5,-2.519453441,0.0058768591859579
"PSMD4",5710,411.5,-2.519453441,0.0058768591859579
"RANGAP1",5905,411.5,-2.519453441,0.0058768591859579
"ROMO1",140823,411.5,-2.519453441,0.0058768591859579
"RPL7",6129,411.5,-2.519453441,0.0058768591859579
"SLC35B1",10237,411.5,-2.519453441,0.0058768591859579
"VPS28",51160,411.5,-2.519453441,0.0058768591859579
"ZMAT2",153527,411.5,-2.519453441,0.0058768591859579
"DAD1",1603,420.5,-2.503854056,0.00614243484857315
"RBM19",9904,420.5,-2.503854056,0.00614243484857315
"SARS2",54938,420.5,-2.503854056,0.00614243484857315
"SMC6",79677,420.5,-2.503854056,0.00614243484857315
"TAF1C",9013,420.5,-2.503854056,0.00614243484857315
"TFAP2C",7022,420.5,-2.503854056,0.00614243484857315
"TIMM44",10469,420.5,-2.503854056,0.00614243484857315
"TOP1",7150,420.5,-2.503854056,0.00614243484857315
"BRCA2",675,430.5,-2.488254672,0.00641858852453006
"DDX52",11056,430.5,-2.488254672,0.00641858852453006
"DDX59",83479,430.5,-2.488254672,0.00641858852453006
"DIS3",22894,430.5,-2.488254672,0.00641858852453006
"EIF4A1",1973,430.5,-2.488254672,0.00641858852453006
"KDM2B",84678,430.5,-2.488254672,0.00641858852453006
"POLE2",5427,430.5,-2.488254672,0.00641858852453006
"PPP2CA",5515,430.5,-2.488254672,0.00641858852453006
"RFC4",5984,430.5,-2.488254672,0.00641858852453006
"RINT1",60561,430.5,-2.488254672,0.00641858852453006
"SMG5",23381,430.5,-2.488254672,0.00641858852453006
"TRIM52",84851,430.5,-2.488254672,0.00641858852453006
"AK6",102157402,440,-2.472655287,0.0067056717121498
"ATP1A2",477,440,-2.472655287,0.0067056717121498
"PMPCB",9512,440,-2.472655287,0.0067056717121498
"PNPT1",87178,440,-2.472655287,0.0067056717121498
"RAE1",8480,440,-2.472655287,0.0067056717121498
"SBNO1",55206,440,-2.472655287,0.0067056717121498
"ZMAT5",55954,440,-2.472655287,0.0067056717121498
"ARCN1",372,449.5,-2.457055903,0.00700404432388663
"EIF3CL",728689,449.5,-2.457055903,0.00700404432388663
"GTPBP4",23560,449.5,-2.457055903,0.00700404432388663
"IPO11",51194,449.5,-2.457055903,0.00700404432388663
"METAP2",10988,449.5,-2.457055903,0.00700404432388663
"MRPS6",64968,449.5,-2.457055903,0.00700404432388663
"MYBL2",4605,449.5,-2.457055903,0.00700404432388663
"PSMB6",5694,449.5,-2.457055903,0.00700404432388663
"TARS2",80222,449.5,-2.457055903,0.00700404432388663
"VPS13D",55187,449.5,-2.457055903,0.00700404432388663
"WDR12",55759,449.5,-2.457055903,0.00700404432388663
"YARS1",8565,449.5,-2.457055903,0.00700404432388663
"C15orf41",84529,461.5,-2.441456518,0.00731407490056256
"FANCE",2178,461.5,-2.441456518,0.00731407490056256
"HAUS1",115106,461.5,-2.441456518,0.00731407490056256
"LIG1",3978,461.5,-2.441456518,0.00731407490056256
"N6AMT1",29104,461.5,-2.441456518,0.00731407490056256
"POLR2F",5435,461.5,-2.441456518,0.00731407490056256
"PRPF38A",84950,461.5,-2.441456518,0.00731407490056256
"RPS25",6230,461.5,-2.441456518,0.00731407490056256
"TRMT10A",93587,461.5,-2.441456518,0.00731407490056256
"VPS25",84313,461.5,-2.441456518,0.00731407490056256
"WDR25",79446,461.5,-2.441456518,0.00731407490056256
"ZWILCH",55055,461.5,-2.441456518,0.00731407490056256
"ATP6V0B",533,473.5,-2.425857134,0.00763614051928257
"EXT1",2131,473.5,-2.425857134,0.00763614051928257
"MRPL18",29074,473.5,-2.425857134,0.00763614051928257
"PPME1",51400,473.5,-2.425857134,0.00763614051928257
"PSMB2",5690,473.5,-2.425857134,0.00763614051928257
"RAD51C",5889,473.5,-2.425857134,0.00763614051928257
"RPS4X",6191,473.5,-2.425857134,0.00763614051928257
"SKIV2L",6499,473.5,-2.425857134,0.00763614051928257
"TRMT61A",115708,473.5,-2.425857134,0.00763614051928257
"TUBGCP5",114791,473.5,-2.425857134,0.00763614051928257
"UPF1",5976,473.5,-2.425857134,0.00763614051928257
"UXT",8409,473.5,-2.425857134,0.00763614051928257
"ACTR10",55860,487.5,-2.410257749,0.00797062700742608
