"Gene_symbol","Wilcox_P","Mean_fc","Adjust_P","Adjust_P_rank","Mean_fc_rank","sgRNA_number","Screen_score"
"A1BG-AS1",8.89e-05,0.931993540822903,0.001,2438,3131,32,0.409744847403836
"A2M-AS1",0.00122491906013206,0.678852087097922,0.001,2438,477,12,1.97799799003972
"A2ML1-AS1",0.0125868918182291,1.09723989128653,0.014,5944,7213,6,-0.486058550182253
"AA06",0.0036977197407272,0.970807001323891,0.004,4765.5,3982,8,-0.311800550228321
"AADACL2-AS1",2.46e-05,0.651209811083689,0.001,2438,382,11,2.18370396994498
"AATK-AS1",1.37e-16,0.831890257886442,0,587,1595,48,1.91908350242044
"AB015752.3",0.0575111633444291,1.24159600702703,0.058,8031,10075,5,-0.433673380163094
"AB019440.50",0.194410072948476,1.24262490275127,0.209,10083.5,10088,5,-0.935377244403139
"ABCA9-AS1",0.011843744679554,1.17748663525158,0.014,5944,9125,10,-0.136767047168377
"ABCC5-AS1",0.00082161243899738,0.966892759927781,0.001,2438,3898,12,0.227830206334596
"AC000032.2",0.509316480994012,1.20950041944956,0.443,11676,9648,3,-1.36568892111882
"AC000036.4",0.106938105221584,0.74813021202765,0.106,8975,835,4,-0.307443856573419
"AC000067.1",0.00468943299009539,0.699411682661045,0.004,4765.5,555,4,1.31072127506399
"AC000068.5",0.00332039949744071,0.906887863721665,0.003,4303,2665,5,0.135659144502709
"AC000099.1",0.0610625534293486,1.06440996818274,0.062,8132,6369,4,-1.22193637614217
"AC000111.3",0.00542720926666327,1.10404412035342,0.006,5113,7417,6,-0.124535608609454
"AC000111.6",0.269616660299627,1.30428038075349,0.289,10724.5,10601,5,-0.823689246585279
"AC000123.4",0.120274087947042,1.26616196653001,0.121,9208.5,10311,3,-0.626795300536058
"AC000124.1",0.000191921600315637,1.04856267472504,0.001,2438,5942,4,0.296875923600599
"AC000370.2",0.00474126639001562,0.936545508270181,0.004,4765.5,3219,25,-0.134003627429764
"AC002064.4",0.232435024747139,1.15720956180502,0.243,10407.5,8699,6,-1.34729299799207
"AC002064.5",0.00189722754722273,1.02119167900124,0.002,3860.5,5217,11,-0.0894042069677963
"AC002066.1",3.94e-05,1.12379889209995,0.001,2438,7887,16,0.639782891033548
"AC002076.10",0.16257487660826,1.17272041141158,0.171,9746,9007,4,-1.14268514938514
"AC002115.5",0.0035468669487131,0.870736563584585,0.003,4303,2112,13,0.336958633234218
"AC002115.9",0.0212281544994792,0.919371281401914,0.017,6593.5,2886,4,-0.606454569820509
"AC002116.7",2.33e-08,0.902537169459403,0,587,2606,25,1.51574004258957
"AC002116.8",2.29e-14,0.810831561132959,0,587,1350,52,0
"AC002127.4",0.004922859187462,0.810732739483808,0.004,4765.5,1348,12,0.579855925655755
"AC002310.12",0.0220459673681066,1.00678714539221,0.017,6593.5,4854,7,-0.987987748950514
"AC002310.7",1.15e-06,0.844837164072538,0,587,1745,14,1.84266331230155
"AC002331.1",0.0440248235456378,1.05292904119938,0.042,7622.5,6068,6,-1.12208230253963
"AC002368.4",0.00501847770266416,1.17598085097798,0.004,4765.5,9082,7,0.344749123087627
"AC002383.2",0.00048112983466636,1.10089721420966,0.001,2438,7319,13,0.537895449938161
"AC002398.11",0.0449587375386751,0.932618126962762,0.043,7674,3145,4,-1.04236392591049
"AC002398.12",0.000108106900919857,0.891294900416267,0.001,2438,2429,9,0.630696251415356
"AC002398.13",0.00729626103068748,0.784983657151275,0.009,5337.5,1100,5,0.424671908039978
"AC002398.5",3.89e-13,0.742891865810826,0,587,797,58,0
"AC002401.1",6.47e-12,0.775171680730643,0,587,1013,28,0
"AC002429.5",0.0272003013099976,1.06234267901772,0.023,6875.5,6317,5,-0.840976514762985
"AC002451.3",0.0167581099534159,1.02445889528218,0.015,6203.5,5298,6,-0.852755369455023
"AC002454.1",1.66e-05,0.916650423382859,0.001,2438,2848,16,0.49188794378837
"AC002456.2",1.14e-08,0.88036695676999,0,587,2253,14,1.63881318383836
"AC002463.3",4.17e-06,1.00191123690504,0.001,2438,4721,25,0.0716641378796813
"AC002467.7",0.00554365706073012,0.987067485874764,0.006,5113,4356,12,-0.550916607917744
"AC002472.11",0.0214318532554522,0.805794665947872,0.017,6593.5,1300,6,0.0460505684375971
"AC002480.2",1.08e-05,1.14908344540673,0.001,2438,8509,21,0.749887571524958
"AC002480.3",0.00622139758170707,0.946576214543908,0.006,5113,3436,23,-0.343639533112648
"AC002480.4",0.0147183259976614,1.13345428259618,0.015,6203.5,8124,4,-0.35243138804296
"AC002480.5",0.139153727179751,1.07438862151217,0.143,9463.5,6630,5,-1.50547164920926
"AC002511.1",5.8e-12,0.898738270988719,0,587,2540,32,1.5366126995076
"AC002511.2",0.0021024864654316,1.04065991455626,0.003,4303,5729,9,-0.149775005256219
"AC002511.3",0.0136032175701543,0.972532402613811,0.015,6203.5,4016,15,-0.835498727962213
"AC002539.1",0.00254790170588724,1.12841580295649,0.003,4303,7992,23,0.250857646765794
"AC002550.5",0.00111602345770896,1.00245971094612,0.001,2438,4731,4,0.0743723483104155
"AC003003.5",2.56e-10,0.943136184367546,0,587,3355,39,1.29800346564873
"AC003005.2",0.0305765317299366,0.972603078013701,0.027,7070.5,4020,4,-1.06684574059465
"AC003009.1",0.0330367833689581,1.03376112962397,0.031,7184.5,5544,8,-1.09338787598333
"AC003051.1",0.000251000496423999,1.11576932631622,0.001,2438,7671,23,0.604298398956721
"AC003075.4",4.47e-06,1.10736374889516,0.001,2438,7484,29,0.566877618330727
"AC003084.2",0.0123606502318334,1.02723376119545,0.014,5944,5374,15,-0.812307276931106
"AC003088.1",1.54e-05,1.01815280564261,0.001,2438,5133,9,0.1512391927574
"AC003090.1",0.000100022544279438,1.01478013936771,0.001,2438,5049,13,0.134819851077078
"AC003092.1",2.31e-08,1.02273358583741,0,587,5249,14,1.12052346272859
"AC003092.2",0.0088189005746382,0.875018545006971,0.01,5536,2185,12,-0.153815640915913
"AC003102.3",1.09e-06,0.89772994987106,0,587,2521,27,1.54216763183151
"AC003104.1",0.0172079720649163,0.859624171021495,0.015,6203.5,1953,3,-0.224818398186658
"AC003664.1",0.0266573392156337,1.30508487128408,0.023,6875.5,10606,3,0.177399831411694
"AC003665.1",3.32e-08,0.932747868501474,0,587,3149,22,1.35281160302076
"AC003956.1",0.00440742492062211,1.21172188881961,0.004,4765.5,9681,12,0.492909034564746
"AC003958.2",0.00485324874904109,1.03922036315631,0.004,4765.5,5687,10,-0.267049626719115
"AC003973.4",0.00897667443353677,1.17710612823301,0.01,5536,9117,14,-0.00659258144225635
"AC003973.5",7.44e-05,0.990755070209323,0.001,2438,4455,11,0.107187016838251
"AC003984.1",0.317653337832016,1.17954694348582,0.343,11078,9166,6,-1.38876453482773
"AC003985.1",0.0471733061652235,1.04188341935386,0.046,7736.5,5756,4,-1.21011699658278
"AC003986.6",0.124272775649735,1.07714313843941,0.123,9265.5,6697,6,-1.43334105895126
"AC003988.1",4.53e-05,1.04361061358559,0.001,2438,5803,18,0.273450071788179
"AC003991.3",1.62e-12,0.97494382674936,0,587,4071,30,1.13386626021175
"AC004009.3",4.15e-05,1.1295564181285,0.001,2438,8019,16,0.665071001688377
"AC004012.1",0.000999938438482128,1.00452765033947,0.001,2438,4785,9,0.0845699441669442
"AC004014.3",0.000122818531933595,1.09856804174242,0.001,2438,7249,12,0.527414685383253
"AC004019.13",8.94e-05,0.826356403239637,0.001,2438,1526,12,1.00504071345221
"AC004041.2",0.00292928740991513,0.647907207671055,0.003,4303,376,14,1.79964895651082
"AC004051.2",0.00300545580085491,0.804350625016258,0.003,4303,1290,7,0.729388503377854
"AC004053.1",0.000453728524685206,1.05427336932201,0.001,2438,6111,22,0.323753557638095
"AC004054.1",0.056040371884168,0.842825841271069,0.057,8002.5,1725,3,-0.652500229630128
"AC004063.1",0.156317849194787,0.884592858787689,0.164,9678,2325,3,-1.3087887924959
"AC004066.3",0.0502347511067033,1.0350377474378,0.047,7811,5595,6,-1.25121430990972
"AC004069.2",0.54957072380749,1.0518167789075,0.406,11469.5,6040,3,-2.02250740667573
"AC004112.4",0.00161009659463587,1.04034406094388,0.002,3860.5,5718,23,0.00254543388576833
"AC004125.3",5.51e-05,0.957262968837469,0.001,2438,3677,19,0.277361866393661
"AC004156.3",0.0269458652063712,0.857797142737976,0.023,6875.5,1923,6,-0.382201938850384
"AC004158.2",0.00556181512099304,1.07617664566768,0.006,5113,6674,24,-0.251046729750576
"AC004160.4",0.00241254620704069,0.830121837713336,0.003,4303,1575,8,0.573329854238717
"AC004221.2",5.71e-08,0.822804249890093,0,587,1490,15,1.97342791689694
"AC004231.2",4.82e-05,1.12169221751418,0.001,2438,7842,14,0.630497604422262
"AC004237.1",0.425750866677224,1.22074398876628,0.475,11847,9809,4,-1.34743947949427
"AC004381.7",0.0153833888368454,0.869517636522392,0.015,6203.5,2089,11,-0.281444946630539
"AC004448.2",0.0822565269521771,1.17630000543686,0.074,8558.5,9094,4,-0.797088605739272
"AC004448.5",0.000121208432417685,1.09937293271583,0.001,2438,7275,19,0.531039028323648
"AC004471.10",0.000188842725937854,0.985184870244467,0.001,2438,4315,10,0.135086874680261
"AC004471.9",0.000407519353758088,0.898948252833573,0.001,2438,2544,8,0.588386393162607
"AC004485.3",0.186043149124915,1.11080476005714,0.201,10012.5,7554,3,-1.47490988194169
"AC004490.1",0.00161519770252502,0.959361601986487,0.002,3860.5,3719,7,0.0111338325261182
"AC004510.3",0.134056329958038,1.17390117775785,0.137,9401,9035,5,-1.0502068593662
"AC004535.2",0.0299894852490377,0.932110408980988,0.026,7026,3134,6,-0.84156267853042
"AC004538.3",3.49e-08,1.02979207437878,0,587,5446,41,1.15455881612937
"AC004540.4",0.0136420842105812,1.13633063713529,0.015,6203.5,8192,5,-0.339889369849257
"AC004540.5",0.000177087259222339,1.10257421114258,0.001,2438,7373,18,0.545427847980531
"AC004543.2",0.0388893975211193,1.11187158758481,0.04,7454,7583,8,-0.833317399734023
"AC004549.6",0.00229046910762031,1.03400295300128,0.003,4303,5557,9,-0.181531743581847
"AC004562.1",0.0333419849972349,1.17154622550521,0.031,7184.5,8991,10,-0.4742213873536
"AC004593.3",0.184583619444916,1.19707000965858,0.198,9990,9459,9,-1.09885900660342
"AC004623.2",0.0336572120393857,0.829146735497125,0.031,7184.5,1567,9,-0.331552765578871
"AC004637.1",1.62e-06,1.02498219059957,0,587,5312,22,1.1313914459409
"AC004691.5",0.263429278509358,1.15833218225079,0.285,10680.5,8743,4,-1.40543813623932
"AC004692.4",1.08e-05,1.07570281385474,0.001,2438,6665,22,0.423330271596805
"AC004744.3",0.105743732582085,1.05375779188941,0.106,8975,6099,11,-1.4832630278261
"AC004791.2",0.00253830513576505,1.10544141097632,0.003,4303,7442,17,0.149065846419105
"AC004840.8",0.000807671280186974,0.648829351370696,0.001,2438,379,8,2.20182512299564
"AC004840.9",0.0518167800181686,0.535332592269831,0.048,7872,182,3,1.66112135352563
"AC004854.4",0.00118206492830939,0.83487340386033,0.001,2438,1628,8,0.954300039021141
"AC004862.6",1.31e-06,1.02276537883751,0,587,5250,50,1.12067729148746
"AC004869.2",0.231233113645174,1.33760404830986,0.242,10400,10826,4,-0.628768271807018
"AC004869.3",0.872836611364181,1.29356062607095,0.122,9245,10524,6,-0.524101666336253
"AC004870.3",0.0311121399443646,1.09303207697499,0.027,7070.5,7116,9,-0.763122252222054
"AC004870.4",0.0502872088283064,1.23145934284852,0.047,7811,9955,21,-0.391341704019068
"AC004893.11",6.61e-14,0.657895450031355,0,587,402,31,3.08023212243268
"AC004895.4",8.69e-05,1.03989317097387,0.001,2438,5704,14,0.255791462278254
"AC004901.1",0.288001183462283,1.09287648778265,0.305,10856.5,7109,4,-1.72006422360096
"AC004906.3",0.095603062323933,1.2342657919344,0.087,8798.5,9997,6,-0.622891277001627
"AC004941.3",5.38e-05,0.677337327697796,0.001,2438,471,14,1.98905167785596
"AC004947.2",0.000185302605722573,1.0566694584849,0.001,2438,6166,11,0.334987528553675
"AC004988.1",0.0712653081959074,0.831684505997043,0.069,8391.5,1591,5,-0.661989517399698
"AC005009.2",0.00114938001099989,0.966608147725571,0.001,2438,3891,10,0.229287046705146
"AC005013.5",0.00561825348703507,1.04483897336828,0.006,5113,5835,9,-0.397285075970824
"AC005019.3",0.8429023956668,1.38182383576861,0.144,9483.5,11119,6,-0.262895605755927
"AC005022.1",6.28e-05,1.11732129564663,0.001,2438,7724,13,0.611176771785586
"AC005027.3",0.356978945317649,1.1850956412737,0.397,11414,9281,8,-1.42327016492916
"AC005029.1",0.00373495815100099,1.12674525159693,0.004,4765.5,7952,6,0.13310161473545
"AC005042.4",0.00357871010729044,0.963051269081127,0.003,4303,3813,7,-0.161683965242014
"AC005042.5",0.000305410850174087,1.02309766134113,0.001,2438,5260,14,0.175214455483493
"AC005062.2",2.06e-05,1.14939395995457,0.001,2438,8521,37,0.751224633929803
"AC005076.5",0.0387761183649668,1.16768919330775,0.04,7454,8907,9,-0.590926405850662
"AC005083.1",0.00523942310344272,1.2166291868835,0.005,4986,9757,16,0.426708451410512
"AC005104.3",0.000371164322456826,0.508802875657376,0.001,2438,151,5,3.40476289912641
"AC005150.1",0.00464269280788931,1.13906317792445,0.004,4765.5,8269,6,0.186907292817613
"AC005152.3",0.0158969273788718,1.08439186425694,0.015,6203.5,6878,9,-0.571407615353721
"AC005154.6",3.09e-08,0.996637627642135,0,587,4607,46,1.02496268274078
"AC005160.3",0.0863882946264912,1.08973400736268,0.078,8644,7031,13,-1.19612321049258
"AC005162.4",0.00336410870607713,1.12090206017242,0.003,4303,7821,7,0.21779662718959
"AC005220.3",2.66e-05,0.993778964818627,0.001,2438,4540,14,0.0921066321713746
"AC005224.2",0.973456411757774,1.36737048881193,0.028,7130.5,11016,9,0.330725312445517
"AC005235.1",0.111726602789981,1.18254450236914,0.113,9077.5,9224,6,-0.937899187458737
"AC005237.4",0.00136960108856946,1.06688345437522,0.002,3860.5,6426,10,0.127200248289233
"AC005253.4",0.000143172367435886,0.654999666717791,0.001,2438,394,12,2.15499006141454
"AC005256.1",0.0281231123689857,0.822748464362862,0.024,6946.5,1489,10,-0.192506399526806
"AC005262.2",0.00694504561829717,1.03384405470025,0.009,5337.5,5549,7,-0.60761264711568
"AC005262.3",0.0108155737438861,1.03196991744121,0.013,5822,5503,10,-0.76048989381957
"AC005264.2",0.00148956112163042,1.1310810007475,0.002,3860.5,8060,19,0.416354458023034
"AC005276.1",0.00712237849091698,1.05345565293165,0.009,5337.5,6083,8,-0.514620325155907
"AC005281.1",1.59e-07,1.05256628098556,0,587,6061,26,1.26280463739173
"AC005281.2",0.00659469957201968,1.00536097129133,0.008,5256.5,4814,6,-0.699883539473461
"AC005306.3",0.00629705644942598,0.937477358508264,0.006,5113,3242,5,-0.295842760606064
"AC005307.1",0.00346536421757272,1.00935649538535,0.003,4303,4915,4,-0.300912971076554
"AC005307.3",1.45e-06,1.07312141050989,0,587,6599,43,1.35851108238165
"AC005324.6",0.000297115400857571,1.0058275850901,0.001,2438,4829,21,0.090969551912005
"AC005329.7",0.0430230961022572,0.837001139277438,0.042,7622.5,1657,12,-0.497817148221584
"AC005330.2",0.00349868925653457,0.314883642320848,0.003,4303,59,7,5.36976654437568
"AC005339.2",0.160656154879593,0.817302556889465,0.168,9716.5,1426,5,-0.92679071929774
"AC005355.1",0.0101087325004165,1.12233466187281,0.012,5744,7857,7,-0.31373922061439
"AC005355.2",0.0309455578272418,1.02335951583075,0.027,7070.5,5267,4,-1.08905604646804
"AC005356.1",0.00063465945229178,0.915583479046176,0.001,2438,2826,14,0.497651111305814
"AC005358.3",0.72450446207498,1.31647598310154,0.252,10481,10695,7,-0.723544009239481
"AC005387.2",0.00219567054216349,0.913168385146827,0.003,4303,2769,8,0.101507419544229
"AC005387.3",0.00251931143229997,0.71002331451826,0.003,4303,610,12,1.34663293013956
"AC005391.2",0.0117927063278378,1.11475489457279,0.014,5944,7648,9,-0.407689662310508
"AC005392.13",0.353158530965763,1.30233497282987,0.39,11362.5,10585,4,-0.949417653919473
"AC005394.1",1.8e-05,0.781813446870166,0.001,2438,1065,11,1.27923091706294
"AC005484.5",2.66e-06,1.01334006728019,0,587,5001,28,1.07486271845232
"AC005487.2",0.000257773216632599,0.932677045243439,0.001,2438,3148,4,0.406117071949291
"AC005498.3",0.00131421109698152,1.11720310147181,0.002,3860.5,7716,21,0.355262059700866
"AC005519.4",0.00382999710668809,1.01698826702647,0.004,4765.5,5108,10,-0.374062411253828
"AC005523.3",0.122574645996714,1.11595666883859,0.122,9245,7676,4,-1.25494205080408
"AC005532.5",0.00701154425610721,1.14853833626721,0.009,5337.5,8501,16,-0.0869947268080754
"AC005534.8",0.0351891819242621,1.13909082837736,0.035,7291.5,8271,6,-0.661034105844759
"AC005537.2",0.00388600350473511,1.12222329772025,0.004,4765.5,7852,30,0.113201642918109
"AC005540.3",0.0152330407182441,1.00184985330768,0.015,6203.5,4717,5,-0.963188516123359
"AC005550.3",0.108069444092719,1.15758523516084,0.107,9005,8719,9,-1.02193497549146
"AC005562.1",0.000159820619502128,0.865914687136941,0.001,2438,2038,11,0.77365153839919
"AC005592.1",0.00456864687419761,1.19742885070318,0.004,4765.5,9468,10,0.434190207763532
"AC005592.2",2.28e-07,0.968147057269511,0,587,3930,50,1.16848523863219
"AC005594.3",7.91e-10,0.845516656476719,0,587,1759,19,1.83868495872879
"AC005606.14",0.0447603301486165,0.697936159140351,0.043,7674,547,10,0.392016303238738
"AC005606.15",0.00320226388747251,0.910790554427335,0.003,4303,2740,7,0.114409693334498
"AC005614.5",7.01e-07,0.956335113411559,0,587,3645,23,1.22923094035249
"AC005618.6",0.0873180622910537,1.12632769359376,0.078,8644,7942,3,-1.03267794686584
"AC005624.2",0.00617613121213731,0.686442795545221,0.006,5113,500,7,1.24641868118589
"AC005625.1",0.00804098443495072,0.94422833990138,0.01,5536,3382,8,-0.530506889527742
"AC005682.5",0.00573504560689579,1.16734200475379,0.006,5113,8902,13,0.151344367459145
"AC005682.8",0.000221579610563023,1.13354063921508,0.001,2438,8125,14,0.682495090235026
"AC005703.3",0.109415355789323,1.2063858273945,0.109,9027.5,9605,5,-0.824901414953619
"AC005740.5",0.270309654106646,1.4055513501919,0.289,10724.5,11306,4,-0.453639067507547
"AC005754.7",0.00520186819376462,0.600905302777215,0.005,4986,276,8,1.9756735606756
"AC005757.6",0.0337758448081988,0.797464130421814,0.033,7238.5,1214,5,-0.163377887208017
"AC005772.2",0.650275048870933,1.38442856110743,0.321,10955,11138,3,-0.570035184633969
"AC005775.2",0.0394289694843524,0.894757254994073,0.04,7454,2478,9,-0.808788058771425
"AC005780.1",2.67e-10,0.91523174851667,0,587,2812,31,1.44662275928143
"AC005785.2",0.0124272590682385,1.0443164009896,0.014,5944,5819,7,-0.73069129792493
"AC005786.5",0.00162401276200728,1.04176934756207,0.002,3860.5,5754,5,0.00932035011729981
"AC005786.7",0.00470806952775604,0.99741523405488,0.004,4765.5,4621,13,-0.445605436219835
"AC005789.9",0.000337398414941087,0.729626376871467,0.001,2438,713,8,1.62108043337831
"AC005808.3",7.39e-06,0.953175723288842,0.001,2438,3571,9,0.298535752543618
"AC005863.2",0.059813923916955,1.29724008824161,0.06,8090.5,10548,10,-0.230086575972216
"AC005932.1",0.000859319376179891,0.6849954313017,0.001,2438,494,11,1.93341943004374
"AC005944.2",0.0197064923009862,0.772393925828156,0.016,6459.5,992,12,0.279336352612128
"AC005954.4",0.00477225194005465,0.709590562507486,0.004,4765.5,605,5,1.23922523891326
"AC006000.5",0.127791572276973,1.28432068511955,0.13,9312,10459,7,-0.584641932988066
"AC006003.3",0.0204271745215388,0.96400722194051,0.017,6593.5,3834,5,-0.841055662187403
"AC006004.1",0.0191680328145183,1.00721534353423,0.016,6459.5,4864,7,-0.962083628292826
"AC006007.1",0.41372631921607,1.27006273026137,0.459,11758.5,10347,3,-1.13791580229058
"AC006026.13",0.036854720973568,1.16057914346149,0.038,7383,8780,7,-0.600943456662008
"AC006037.2",0.409722740098667,1.22069025713713,0.454,11734.5,9807,4,-1.32980204474014
"AC006041.1",2.48e-05,1.10712312177317,0.001,2438,7479,4,0.565802193654563
"AC006042.6",0.0316850126639106,1.03765746575457,0.028,7113.5,5661,9,-1.03470756597619
"AC006076.1",0.000920615640030113,0.768335116207457,0.001,2438,962,6,1.36528380451523
"AC006115.3",0.000154416446994628,1.00784770970838,0.001,2438,4881,27,0.100898276924769
"AC006116.17",4.06e-05,1.05023633156057,0.001,2438,5988,14,0.304768195240767
"AC006116.21",2.92e-08,0.969984719990657,0,587,3971,29,1.15910129112576
"AC006126.4",0.196401120350397,0.702956550241877,0.211,10101,572,4,-0.270964728515802
"AC006129.1",0.00180460070129163,1.0718221899624,0.002,3860.5,6568,4,0.150054798075604
"AC006129.2",0.000842355650700504,1.02338184992803,0.001,2438,5269,21,0.176588828257457
"AC006129.4",0.00600011789668823,1.05960181584687,0.006,5113,6238,6,-0.327855122277351
"AC006130.3",0.196676941807405,1.00674373497209,0.211,10101,4852,3,-1.98083316854848
"AC006150.1",0.191713951972897,1.28924003237234,0.207,10059,10491,8,-0.749339187248774
"AC006159.3",0.0788498862707004,1.10785420748665,0.072,8514,7497,15,-1.08294338726498
"AC006159.5",0.0602906630016232,1.0957352647526,0.06,8090.5,7180,6,-1.06547444947573
"AC006160.5",0.00346448903409348,1.08689722528267,0.003,4303,6959,6,0.0653478900171494
"AC006196.1",0.000291225786868218,1.13401980206108,0.001,2438,8134,11,0.684586473925851
"AC006227.1",0.000643183406042238,1.06305208822526,0.001,2438,6340,25,0.364788397302134
"AC006262.10",0.00175816189019745,1.04407974229768,0.002,3860.5,5814,11,0.0202828496942958
"AC006262.4",0.00015093081084846,0.954448416027265,0.001,2438,3594,21,0.291932878070377
"AC006262.5",1.71e-05,0.967881393537253,0.001,2438,3922,12,0.222773031244848
"AC006272.1",0.0164844417248876,1.06756980655769,0.015,6203.5,6451,10,-0.648775517393698
"AC006272.2",0.000867487492855066,0.94102349020081,0.001,2438,3306,11,0.362030572107395
"AC006273.5",0.00112756817463888,0.926827674950357,0.001,2438,3037,16,0.437249593965395
"AC006277.2",0.0211864493021136,1.14678857939883,0.017,6593.5,8452,7,-0.343681174101472
"AC006296.1",0.0765339547951833,0.972659718809647,0.07,8458,4025,10,-1.44249861441874
"AC006369.2",0.00105684170897812,1.15627823482329,0.001,2438,8674,23,0.780775622230662
"AC006369.3",0.635525812876659,1.29166505601518,0.338,11047,10508,4,-0.933624891264405
"AC006372.4",9.43e-06,0.912129922257328,0.001,2438,2755,24,0.51635187108771
"AC006372.6",0.00498692251156321,1.05456204136785,0.004,4765.5,6120,8,-0.194530033041559
"AC006373.1",0.224756428806182,1.42621718341191,0.235,10340.5,11459,6,-0.299746289753157
"AC006378.2",0.00308705489049524,1.01867225246466,0.003,4303,5149,7,-0.255450606006886
"AC006380.3",0.00020005145026864,1.07972578039931,0.001,2438,6765,14,0.441802561648555
"AC006460.2",0.00023241659116751,0.957884046943744,0.001,2438,3683,7,0.27415229887725
"AC006482.1",0.117453932743668,0.737527666462145,0.117,9157.5,764,3,-0.275775266004411
"AC006547.13",0.0611294783231081,0.751714029879405,0.062,8132,860,5,-0.119537366954912
"AC006942.4",0.000413377076536582,0.921392841836296,0.001,2438,2927,10,0.46635237112648
"AC006947.1",0.000633542000362139,0.85213583755528,0.001,2438,1848,8,0.853026500954233
"AC006960.7",3.84e-05,0.92807398854753,0.001,2438,3060,9,0.430599811574332
"AC006994.2",0.00704222145640549,1.01929785004909,0.009,5337.5,5163,6,-0.67773289427201
"AC007003.1",0.00528084902638335,0.961028203577746,0.005,4986,3757,5,-0.347903584159962
"AC007009.1",0.00482279271839701,0.698671138663333,0.004,4765.5,550,11,1.31596335494521
"AC007036.5",0.00107089387108714,0.813215629081363,0.001,2438,1384,10,1.0843628719541
"AC007036.6",0.00286121665112783,1.07088721804186,0.003,4303,6541,5,-0.00808640617998219
"AC007038.7",0.359994272569013,1.30928864673667,0.399,11432,10633,5,-0.932073888104056
"AC007040.6",0.0222638837728344,0.833576807936269,0.017,6593.5,1613,8,-0.121684818021554
"AC007040.7",0.0274820979201884,0.930734255361664,0.023,6875.5,3103,4,-0.786025874041672
"AC007040.8",9.72e-06,0.90952917048228,0.001,2438,2714,11,0.530481545807404
"AC007050.17",0.00296443218008061,0.928778222398541,0.003,4303,3066,12,0.0176324588901752
"AC007078.4",0.0175752909937608,0.849828154920491,0.015,6203.5,1815,4,-0.168103887225624
"AC007091.1",0.000373723679216566,1.03530313560792,0.001,2438,5601,12,0.233900570685162
"AC007099.1",0.0450654468239727,1.2666025675989,0.043,7674,10314,7,-0.21704395389235
"AC007099.2",0.0941005058216478,1.17176215044186,0.084,8757.5,8994,5,-0.866214113017887
"AC007106.1",0.0390005577586451,1.13843020301626,0.04,7454,8252,7,-0.716503646009454
"AC007128.1",4.22e-06,0.918851796460815,0.001,2438,2879,20,0.480018253808178
"AC007131.1",0.0182713291431959,1.0628694354418,0.016,6459.5,6333,4,-0.69593795504196
"AC007131.2",0.000292709854996944,1.08878020470452,0.001,2438,7010,45,0.483127330945429
"AC007161.5",0.827747203814963,1.24357226660385,0.166,9708.5,10098,5,-0.840677438145791
"AC007163.3",0.00242868366983891,1.11675988090749,0.003,4303,7706,13,0.199475851989368
"AC007163.6",4.74e-06,0.98468454997756,0.001,2438,4307,16,0.137600579772916
"AC007179.1",0.220217625711961,0.939557381130299,0.232,10305,3281,3,-1.74401816989027
"AC007182.6",0.00676891939772406,0.980809828294556,0.009,5337.5,4214,12,-0.67742292875555
"AC007192.6",0.000477529388179539,0.792008635836948,0.001,2438,1152,6,1.21511907100883
"AC007193.10",0.00156247409450605,0.691445915779811,0.002,3860.5,518,15,1.63164910717098
"AC007193.6",0.00150665506436415,1.0045404517591,0.002,3860.5,4786,9,-0.170758202063503
"AC007193.8",0.0109571187994376,0.575188654479434,0.013,5822,243,9,1.81950943779646
"AC007193.9",0.00137210691230738,0.846210568617437,0.002,3860.5,1769,3,0.632163987465244
"AC007228.11",0.00145666463845289,0.776972098081585,0.002,3860.5,1022,5,1.0545775547377
"AC007228.5",0.000121921559315877,0.906565240017648,0.001,2438,2659,10,0.54663367946337
"AC007246.3",2.35e-07,1.01469818149286,0,587,5045,48,1.08149045352962
"AC007249.3",0.000887062001410576,1.01282983290807,0.001,2438,4991,14,0.125300146119792
"AC007250.4",0.0452740375384585,1.08304667178454,0.043,7674,6851,4,-0.991794259866695
"AC007251.2",0.0144112016005755,1.189249286031,0.015,6203.5,9353,10,-0.11464038519292
"AC007255.8",0.0113456269200323,1.05976125884998,0.014,5944,6246,7,-0.658041163837024
"AC007271.3",0.0180739398530053,0.668297047144512,0.016,6459.5,435,8,0.995663852204212
"AC007277.3",5.77e-06,1.1738644351427,0.001,2438,9034,37,0.855473493074742
"AC007278.2",0.0232124631831928,1.14195791302706,0.02,6711.5,8331,5,-0.428411981467798
"AC007278.3",0.00019942694141349,0.949214595776402,0.001,2438,3490,13,0.319143091653998
"AC007285.6",0.000247001858285345,1.14216807090066,0.001,2438,8340,19,0.720016273120955
"AC007285.7",0.0382631178465458,1.05118727698092,0.039,7418,6028,6,-1.10107753527478
"AC007292.6",0.00579836919834127,0.714474938975263,0.006,5113,636,9,1.04836296429522
"AC007292.7",0.205492330691127,1.0345454030399,0.219,10181.5,5582,3,-1.86072154351039
"AC007308.7",0.00173173271466185,0.777352365566213,0.002,3860.5,1028,3,1.05215630609864
"AC007317.1",0.00654748808427329,1.06298342333872,0.007,5220,6336,7,-0.372044683228672
"AC007319.1",2.99e-05,1.0680632653484,0.001,2438,6465,32,0.388060766076378
