"Gene_symbol","Wilcox_P","Mean_fc","Adjust_P","Adjust_P_rank","Mean_fc_rank","sgRNA_number","Screen_score"
"AC023481.1",0.0279988536579689,1.09551506436557,0.024,6946.5,7175,8,-0.705556286494977
"AC023669.1",0.00057730435725214,1.01508608971215,0.001,2438,5058,14,0.136311575132165
"AC023672.2",0.00839203959372125,1.18091742278751,0.01,5536,9191,11,0.00940431267291378
"AC024084.1",0.0224524742328932,0.891851159036044,0.017,6593.5,2438,8,-0.456067054523256
"AC024132.1",0.359449455136441,1.22448027019999,0.399,11432,9858,5,-1.26347003375455
"AC024560.2",0.00552290606189793,0.31692160849232,0.006,5113,61,4,5.07050682133931
"AC024619.2",0.000843587727447631,0.797816980966602,0.001,2438,1217,6,1.17896160600343
"AC024704.2",0.112018074719017,0.870567230371684,0.113,9077.5,2109,5,-1.08269517398792
"AC025016.1",2.04e-05,0.993183891918422,0.001,2438,4518,11,0.0950706750012723
"AC025165.8",2.54e-06,0.780379632137302,0,587,1052,30,0
"AC025171.1",3.39e-07,0.940281809451601,0,587,3293,12,1.31300260251374
"AC025335.1",0.00688118571926796,1.14181498490873,0.009,5337.5,8327,10,-0.116047955253873
"AC025442.3",0.0195257936518135,0.578841157310149,0.016,6459.5,250,6,1.7067442591054
"AC026167.1",0.00244300400004766,1.05293325909727,0.003,4303,6070,8,-0.0917544513360237
"AC026188.1",0.000115418513521856,1.23410029016928,0.001,2438,9996,26,1.1031057619179
"AC026202.3",0.0160378550951763,1.15646059206915,0.015,6203.5,8678,12,-0.252993463719535
"AC026471.6",0.00683946901210686,0.71166670280203,0.009,5337.5,619,11,0.909872642257203
"AC026904.1",0.454558888028192,1.29227897425162,0.495,11965.5,10512,3,-1.08191789637186
"AC027119.1",0.0263137310608203,1.13901067862586,0.023,6875.5,8265,14,-0.496143910907725
"AC027601.1",5.25e-07,0.950757569897136,0,587,3518,30,1.25817601089896
"AC034220.3",2.11e-09,0.9151061675468,0,587,2809,26,1.44730179536738
"AC034228.2",0.00170885900807765,0.803712718529811,0.002,3860.5,1281,17,0.887137087955592
"AC034228.3",0.00103715923239226,1.07736639756073,0.001,2438,6705,12,0.430977325714771
"AC034228.4",0.000159221650140949,1.00565641397849,0.001,2438,4824,11,0.0901273456610742
"AC037445.1",0.00204367779134659,0.961271201874913,0.003,4303,3769,13,-0.15252890330464
"AC046143.3",0.149248424718157,0.652169626566691,0.156,9590,386,3,0.219320657242558
"AC051649.12",0.0135390738883343,1.03361605698205,0.015,6203.5,5541,14,-0.808719344470805
"AC053503.11",0.0372712275499978,1.05891806897958,0.038,7383,6225,6,-1.05458481627887
"AC053503.4",0.018486664803459,0.989947897829653,0.016,6459.5,4439,5,-0.948655798255876
"AC053503.6",0.025477292794102,0.673249742816031,0.023,6875.5,452,9,0.816542404633398
"AC055764.1",0.0409504698202265,0.676315568588091,0.041,7534.5,467,3,0.56649456987151
"AC060834.3",0.193050145331858,1.1001156313167,0.208,10074,7290,4,-1.53627387283179
"AC061961.2",0.130355433717813,0.998981763249589,0.134,9360.5,4646,4,-1.8308298961489
"AC061992.2",0.000598892759763065,0.812990769504336,0.001,2438,1377,11,1.08573132552719
"AC062020.1",0.0123133090572343,1.06853435097829,0.014,5944,6480,5,-0.617243984217666
"AC062020.2",0.116742340882631,0.999035609806548,0.116,9133.5,4649,4,-1.7741696413089
"AC062021.1",0.00124400950645144,1.10977840585697,0.002,3860.5,7536,5,0.322265215914432
"AC062029.1",0.333123642283237,1.21241751649725,0.355,11177.5,9689,3,-1.2663258174975
"AC062031.1",0.0105295898311984,1.14649827744485,0.013,5822,8442,7,-0.239690798112352
"AC062032.1",0.000166812305076457,0.929957334411692,0.001,2438,3088,7,0.42056802682655
"AC063976.3",0.0353325174006584,0.552619681126862,0.035,7291.5,206,5,1.62830609193652
"AC064834.1",0.0405652974567679,1.07847574174807,0.041,7534.5,6731,9,-0.993957052978419
"AC064834.3",0.154387357191629,0.95468764256879,0.16,9637.5,3602,8,-1.67639592898393
"AC064865.1",0.00454798818072857,1.19325642651523,0.004,4765.5,9410,11,0.416916804683983
"AC064874.1",3.57e-06,1.08861231124495,0.001,2438,7007,20,0.482364189722407
"AC064875.2",0.000828702691829482,1.15715387319064,0.001,2438,8697,23,0.784521712605282
"AC067945.2",0.010827441767968,0.998924743105561,0.013,5822,4642,6,-0.911883281088547
"AC067945.4",0.000172700320240958,1.00879223567882,0.001,2438,4904,15,0.10553370931416
"AC067956.1",0.00268225399491689,1.15125114014901,0.003,4303,8568,17,0.350000223241557
"AC067959.1",0.000813365590325413,1.19269995164944,0.001,2438,9401,19,0.934246863379158
"AC067960.1",0.0234119875296267,0.718895853186514,0.02,6711.5,658,5,0.546877566435258
"AC067968.3",5.26e-05,0.642782364149066,0.001,2438,362,5,2.2481581585154
"AC067969.1",0.000412572592497535,0.930541555355844,0.001,2438,3095,10,0.417460257413783
"AC067969.2",6.31e-05,0.296050612365533,0.001,2438,56,12,6.08409908129198
"AC068057.1",0.0376500698901239,0.916353593588936,0.038,7383,2841,7,-0.906601108598808
"AC068134.6",0.000105881705512257,0.965750587812042,0.001,2438,3877,11,0.233679220820074
"AC068134.8",2.89e-05,1.13424924741327,0.001,2438,8139,14,0.685587612414145
"AC068138.1",0.125847508224319,1.24650782795435,0.126,9287.5,10130,4,-0.720192550900133
"AC068196.1",3.52e-11,0.842235532136493,0,587,1718,33,1.85792521465113
"AC068282.3",0.684477724154525,1.30969843481043,0.294,10782,10642,6,-0.809947399504629
"AC068286.1",0.00244650787465486,1.09094566433246,0.003,4303,7067,7,0.0837458397444408
"AC068483.1",0.0163962804896567,0.576290223565285,0.015,6203.5,245,7,1.75392532717714
"AC068489.1",0.0729196676896516,0.750488731945012,0.069,8391.5,850,5,-0.153650029837085
"AC068490.1",0.0594098479474374,1.25211534138551,0.06,8090.5,10193,3,-0.405290337062238
"AC068490.2",0.370755263249018,1.26686334216385,0.414,11508.5,10318,8,-1.10965328662878
"AC068491.2",0.0324949214786564,0.548322099007961,0.031,7184.5,204,3,1.71472403783888
"AC068492.1",0.0229083357120478,1.19773474288053,0.018,6672.5,9470,4,-0.151030254944847
"AC068499.10",3.76e-14,0.882581434752777,0,587,2286,39,1.62638148502653
"AC068535.2",0.0318659411420575,1.08476317336188,0.028,7113.5,6893,6,-0.815012547020152
"AC068538.4",0.0883946042358389,0.947626333034773,0.079,8674,3457,4,-1.36117868742101
"AC068580.5",0.002419931365615,1.16861584770328,0.003,4303,8925,16,0.424083947859477
"AC068580.6",0.471315219171004,1.6658620526603,0.481,11879,11966,4,0.186052796329375
"AC068580.7",0.286383411756123,0.91960990436063,0.303,10839,2893,6,-1.74323966516288
"AC068831.10",0.0019017184679947,1.02297278208403,0.002,3860.5,5255,23,-0.0807808057561178
"AC068831.15",0.0552760141784731,0.960423432068716,0.055,7979.5,3746,9,-1.28475504942628
"AC068831.3",0.00550972817147437,1.00995135088663,0.006,5113,4929,7,-0.565339934268341
"AC068858.1",0.0480372456963525,1.09769546688053,0.047,7811,7227,11,-0.960363651881047
"AC069155.1",0.0648491169929968,1.02969116047782,0.065,8228.5,5442,11,-1.40467172331644
"AC069277.2",0.0328313098977666,1.08959431819426,0.031,7184.5,7028,19,-0.833086370945393
"AC069363.1",0.000223345657278219,0.729502576174672,0.001,2438,712,19,1.62192012078741
"AC069394.1",0.0355028354635053,1.13313433653368,0.035,7291.5,8114,8,-0.686978868733396
"AC072062.1",0.00110405199340058,1.14436122985656,0.001,2438,8387,11,0.729509267771838
"AC072062.3",0.000480492343559625,0.987355739003612,0.001,2438,4363,11,0.124194777454319
"AC073043.1",3.19e-08,1.0016198446079,0,587,4708,49,1.0172950030395
"AC073071.1",0.0129031078000236,1.15373536932157,0.015,6203.5,8621,6,-0.264668642510821
"AC073072.5",0.000262296387936225,1.01231449300084,0.001,2438,4975,10,0.12278164199406
"AC073094.4",1.35e-05,1.04510218471851,0.001,2438,5849,13,0.280517663986892
"AC073115.6",0.363953918115877,1.28137035454025,0.406,11469.5,10431,4,-1.04560318407873
"AC073115.7",0.0285718952596858,0.742082908141043,0.025,6982,791,4,0.302056196211883
"AC073128.10",0.00109028774917628,1.11269226912424,0.001,2438,7611,14,0.59063246036244
"AC073130.1",0.0318388625759407,1.09497512439144,0.028,7113.5,7163,10,-0.76864485821443
"AC073130.3",0.0594211764380689,0.983098504556892,0.06,8090.5,4273,9,-1.43453464879576
"AC073133.1",0.0637448044756066,1.26263138367512,0.064,8178,10279,9,-0.389351390148538
"AC073218.1",0.934770695910096,1.3061610416683,0.069,8337.5,10612,6,-0.251286517184654
"AC073254.1",2.14e-15,0.94360078458998,0,587,3369,51,1.29556638568697
"AC073257.1",0.00289258218642173,1.17313963375461,0.003,4303,9014,8,0.443203235719285
"AC073257.2",0.0865676665490829,0.849125654140709,0.078,8644,1805,6,-0.813045887432805
"AC073283.4",2.95e-13,0.737212448694586,0,587,762,34,0
"AC073283.7",3.36e-05,0.775546936230097,0.001,2438,1017,11,1.31905364276436
"AC073284.4",0.0876100493468659,1.15884989266383,0.078,8644,8750,3,-0.891814273741841
"AC073316.1",0.342181127874054,1.13446598740659,0.369,11250.5,8142,3,-1.61045251980955
"AC073316.2",0.000969445205157492,1.02498123818886,0.001,2438,5311,14,0.18431656643
"AC073321.4",0.289835902824805,0.959116919288297,0.308,10876,3711,3,-1.95785169019512
"AC073325.1",0.0144954365490052,1.19228252864562,0.015,6203.5,9395,10,-0.102034821368391
"AC073326.3",0.0368058889985426,1.112341665577,0.038,7383,7600,4,-0.811018774060638
"AC073333.8",0.00351907451070867,1.03030656778044,0.003,4303,5464,13,-0.199253572886013
"AC073342.12",0.000870513851275412,1.03268047633675,0.001,2438,5520,22,0.221348922373697
"AC073343.13",8e-06,0.881015128391921,0.001,2438,2265,18,0.688100944780109
"AC073409.1",0.130348071163705,0.890781743084419,0.134,9360.5,2421,4,-1.2635507471616
"AC073626.2",0.0219948508497533,1.0634654944432,0.017,6593.5,6348,5,-0.716963493403392
"AC073628.1",0.068822930653465,0.814262999576275,0.067,8286.5,1395,4,-0.545632814717796
"AC073635.5",0.000147174195470726,0.743430070185608,0.001,2438,802,10,1.5283382298377
"AC073636.1",0.000429341071327525,1.10675010411788,0.001,2438,7471,7,0.564134619475784
"AC073834.3",0.000447815014476474,1.06331664143382,0.001,2438,6344,9,0.366019746868699
"AC073842.19",0.00544059715819418,0.725107910937693,0.006,5113,692,4,0.975263647459426
"AC073928.2",0.2214052368629,1.1306913058661,0.233,10314.5,8050,7,-1.44542204539581
"AC073934.6",8.83e-06,0.970733207916553,0.001,2438,3980,10,0.20821398130187
"AC073987.1",0.0114253804318709,1.07812142939039,0.014,5944,6724,10,-0.573042785686813
"AC074011.2",0.636558581636409,1.28170645642381,0.337,11037.5,10437,3,-0.970756150018408
"AC074019.1",0.0482848607830682,0.927036095278628,0.047,7811,3043,4,-1.04770928763756
"AC074117.10",0.00650092533984377,0.806190216715784,0.007,5220,1306,7,0.390784586238265
"AC074138.3",0.0043448051438813,1.00428794926758,0.004,4765.5,4775,13,-0.436249383905537
"AC074183.4",0.00421336091744367,0.639205694550238,0.004,4765.5,346,6,1.75613039645857
"AC074212.5",0.035403084526035,0.828410762118538,0.035,7291.5,1556,4,-0.374945869204961
"AC074212.6",7.75e-09,0.756308379231725,0,587,891,32,0
"AC074286.1",3.76e-08,1.04142539893542,0,587,5747,30,1.21014777308216
"AC074289.1",2.08e-12,0.899784647099103,0,587,2557,35,1.53085470367048
"AC074363.1",0.00751363213956613,0.960443441945816,0.009,5337.5,3747,7,-0.573586266949232
"AC074389.5",0.000501884547969822,0.875538451564469,0.001,2438,2192,10,0.718958067244352
"AC074389.7",0.071959927316711,1.10076391150624,0.069,8391.5,7316,5,-1.09793056705225
"AC074391.1",2.62e-10,1.06344246447909,0,587,6346,56,1.31367555775512
"AC078842.3",0.086254971783157,1.08939828164204,0.078,8644,7021,5,-1.19764799655892
"AC078842.4",0.0017365664614728,0.994259763825169,0.002,3860.5,4555,13,-0.165678127676758
"AC078851.1",0.0658696314006,1.10322333749215,0.065,8228.5,7398,5,-1.0633349180881
"AC078852.1",0.00112765508381023,0.871887489922406,0.001,2438,2130,12,0.739636002407026
"AC078852.2",0.0729435758765509,0.915006962229672,0.069,8391.5,2806,3,-1.13445878385931
"AC078882.1",2.8e-05,0.986432477713393,0.001,2438,4343,3,0.1288242109849
"AC078883.3",0.00793542046116842,0.988479708930619,0.01,5536,4391,5,-0.757148244587151
"AC078883.4",0.0204349871407803,0.991996338520986,0.017,6593.5,4486,5,-0.982684774841756
"AC078941.1",0.00229317345293473,0.994774101787984,0.003,4303,4566,27,-0.322059973310403
"AC078942.1",0.0637227955072292,0.850787724360283,0.064,8178,1831,6,-0.744699965059305
"AC079117.1",0.0496083985894256,1.17961567593469,0.047,7811,9167,6,-0.60418680033049
"AC079135.1",3.72e-07,1.04723258250833,0,587,5910,17,1.23766505351321
"AC079145.4",0.0807461377651954,1.12396823834152,0.072,8514,7892,6,-1.0114837300515
"AC079154.1",0.142828685322389,1.06417110027823,0.147,9510,6360,3,-1.56364647100316
"AC079163.1",0.139646562752922,1.3180015626379,0.144,9477.5,10704,4,-0.496904882327561
"AC079305.10",0.0485063857520004,0.996508141382012,0.047,7811,4600,8,-1.40531085129395
"AC079305.11",0.00072894359061954,1.1808210406793,0.001,2438,9188,13,0.884713441364009
"AC079305.8",0.200290895007342,1.1801902322341,0.214,10137.5,9179,3,-1.19981219865286
"AC079354.3",0.0559715824427285,0.980229695996768,0.057,8002.5,4198,3,-1.39984901627589
"AC079354.5",0.0059596983855348,0.995273193496315,0.006,5113,4576,4,-0.591884551163655
"AC079466.1",0.0406997768927228,1.16467899909568,0.041,7534.5,8855,4,-0.61342839990867
"AC079584.2",0.0205959799022809,0.878220900359139,0.017,6593.5,2224,6,-0.3798555710429
"AC079586.1",0.00200038333715541,1.12001051751837,0.003,4303,7794,9,0.213859075882051
"AC079610.1",0.000138776804622741,1.09749824347583,0.001,2438,7217,14,0.522593379571012
"AC079612.2",0.0792700203058938,0.589294723241464,0.072,8514,263,3,1.02604424776785
"AC079613.1",1.01e-05,1.1171498457701,0.001,2438,7714,14,0.610417370536876
"AC079630.4",0.058929588886565,1.11961080493309,0.06,8090.5,7782,7,-0.958805754094821
"AC079742.4",0.000121209787722926,0.842112416887945,0.001,2438,1713,6,0.911578329488764
"AC079776.1",0.0627677436026807,1.06042056410446,0.064,8178,6264,5,-1.2530378766842
"AC079776.3",0.000143518049746235,0.826095572473224,0.001,2438,1519,17,1.00660287219555
"AC079779.4",0.00549385696757189,0.993276735598446,0.006,5113,4522,18,-0.58194817842322
"AC079779.5",3.46e-05,1.0059338448742,0.001,2438,4832,27,0.0914923055075705
"AC079779.6",0.0345606062893202,0.777335250577447,0.034,7263,1027,9,-0.0486276344207713
"AC079790.2",0.000851909774776842,0.976263614298403,0.001,2438,4097,8,0.180101698657487
"AC079807.2",0.00817854853181684,0.667660139918712,0.01,5536,434,11,1.18454493927215
"AC079807.4",1.21e-07,1.01709315740792,0,587,5111,53,1.09315659527505
"AC079896.1",0.00986153355903849,1.10146617813414,0.011,5690,7337,11,-0.372548690386152
"AC079988.3",0.234781972890718,1.21245466231066,0.245,10426,9690,3,-1.1197498175828
"AC080094.1",0.333192119468619,1.28843066165407,0.355,11177.5,10486,3,-0.96540781640418
"AC083843.2",3.13e-05,1.03601132913624,0.001,2438,5621,5,0.237284425727162
"AC083843.3",0.151835466775141,0.97620669985178,0.158,9616,4093,3,-1.78173347954588
"AC083864.3",4.44e-05,0.948558963860721,0.001,2438,3473,11,0.322562238046391
"AC083867.4",0.0992239172985979,1.0283300630539,0.095,8871.5,5404,4,-1.56090845655316
"AC083884.8",4.22e-06,0.898731539728075,0.001,2438,2539,10,0.589579480610126
"AC083949.1",1.39e-06,0.980775366735358,0,587,4212,17,1.10435543280139
"AC084082.3",0.00018873851039962,1.10955804423259,0.001,2438,7533,13,0.576673723098248
"AC084125.4",0.0114454422947811,0.800999436395881,0.014,5944,1260,10,0.151775092966251
"AC084149.1",0.00110457129815148,0.718016656236016,0.001,2438,655,5,1.70045061007014
"AC084149.2",0.348032761594297,1.25086347797799,0.379,11291.5,10180,3,-1.13767200347328
"AC084193.1",1.47e-06,1.06743980346375,0,587,6447,23,1.33224158668862
"AC084809.2",0.136738942048139,1.24268384377252,0.141,9443.5,10091,8,-0.779787877379653
"AC084809.3",0.0151854848044193,0.819846648461209,0.015,6203.5,1449,5,0.00962743084019557
"AC087294.2",0.000326258873265504,1.16885831809986,0.001,2438,8931,16,0.83432441502218
"AC087430.1",0.130855318549037,1.17826742320573,0.134,9360.5,9141,6,-1.02309670141528
"AC087491.2",3.95e-11,0.782230032676033,0,587,1072,24,0
"AC087499.10",0.0579205412354401,1.19088649275312,0.058,8031,9376,11,-0.640028231978372
"AC087501.1",0.0231764538664359,1.1329813967986,0.02,6711.5,8109,24,-0.467464570360307
"AC090286.4",0.00619781739982907,1.11885912167998,0.006,5113,7766,8,-0.0585732400468481
"AC090505.1",0.00899072479865905,0.733704390646706,0.01,5536,744,10,0.71778731139312
"AC090505.4",0.0191577867418149,0.830744596086808,0.016,6459.5,1584,8,-0.0810432634934733
"AC090505.6",4.56e-07,0.847064228334033,0,587,1781,45,1.82963601373748
"AC090587.4",0.113805079399611,1.22289626098082,0.113,9077.5,9835,3,-0.771856337608889
"AC090587.5",0.00213541124298664,1.06031424264272,0.003,4303,6259,7,-0.0571866077343803
"AC090617.1",5.31e-63,1.17870862702488,0,587,9151,3,1.82292309317966
"AC090627.1",0.000244636451605012,1.05359303676811,0.001,2438,6089,10,0.320559191231121
"AC090696.2",0.0147105017207325,0.946969938142637,0.015,6203.5,3442,4,-0.703690583056891
"AC090939.1",0.0361844890875723,1.00008441702256,0.036,7326.5,4672,6,-1.31616186360009
"AC090957.2",0.0520450260526861,1.00356816205263,0.049,7882,4752,7,-1.42042994950456
"AC091132.1",0.000347378663572279,0.834215600828067,0.001,2438,1615,10,0.958200465631933
"AC091133.1",0.00087315291568041,0.855255055945498,0.001,2438,1887,12,0.834946011391993
"AC091153.4",0.0397181651862388,0.695672999723827,0.04,7454,532,5,0.436582907329405
"AC091177.1",0.000167431755104775,0.894037486434506,0.001,2438,2472,7,0.615492855084703
"AC091199.1",0.0129875345900732,0.988441351252614,0.015,6203.5,4387,5,-0.915792652133428
"AC091493.2",0.0560549811889873,1.08465249910535,0.057,8002.5,6886,9,-1.09555701607475
"AC091633.3",2.96e-08,0.714023823042365,0,587,634,14,0
"AC091705.1",0.493406987720977,1.43784671860181,0.463,11781.5,11547,3,-0.527313362647048
"AC091729.7",0.000390566081175584,1.06061894447922,0.001,2438,6268,15,0.353449062839016
"AC091729.8",0.00546127427331197,1.03657161638768,0.006,5113,5636,20,-0.436596360546483
"AC091729.9",0.000287483518980788,1.04661686889141,0.001,2438,5891,15,0.287684459905699
"AC091770.3",0.373429137778676,0.769681674825851,0.416,11528.5,971,3,-0.987705580070238
"AC091814.2",0.00106783000227253,0.925573959426807,0.001,2438,3012,12,0.443947896774599
"AC091878.1",0.147205497721708,1.25242695584066,0.152,9561,10197,4,-0.770789545177097
"AC091962.3",0.00224689398344866,1.16057247857281,0.003,4303,8779,15,0.38990603159995
"AC091969.1",7.96e-05,1.01237285046152,0.001,2438,4978,35,0.123066903565486
"AC092155.4",1.44e-10,0.999150311033622,0,587,4650,28,1.01250240175824
"AC092159.2",0.00429290823330176,1.15822864864722,0.004,4765.5,8739,25,0.269477493370829
"AC092159.3",0.00666698625362426,1.16468103488091,0.008,5256.5,8856,7,0.0280505380800891
"AC092162.1",4.55e-05,1.0437214617294,0.001,2438,5806,43,0.273975656856084
"AC092168.2",0.000430562579299644,1.07724639826141,0.001,2438,6702,12,0.430426115934518
"AC092168.3",0.00533426407470179,0.714987543453582,0.005,4986,639,6,1.11553074837443
"AC092168.4",0.370965840426303,1.38930621985098,0.414,11508.5,11178,6,-0.653090360776562
"AC092171.2",0.00136464775777916,0.784229888571532,0.002,3860.5,1090,9,1.00856878955588
"AC092171.4",0.096837710634663,0.682655310311362,0.092,8831.5,489,4,0.201646488916312
"AC092198.1",0.0333979140354035,1.10625103769227,0.031,7184.5,7458,7,-0.758009831673154
"AC092295.4",0.0629422484270973,0.865464524698607,0.064,8178,2031,7,-0.82933652336153
"AC092295.7",1.14e-12,0.996595294039096,0,587,4603,34,1.02517288208497
"AC092301.3",0.0116177541200026,0.854638413382272,0.014,5944,1881,3,-0.168971764798244
"AC092415.1",0.0268944432043401,1.25023642950917,0.023,6875.5,10169,9,-0.0350709610171405
"AC092431.3",0.030790199812191,0.5099730490097,0.027,7070.5,154,4,2.12785932577622
"AC092484.1",0.00842540091893124,1.28127286373513,0.01,5536,10430,8,0.41302406437087
"AC092535.3",0.0603131857523905,0.972193937339835,0.06,8090.5,4008,6,-1.37933903797983
"AC092570.2",0.0979508913209039,0.818099901272184,0.094,8849.5,1435,4,-0.702460331315668
"AC092580.3",0.273890729799751,1.30931702225874,0.293,10755.5,10634,7,-0.810043526881076
"AC092597.3",0.126248661646758,1.206775717914,0.13,9312,9612,4,-0.892830327136869
"AC092614.2",1.96e-05,1.0106802064564,0.001,2438,4947,15,0.114786275591027
"AC092620.2",0.250388147875651,1.07752690076813,0.273,10592,6708,4,-1.74629782602834
"AC092620.3",0.0240360006732187,1.03064097282824,0.022,6777.5,5475,6,-0.973416458028833
"AC092652.1",0.00743608504840175,1.00722447827162,0.009,5337.5,4865,4,-0.736696931171801
"AC092669.3",0.0315641188028023,1.18288789555661,0.028,7113.5,9233,5,-0.386480907015339
"AC092669.6",9.89e-05,1.05225619933628,0.001,2438,6052,11,0.314276323952823
"AC092675.4",0.0832126608206411,1.02121522002724,0.075,8577.5,5220,5,-1.50201229363785
"AC092684.1",0.0395079059625563,1.12078677203361,0.04,7454,7815,6,-0.793797192253842
"AC092687.3",0.0160629612056377,0.989707272526418,0.015,6203.5,4429,9,-0.922126267451125
"AC092687.5",0.0196709001238732,1.03112611864204,0.016,6459.5,5485,4,-0.845981074329978
"AC092839.3",0.00136381796473674,1.11255967521146,0.002,3860.5,7607,11,0.334651522237519
"AC093074.1",0.154971692538056,1.06878367516107,0.161,9648.5,6489,4,-1.57815049829599
"AC093323.3",0.00370125323606615,0.948352503561519,0.004,4765.5,3467,12,-0.195998944245363
"AC093326.1",0.0848453011916784,1.04259772996678,0.077,8607,5773,4,-1.40984905654757
"AC093326.2",0.0626720027170752,1.02467646494342,0.064,8178,5304,5,-1.4227163395077
"AC093326.3",7.13e-05,1.1159590449166,0.001,2438,7677,18,0.60513975033453
"AC093375.1",0.0247560987362405,1.23869079803319,0.022,6777.5,10041,12,-0.0635035453158736
"AC093381.2",3.89e-05,1.08860197081485,0.001,2438,7005,15,0.482317184589414
"AC093382.1",0.0113278969495423,0.841566380026355,0.014,5944,1707,3,-0.0926989098796019
"AC093388.3",0.00504981030625989,1.0933703481804,0.005,4986,7122,11,-0.101893712257506
"AC093390.1",0.0079956979865795,0.954955370950216,0.01,5536,3610,7,-0.586407840480429
"AC093391.2",4.6e-05,0.984262768458114,0.001,2438,4295,50,0.139720683430269
"AC093484.4",0.00339040103193613,1.16643599463715,0.003,4303,8885,10,0.414844598830094
"AC093495.4",0.00193961020874372,1.06233640321957,0.003,4303,6316,12,-0.0477580757129074
"AC093585.6",0.0946612798165269,1.1347101749349,0.086,8783,8149,10,-1.0345016950145
"AC093590.1",0.00040165850593456,0.891633895085837,0.001,2438,2434,29,0.62881451880595
"AC093609.1",0.00190203509459693,1.09952689407568,0.002,3860.5,7279,5,0.276340790233533
"AC093620.5",0.000116973746934729,0.846770597788687,0.001,2438,1778,10,0.884281374310334
"AC093627.10",0.000487558662226649,0.972223684359482,0.001,2438,4009,14,0.200621825984517
"AC093627.11",4.48e-06,0.796442732896679,0.001,2438,1202,15,1.18749259619206
"AC093627.12",0.00367429207885426,0.979688398238258,0.004,4765.5,4180,8,-0.35686588176534
"AC093627.9",0.0049563401682255,1.13379175499565,0.004,4765.5,8129,11,0.163952865702355
"AC093639.1",0.379985103198734,1.27771482587291,0.42,11551,10405,3,-1.07312739049774
"AC093642.3",1.47e-06,0.80022142941072,0,587,1252,35,0
"AC093642.4",0.000794600490141186,0.838785357351983,0.001,2438,1677,4,0.931167494123203
"AC093642.6",6.38e-05,0.945652336733291,0.001,2438,3417,9,0.337748928380663
"AC093673.5",0.0101314325780707,1.00152552858993,0.012,5744,4706,5,-0.877311550513364
"AC093690.1",0.000425737114677681,0.858101870670897,0.001,2438,1929,10,0.818501960346098
"AC093702.1",8.88e-05,0.991296328178205,0.001,2438,4467,12,0.104484344906714
"AC093818.1",3.35e-08,0.912342581297752,0,587,2759,21,1.46226857521674
"AC093822.1",0.0639056208802121,1.06881495646999,0.064,8178,6490,5,-1.21401899928072
"AC093843.1",0.309621271056471,1.17093581694037,0.331,11009.5,8977,5,-1.41096238537726
"AC093901.1",8.33e-06,1.01673990394118,0.001,2438,5102,14,0.144367312720984
"AC093911.1",0.233035060764039,0.846427130399351,0.245,10426,1773,5,-1.24899995722666
"AC095067.1",2.39e-06,1.04688639811763,0,587,5902,12,1.23602894386002
"AC096554.1",0.00334437554651431,1.23083615400028,0.003,4303,9947,12,0.680785789672302
"AC096558.1",0.00353062623856595,1.01840186676019,0.003,4303,5142,14,-0.256764263086653
"AC096559.1",3.9e-08,1.14163953293771,0,587,8325,62,1.664796075032
"AC096559.2",0.0797972791828342,1.12469263110316,0.072,8514,7907,11,-1.00829542931631
"AC096570.1",0.0338820846902976,1.12368996465485,0.033,7238.5,7884,5,-0.705225284804843
"AC096570.2",0.0500417050275281,1.20946532868179,0.047,7811,9647,10,-0.480523054021617
"AC096574.4",3e-06,0.872905134927705,0.001,2438,2150,37,0.733863680948621
"AC096574.5",0.00512787552863077,0.996001686408182,0.005,4986,4589,8,-0.524788591263878
"AC096649.2",0.00295623649214952,1.11105822087192,0.003,4303,7560,10,0.174146078758403
"AC096649.3",0.0713576927166914,1.15647425476824,0.069,8391.5,8679,9,-0.853612316103129
"AC096669.1",0.293197190589443,1.30938537745976,0.314,10916,10636,8,-0.837115379465746
"AC096669.2",0.000286829776475918,1.08156190940816,0.001,2438,6822,13,0.450210669620009
"AC096669.3",0.0889320599675676,1.10573062034467,0.079,8674,7446,11,-1.12903455361852
"AC096670.3",1.28e-06,0.907401460889729,0,587,2674,20,1.48914157936943
"AC096732.2",0.00724721011019729,1.07057534726126,0.009,5337.5,6531,7,-0.434848153236854
"AC097461.4",0.00093324394282147,1.04031473358849,0.001,2438,5716,5,0.257797140921521
"AC097467.2",3.31e-11,1.18988449784883,0,587,9359,61,1.8696218384426
"AC097468.4",0.00905718112697474,0.9616502463573,0.01,5536,3778,14,-0.620978999648395
"AC097468.7",0.0156721869793986,0.974677236265636,0.015,6203.5,4064,6,-0.846400176909474
"AC097495.2",0.000854940378581636,1.10317046976349,0.001,2438,7395,10,0.548103242385353
"AC097495.3",0.308573734172614,1.30927644581226,0.329,10998,10631,3,-0.85595202252218
"AC097500.2",0.00226328433597361,1.19072765896459,0.003,4303,9369,10,0.516843104806231
"AC097532.2",0.0392291309498111,0.476676913390764,0.04,7454,126,6,2.30718130180517
"AC097662.2",1.65e-06,1.11652688428724,0,587,7701,46,1.55472739341538
"AC097713.3",0.00783525223130866,1.03260346791573,0.01,5536,5518,15,-0.654733140036413
"AC097713.4",0.00249251238871973,1.215030428402,0.003,4303,9734,12,0.616827041057463
"AC097721.2",4.76e-05,1.17753168975414,0.001,2438,9126,21,0.870909196637375
"AC097724.3",0.00064095116037529,1.05702738537832,0.001,2438,6179,11,0.336663467891167
