"Gene_symbol","Wilcox_P","Mean_fc","Adjust_P","Adjust_P_rank","Mean_fc_rank","sgRNA_number","Screen_score"
"HNF1A-AS1",0.00265954208131471,1.04274874808039,0.017,4811,4696,9,-0.795858243193137
"HNF4A-AS1",0.000174046084294821,0.988316435181738,0.001,2852.5,4036,11,0.0117874444381607
"HNRNPU-AS1",7.18443643934641e-05,0.54055010788876,0,1404,582,5,2.29268050785496
"HOTAIR",2.38591543430318e-13,0.942522330481493,0,1404,3503,39,0.902491742428852
"HOTAIRM1",0.00309599821779005,1.30251840682517,0.02,4978.5,7745,17,-0.291670403710927
"HOTTIP",0.00011877293192077,0.911506116078544,0,1404,3149,12,0.986163390767217
"HOXA10-AS",7.36011760758031e-05,1.27796446205837,0,1404,7494,18,1.3682873454349
"HOXA11-AS",1.8602054600811e-13,1.09565409678828,0,1404,5342,49,0.983401302764489
"HOXA-AS2",9.85830070793933e-10,1.24580724584209,0,1404,7145,54,1.30455942781005
"HOXA-AS3",0.0001410180833039,1.10506863057083,0,1404,5465,19,1.00479613747328
"HOXB-AS1",2.03464026706786e-07,1.26904072315881,0,1404,7391,38,1.35076480926834
"HOXB-AS2",0.763796449413488,1.94127645902149,0.105,7246,11023,5,0.173594978985693
"HOXB-AS3",7.81086770565318e-20,0.70692619529179,0,1404,1359,48,1.62172226795208
"HOXB-AS4",0.00245747548285492,1.20378477536725,0.016,4736,6664,9,-0.417344769572264
"HOXC13-AS",5.09322603963381e-06,1.14259376989364,0,1404,5941,18,1.08829973799703
"HOXC-AS1",0.104254668627977,1.55734382550395,0.336,10284.5,9645,4,-0.75176207811075
"HOXC-AS2",6.36294289578537e-07,0.906303581875432,0,1404,3095,20,1.00047644107222
"HOXC-AS3",5.35529906371351e-09,0.877170020830982,0,1404,2781,23,1.08217776161616
"HOXD-AS2",5.54249906348555e-11,0.848278090126831,0,1404,2514,26,1.16592628774988
"HP08942",0.0113584741231102,1.41387758883999,0.069,6489.5,8668,5,-0.484117055506545
"HP09025",1.11196284813639e-05,0.473011851082973,0,1404,412,6,2.62639101850749
"HPN-AS1",2.26046834941535e-07,0.767705238591335,0,1404,1830,18,1.41548375050827
"HS1BP3-IT1",0.00594843112396581,0.9895689185488,0.045,5701.5,4054,8,-1.18706788344506
"HS6ST2-AS1",0.000946932055102391,1.14870716973388,0.009,3934,6008,7,-0.350753951281482
"hsa-mir-1587",0.0177120218323879,1.35575623231084,0.091,7043.5,8206,12,-0.678081027335503
"HSD52",0.000316546257278962,1.39652384319172,0.004,3210.5,8536,18,0.394449084423098
"HTR3E-AS1",0.000889225537862205,0.659237121056166,0.009,3934,1102,8,0.343963952048075
"HTT-AS",8.50653069529612e-05,1.18997464172839,0,1404,6492,15,1.1899020094014
"HULC",0.0284871840649408,0.830230976769567,0.132,7765,2348,4,-1.09408122750843
"HUNK-AS1",0.0250429457124659,1.12957125320325,0.117,7540.5,5765,6,-1.21533590840163
"HYI-AS1",4.60761317795014e-06,0.575537793765963,0,1404,695,10,2.13586336436794
"IBA57-AS1",0.00115384922974974,1.17373408712059,0.01,4068,6321,10,-0.33042797737729
"IDH1-AS1",0.000849419223603438,0.696719076896623,0.008,3821.5,1298,4,0.243173148167024
"IDI2-AS1",8.86789597808367e-09,0.998955192183724,0,1404,4181,26,0.757083319535481
"IFNG-AS1",1.79207069719235e-05,0.969996742875887,0,1404,3807,14,0.830642968862097
"IFT74-AS1",0.415643970071399,1.80998131027233,0.295,9817,10683,5,-0.333936748985581
"IGF2-AS",6.6477740057806e-09,0.680402468434094,0,1404,1211,21,1.71734425284812
"IGFBP7-AS1",2.12034859467325e-05,1.1580052297749,0,1404,6133,19,1.12180275048326
"IGSF11-AS1",0.00166942029876433,0.935697886042988,0.013,4323,3421,8,-0.649042976557063
"IL10RB-AS1",0.203184846310928,1.48424000981185,0.498,11974,9200,4,-0.998654222579053
"IL12A-AS1",8.34631198719504e-07,1.36030300092832,0,1404,8252,48,1.52442394578577
"IL20RB-AS1",0.449491166519458,1.39602164075463,0.273,9601.5,8531,3,-0.95838786483044
"IL21-AS1",3.24506362038556e-08,1.23520800817688,0,1404,7026,33,1.28319333584803
"IL21R-AS1",0.00382016856252668,1.08165735331367,0.025,5179.5,5180,12,-0.827823095877345
"INHBA-AS1",7.00613451089338e-05,1.01544944531774,0,1404,4378,12,0.793306525612262
"INTS6-AS1",6.96989457767238e-11,1.3835144641887,0,1404,8443,63,1.56673348257197
"IPO9-AS1",3.05371536826336e-06,0.858612470215293,0,1404,2618,16,1.13564701508962
"IQCA1-AS1",0.000304946276298739,0.748024711809396,0.004,3210.5,1656,6,0.284732661862169
"IQCF5-AS1",0.0495745524154209,1.51304565898044,0.208,8785,9366,7,-0.669570698113124
"IQCH-AS1",2.86942888286251e-09,1.20268946632527,0,1404,6648,42,1.21647917662491
"IQCJ-SCHIP1-AS1",0.00027391526466887,1.04672156624163,0.003,3081,4750,16,-0.236515104620823
"ISM1-AS1",0.0930994447509022,1.48036988947329,0.312,10029.5,9169,4,-0.854665761319569
"ISPD-AS1",0.00115770696284086,1.28273638960298,0.01,4068,7536,18,-0.108359830051881
"ISX-AS1",0.0196733763465638,1.3039269800566,0.099,7191.5,7757,7,-0.802654380708181
"ITGA9-AS1",1.93406936340838e-09,1.18374252006859,0,1404,6427,43,1.17677143804795
"ITGB2-AS1",1.38191672544861e-10,0.898938493686422,0,1404,3012,34,1.02088014743309
"ITGB5-AS1",0.00133017511235628,0.875750079505938,0.011,4165,2770,5,-0.430136125415567
"ITIH4-AS1",0.0209430288961155,1.2775657901182,0.106,7286,7488,15,-0.875702797034569
"ITPKB-IT1",3.88739098556368e-06,0.782697212718853,0,1404,1948,12,1.36712398853198
"ITPR1-AS1",0.0557233040664871,1.12198281157776,0.223,8986,5662,5,-1.43973592873548
"JARID2-AS1",0.000580893395743158,0.737370153575115,0.007,3573,1577,6,0.143803976292216
"JAZF1-AS1",2.00086899832274e-05,1.18484144956767,0,1404,6441,19,1.17909180499776
"JPX",2.66560850998926e-05,0.970674851227193,0,1404,3817,11,0.828895479380117
"JRKL-AS1",0.0119901158805536,0.85283405513894,0.07,6540,2555,5,-0.957230875130944
"KANSL1-AS1",0.000294430183215898,1.07963324108732,0.003,3081,5150,11,-0.159100955401738
"KANTR",0.0159246580893013,1.41017028285234,0.083,6894,8636,16,-0.550084266700174
"KB-1043D8.6",0.000197763060467305,0.702951153065556,0.002,2950.5,1330,10,0.655552893003387
"KB-1083B1.1",0.000145080189571314,0.65783559204172,0,1404,1092,11,1.80168289306521
"KB-1107E3.1",4.41362022947617e-08,0.648926897075106,0,1404,1030,8,1.83577626495104
"KB-1184D12.1",0.187635283046062,1.56577567537683,0.47,11760.5,9686,4,-0.846294830735397
"KB-1299A7.2",0.0274577803839071,1.23149780404919,0.123,7683.5,6976,4,-1.01538977027942
"KB-1410C5.3",0.0296228810391996,1.949194722137,0.133,7816.5,11037,18,0.107726810539475
"KB-1448A5.1",0.00287065316769038,1.2126715695084,0.019,4879.5,6767,10,-0.453968187640394
"KB-1458E12.1",0.00201787194411839,1.03663617110343,0.015,4603,4640,9,-0.770510910444742
"KB-1460A1.1",0.00600278870159218,0.776673460657955,0.045,5701.5,1905,6,-0.581315217910003
"KB-1460A1.2",0.0278078668249149,1.31249823098725,0.124,7701.5,7840,6,-0.85870211100649
"KB-1460A1.3",0.0184991047570871,0.852302957497411,0.093,7122,2549,5,-1.04703489798136
"KB-1471A8.1",0.259803736060265,1.7481234556959,0.431,11357,10459,8,-0.542932343134067
"KB-1507C5.4",0.0503747655248402,1.2989541619489,0.211,8817.5,7708,5,-1.05568986353489
"KB-1562D12.1",0.550852935078336,2.16219049037125,0.207,8766.5,11486,3,0.224716064549718
"KB-1568E2.1",0.00534468149148386,1.18782885972794,0.039,5575.5,6465,11,-0.736403538252188
"KB-1572G7.2",1.95805838188296e-05,0.851189688192225,0,1404,2541,15,1.15735827568585
"KB-1572G7.3",0.000132835345271065,0.828061968385078,0,1404,2327,12,1.2262401616233
"KB-1615E4.2",0.174700778403205,1.51998154302414,0.449,11571,9403,3,-0.905807854402892
"KB-1615E4.3",0.254772297441196,2.16958332875432,0.434,11403.5,11494,3,-0.00503550751806436
"KB-1639H6.2",0.000732560416977877,0.752857653811995,0.007,3573,1699,4,0.0918285239958481
"KB-1732A1.1",0.000325007330712001,0.962128200514945,0.004,3210.5,3718,14,-0.344678342170407
"KB-173C10.1",0.00098942789561406,0.703418269524904,0.009,3934,1332,4,0.181763636190601
"KB-173C10.2",0.0309061570966686,1.53253359601091,0.141,7913.5,9487,15,-0.512463571337588
"KB-1930G5.3",0.00126713277533698,0.942519168387085,0.011,4165,3502,8,-0.61386483791719
"KB-1930G5.4",0.110811843608856,1.36394567130616,0.346,10447,8278,5,-1.09278790742977
"KB-1991G8.1",0.0778982338964227,1.79607420545456,0.279,9643.5,10636,4,-0.335276694528062
"KB-208E9.1",0.00264862143765056,1.01097446654721,0.017,4811,4326,9,-0.873239975595988
"KB-318B8.7",2.02850066013333e-05,0.944157082275511,0,1404,3520,15,0.898158429536669
"KB-7G2.8",3.36562413746566e-13,0.319343943172569,0,1404,179,19,3.60858776200539
"KBTBD11-OT1",0.0129304899404442,1.63643821457844,0.075,6640,10015,13,-0.145365972105725
"KC6",6.12103026232236e-12,0.829772989772927,0,1404,2343,38,1.22107868252368
"KCNAB1-AS1",0.000341897470974864,1.02543366198972,0.004,3210.5,4508,10,-0.377915524773523
"KCNAB1-AS2",0.00603670960144206,1.55805751428807,0.045,5701.5,9646,16,-0.103915076567644
"KCND3-AS1",3.61328576750748e-11,0.652814193878176,0,1404,1055,25,1.820842479032
"KCNIP2-AS1",3.25520109502932e-10,0.59553021066016,0,1404,775,19,2.05048192614225
"KCNJ6-AS1",0.000180102399717705,0.518886660214979,0.001,2852.5,515,4,1.62287989940731
"KCNK15-AS1",0.000120639365734753,1.34231268367876,0,1404,8095,29,1.49113185510133
"KCNQ1-AS1",6.94590159679988e-05,0.775641788720029,0,1404,1888,8,1.38976629548677
"KCNQ1DN",0.00303536167437517,1.03569315621102,0.02,4978.5,4627,8,-0.864880461380686
"KCNQ5-AS1",0.000151242162520934,1.01722108185299,0,1404,4401,13,0.797665429388985
"KCNQ5-IT1",0.00044509663715321,1.2046157678519,0.007,3573,6671,12,-0.152007903967728
"KCTD21-AS1",1.89524503602627e-08,0.783350348619487,0,1404,1956,23,1.36503827126219
"KDM4A-AS1",1.07898840208755e-12,0.759415802240308,0,1404,1749,33,1.44263008490352
"KIAA0196-AS1",0.0101648113875142,0.618512943835431,0.066,6345,875,4,-0.135044160355606
"KIAA1614-AS1",0.00180737751393594,1.04611651341939,0.014,4455,4739,5,-0.725684404946168
"KIAA1656",0.0358608336915714,1.16726880143059,0.163,8163.5,6246,4,-1.23992750863728
"KIF25-AS1",6.1340094335437e-09,0.82411634728217,0,1404,2288,30,1.23818331417788
"KIF9-AS1",5.52445194287676e-08,0.822548161423336,0,1404,2274,20,1.24294600136425
"KIRREL3-AS1",0.0834109925495396,1.20005678174502,0.294,9800,6617,6,-1.36047929511768
"KIRREL3-AS2",0.0064880491602033,1.36079928714936,0.046,5780,8259,10,-0.449482946637346
"KIRREL3-AS3",3.13344200278157e-05,1.0740262956749,0,1404,5086,14,0.933546934440302
"KIRREL-IT1",0.00341205703306037,0.563837682405682,0.023,5104.5,658,8,0.434878780601955
"KLF3-AS1",6.24255127377357e-05,1.40176606609204,0,1404,8572,34,1.59950671963631
"KLF7-IT1",0.281501467258535,2.1098003648509,0.407,11114.5,11398,3,-0.0542334820915018
"KLHL7-AS1",0.0185156679697853,1.02072516004629,0.093,7122,4444,3,-1.39486038566773
"KMT2E-AS1",0.0185229130484162,0.34094350677572,0.093,7122,203,3,1.24383867439296
"KRT73-AS1",1.32776426937693e-08,0.865924099383441,0,1404,2678,22,1.11444357877257
"KRTAP5-AS1",1.89163976040732e-05,1.04221683780972,0,1404,4692,22,0.858368265624037
"KTN1-AS1",0.00113907773411396,1.25848696737801,0.009,3934,7272,15,-0.122515508668429
"L29074.3",0.059318142213681,1.08649355243945,0.231,9114,5233,3,-1.5314531449247
"L34079.3",0.00560424713202383,1.05624223875668,0.04,5607.5,4863,6,-1.03812866791407
"L34079.4",2.93564859193163e-05,0.602209032829409,0,1404,811,11,2.02259620684812
"LA16c-306A4.1",0.0415789619498879,0.627970765749277,0.186,8444,923,3,-0.506273597428696
"LA16c-306E5.3",1.41501462796575e-06,1.05205616328864,0,1404,4805,22,0.881864919479898
"LA16c-313D11.12",0.00652968838137,0.73791013361289,0.046,5780,1580,6,-0.460356504048732
"LA16c-313D11.9",2.04376027557247e-05,1.47562048362646,0,1404,9133,34,1.72790397250196
"LA16c-321D4.2",0.00113316105829935,0.878576538370859,0.009,3934,2800,9,-0.374225946440813
"LA16c-325D7.1",7.13991803069622e-06,0.748986502741186,0,1404,1665,13,1.47720805981605
"LA16c-325D7.2",0.00271865218332,0.855975530216311,0.019,4879.5,2584,8,-0.54777796909516
"LA16c-329F2.1",0.0801851001376634,0.843244908741176,0.289,9721,2473,3,-1.38515051255547
"LA16c-349E10.1",0.00139553899651821,1.10249738931163,0.011,4165,5434,13,-0.517393916750493
"LA16c-358B7.3",0.00447148591159778,1.10216822163473,0.029,5339.5,5430,6,-0.828460752727564
"LA16c-361A3.3",0.205324747083552,1.76238478699226,0.498,11974,10519,7,-0.569127576696896
"LA16c-366D1.3",1.06339875392437e-05,0.755844506931405,0,1404,1722,15,1.45441684012435
"LA16c-380A1.1",1.61810635949762e-10,0.665806793905977,0,1404,1131,17,1.77156635568804
"LA16c-380H5.2",0.00167796910903617,0.718620995107966,0.013,4323,1434,7,0.0109888978055416
"LA16c-380H5.3",7.55955573242159e-07,0.504248184559034,0,1404,473,8,2.46650105346127
"LA16c-380H5.4",3.14864150092982e-05,0.602503428348801,0,1404,813,10,2.02137415967055
"LA16c-390E6.3",0.161993295941428,3.40548124450671,0.432,11367,11942,3,1.12390660843895
"LA16c-390E6.4",0.000108683718793438,0.823749187219165,0,1404,2285,11,1.23929759133976
"LA16c-390E6.5",0.00641403466522533,1.35115844993479,0.046,5780,8170,11,-0.467262215543877
"LA16c-390H2.4",0.00752002309469172,0.800741010307985,0.048,5933,2095,5,-0.678359786174045
"LA16c-395F10.2",0.03061849971308,1.59068023910429,0.14,7902.5,9825,7,-0.417050404525316
"LA16c-444G7.1",1.6493165366513e-05,0.52752447180453,0,1404,537,8,2.35366927213036
"LA16c-444G7.2",8.25190138155879e-06,0.894645318475194,0,1404,2969,14,1.03285090417387
"LA16c-4G1.3",0.00570130001691264,0.202952483809422,0.041,5637,107,4,2.80389776574375
"LAMP5-AS1",1.82779750196663e-07,0.717573362460538,0,1404,1427,28,1.58434297068715
"LAMTOR5-AS1",3.33684212918726e-10,1.10086164400213,0,1404,5414,37,0.99525823755332
"LARGE-AS1",3.47314274361768e-07,1.05594689925449,0,1404,4857,30,0.89109556506684
"LARGE-IT1",0.0246277784497273,1.1711968846289,0.117,7540.5,6298,5,-1.12484397306965
"LARS2-AS1",4.09108265245871e-05,1.07780630633631,0,1404,5133,13,0.942332240354278
"LBX1-AS1",7.29682311216832e-08,1.08531625991427,0,1404,5218,33,0.959695448847284
"LBX2-AS1",0.0108652135272401,1.13113754504681,0.068,6429,5786,8,-1.03734241986657
"LDLRAD4-AS1",0.00109618226850439,1.48445029799044,0.009,3934,9202,29,0.290425382723989
"LEF1-AS1",0.00020291465181898,1.47940323913893,0.002,2950.5,9161,33,0.754037038467515
"LEMD1-AS1",0.00494986346487908,1.17174929618386,0.034,5484,6303,11,-0.726430640018807
"LENG8-AS1",0.00474671068028963,1.07750288779915,0.033,5453.5,5126,8,-0.926526102120766
"LEPREL1-AS1",0.936472722420254,2.11008384917264,0.022,5083,11399,4,0.884179277998547
"LHFPL3-AS1",3.29583923233511e-08,1.21181747329856,0,1404,6750,44,1.23538631772557
"LHX5-AS1",0.0589231699934606,0.781813147374276,0.229,9093.5,1939,3,-1.12111109105474
"LIFR-AS1",1.39111285732523e-07,1.27826165752233,0,1404,7495,35,1.36886880724514
"LIMD1-AS1",0.437384257587813,1.27991493000692,0.283,9673.5,7506,3,-1.18710398849529
"LINC00028",0.000145783299339459,0.999375907771367,0,1404,4187,15,0.7560304126585
"LINC00029",0.000247747250290205,1.6864248443991,0.003,3081,10244,32,0.956154540337812
"LINC00032",1.66954211215363e-05,1.4096262920153,0,1404,8631,47,1.61348958158179
"LINC00035",2.1086266108107e-12,0.711611147448235,0,1404,1391,34,1.60520580671575
"LINC00051",5.00000032388609e-07,1.191188030342,0,1404,6506,23,1.19245052135355
"LINC00052",0.0449032058403833,1.30851928575502,0.198,8608.5,7803,7,-1.0168785120112
"LINC00083",0.000612261275948203,0.99730522125293,0.007,3573,4168,15,-0.611272094835221
"LINC00086",0.181968958549509,1.75834568310441,0.462,11672.5,10502,6,-0.550710665814154
"LINC00087",0.0361891335428439,1.26384347823445,0.164,8181.5,7329,6,-1.0431198702606
"LINC00092",6.0954134893468e-06,0.827489651296337,0,1404,2323,11,1.22796899765775
"LINC00094",4.134354830114e-08,1.1173014596274,0,1404,5609,34,1.03232498880115
"LINC00102",0.535390588051293,2.31569558835106,0.213,8830.5,11653,5,0.387039679710415
"LINC00106",7.76977046961666e-06,1.30551670386821,0,1404,7771,23,1.42162657630637
"LINC00111",0.00397406689076495,1.09545191182184,0.026,5244.5,5337,9,-0.808713162425033
"LINC00112",0.00063851773637482,1.49549968371087,0.007,3573,9265,21,0.388878219008508
"LINC00113",0.0113753044360003,1.23620831342143,0.069,6489.5,7036,6,-0.819919397888029
"LINC00114",0.000518932565469337,1.21199061087243,0.007,3573,6753,16,-0.136745444149291
"LINC00116",6.15005532922528e-12,0.814313140103374,0,1404,2205,34,1.26810629541518
"LINC00152",1.21689838025012e-16,0.645861330078635,0,1404,1006,39,1.84761643845586
"LINC00158",0.00648205912697721,1.35778494899167,0.046,5780,8228,11,-0.455028305669773
"LINC00159",0.0007580701189277,1.21268277449013,0.007,3573,6768,21,-0.135317760531152
"LINC00160",1.45691983608532e-08,0.748553832280533,0,1404,1661,19,1.47865294386285
"LINC00161",0.0704160806999564,1.54459352864808,0.258,9412.5,9567,4,-0.687297725764732
"LINC00162",0.0297841925899994,0.974558405003486,0.133,7816.5,3878,5,-1.49729735928606
"LINC00163",0.00121863049219779,1.03386677350691,0.01,4068,4608,12,-0.647713759479499
"LINC00173",0.000132944930732608,1.24364372476715,0,1404,7116,16,1.30021297432437
"LINC00174",6.01357048261657e-06,1.13513102882209,0,1404,5853,16,1.07191374336071
"LINC00176",7.1351773143429e-06,1.42147120823827,0,1404,8724,35,1.6344143801158
"LINC00189",0.0525622324836248,1.56222012611533,0.216,8903.5,9671,6,-0.601737140379649
"LINC00200",0.00119327325647597,1.46165209393702,0.01,4068,9025,13,0.218152668241823
"LINC00202-1",0.00154068163534667,0.952912520276875,0.013,4323,3620,10,-0.694629211213632
"LINC00202-2",0.15523885496663,1.3105920312942,0.42,11257.5,7822,5,-1.25495809799957
"LINC00205",0.183959605055618,1.48916119545503,0.465,11711.5,9229,5,-0.968305630850629
"LINC00207",2.37545929524189e-05,1.37269984838187,0,1404,8353,30,1.54710977374029
"LINC00208",0.000392836068916993,1.01759385706071,0.006,3336,4402,14,-0.525029185585822
"LINC00210",0.000409834660476869,0.963319934693496,0.007,3573,3738,12,-0.524574345510661
"LINC00211",2.70689939937614e-06,0.830079068964927,0,1404,2346,20,1.22015648411771
"LINC00221",2.46546274875909e-05,1.22963217482268,0,1404,6948,18,1.27187978881548
"LINC00222",1.02312676780135e-06,1.27300440650186,0,1404,7431,39,1.35856300520753
"LINC00229",4.58080895915977e-07,1.22887563223321,0,1404,6941,29,1.27034078839411
"LINC00237",3.59684973226207e-07,1.12098536719165,0,1404,5654,30,1.04055625860561
"LINC00238",3.34646938884267e-10,1.29828611159244,0,1404,7703,59,1.40773838138344
"LINC00240",0.00015365703458452,0.606840810334827,0,1404,829,6,2.00343838911761
"LINC00242",0.0014127417353474,0.805415349263509,0.011,4165,2141,4,-0.220785870581878
"LINC00243",0.00145486857789812,0.655408849022189,0.011,4165,1068,7,0.29455904842912
"LINC00261",1.35829772870466e-05,1.08357493678609,0,1404,5196,22,0.955680186617674
"LINC00265",0.000291648191979261,0.644549571049448,0.003,3081,1002,7,0.747031809881211
"LINC00269",0.0473488210762593,1.524717602169,0.202,8684,9438,13,-0.640934342025097
"LINC00271",2.91569761718997e-07,1.35780024210338,0,1404,8229,53,1.51981890496246
"LINC00272",0.0427832704385144,1.45120082620713,0.192,8515.5,8941,15,-0.748171847099328
"LINC00276",0.00179247763854517,1.1361521374584,0.014,4455,5864,13,-0.519229509688163
"LINC00277",6.90861574255976e-11,1.27503643768371,0,1404,7457,50,1.36255143775121
"LINC00278",0.162328275698826,1.41166623671403,0.432,11367,8654,7,-1.0782497651224
"LINC00279",0.491192307415421,1.7045925093836,0.235,9159,10322,8,-0.410766765138933
"LINC00280",0.399146532246999,1.23783211074316,0.308,9979.5,7050,3,-1.29795201861879
"LINC00283",0.667413609013795,2.43656553075751,0.142,7932.5,11750,3,0.644749704484474
"LINC00284",1.36370157809824e-06,1.15094958011786,0,1404,6044,20,1.10652013896559
"LINC00290",0.0285311679110538,1.34688866796448,0.132,7765,8137,7,-0.814138057884519
"LINC00293",1.49889177916193e-06,1.02235149367481,0,1404,4464,27,0.810245516797122
"LINC00297",0.000591481825145654,0.912312921115527,0.007,3573,3158,5,-0.388537957119097
"LINC00298",1.39381165080008e-06,0.90576023577039,0,1404,3093,16,1.00197601339145
"LINC00299",1.26634062268453e-08,1.24236611640308,0,1404,7099,52,1.29764274267553
"LINC00301",1.12153138199754e-12,0.760076168506174,0,1404,1757,36,1.44045667519964
"LINC00302",0.000224895609693634,0.978241144718752,0.003,3081,3920,8,-0.296188754589029
"LINC00303",1.3934944377376e-05,1.59675264487394,0,1404,9857,25,1.92518923802992
"LINC00304",4.75597702456896e-11,0.994980607292774,0,1404,4137,33,0.767052280279947
"LINC00305",0.0160503121970896,1.5185058333405,0.083,6894,9395,7,-0.364995340458017
"LINC00307",8.3129076243734e-05,0.872460357909621,0,1404,2740,10,1.09563968719642
"LINC00308",0.000168617400205382,1.13794309541229,0.001,2852.5,5894,14,0.306031381133689
"LINC00309",0.00991153727038286,1.45390964182429,0.063,6306,8970,13,-0.3850519236739
"LINC00310",0.000603548332257674,1.30454585053031,0.007,3573,7765,16,0.0472772720895829
"LINC00311",0.0966989441314256,1.0657349414927,0.319,10108,4978,6,-1.68357929535033
"LINC00313",9.27409389394812e-15,1.00650527720229,0,1404,4278,57,0.771183696355296
"LINC00315",6.59443109769095e-07,0.639061276653916,0,1404,975,15,1.87408218068844
"LINC00317",0.000404259735597744,1.05251458927275,0.007,3573,4813,8,-0.489534716942699
"LINC00319",1.03642688255899e-07,0.830495277630866,0,1404,2349,29,1.21890301752575
"LINC00320",0.00275607580552174,1.61087160810593,0.019,4879.5,9906,14,0.256087329706395
"LINC00322",0.000646466396853264,0.968574053918329,0.007,3573,3788,9,-0.538175789216222
"LINC00323",0.00013464778752576,1.182665261924,0,1404,6411,14,1.17449473813125
"LINC00324",0.0513788162600019,1.4956498082498,0.215,8877,9269,5,-0.709140277221833
"LINC00326",0.00104035483678957,1.32525080917039,0.009,3934,7950,18,0.00674569782233692
"LINC00327",4.17388314168076e-06,1.02212359363237,0,1404,4463,22,0.809688032850342
"LINC00330",0.00757648605510878,0.570844161493545,0.048,5933,673,4,0.16784491534914
"LINC00331",0.331769229966385,1.80086844731343,0.366,10690.5,10655,4,-0.415974885302277
"LINC00332",5.05599359594279e-05,0.937003025920325,0,1404,3444,13,0.917177740656867
"LINC00333",0.0956267133372365,0.986473692673842,0.316,10082,4017,3,-1.80618211757532
"LINC00334",0.0029207214731639,1.66680538277532,0.02,4978.5,10162,21,0.325012679787177
"LINC00336",0.00539211268446977,0.711453903017659,0.039,5575.5,1389,4,-0.316033943092667
"LINC00337",0.00439027919497198,1.12247695255853,0.029,5339.5,5668,13,-0.782803758393054
"LINC00339",3.03228677874622e-07,0.723830512959984,0,1404,1467,15,1.56263367915819
"LINC00342",0.232502740743793,1.40259123241247,0.46,11649,8584,3,-1.11459319399955
"LINC00343",1.64269849051433e-06,1.4147851942971,0,1404,8675,48,1.62262463996689
"LINC00347",0.00126599599771648,1.51539523109121,0.011,4165,9377,30,0.2780506280913
"LINC00348",0.00179640739414904,1.46430927447574,0.014,4455,9049,13,0.115270015304609
"LINC00350",0.0146904510088486,0.368177549543335,0.078,6763,249,3,1.10827514432511
"LINC00351",0.273939985150519,1.78240084807178,0.411,11170,10590,7,-0.479078218420368
"LINC00354",0.0392539430372698,1.5274880764836,0.175,8337.5,9456,10,-0.590221297640003
"LINC00355",0.00917473597743132,1.40234309502576,0.058,6203,8581,9,-0.44877364021433
"LINC00358",0.0418521947410167,0.836443806229541,0.188,8472,2401,5,-1.22651527159386
"LINC00359",0.0216932171855486,1.16406920288567,0.108,7337.5,6212,7,-1.11435959968466
"LINC00362",0.0675490978020152,1.07273378558266,0.254,9360,5061,3,-1.59387219684366
"LINC00364",0.0540066443918436,1.42436658477976,0.219,8944.5,8741,4,-0.837188302940352
"LINC00366",0.0448494487733083,1.25137729898122,0.198,8608.5,7198,7,-1.12853485156301
"LINC00368",0.149671109888711,1.42759227355143,0.408,11127,8763,3,-1.03179677206428
"LINC00370",0.138590117920132,1.2810512532743,0.39,10934,7518,4,-1.28811196922518
"LINC00371",0.00411970107445726,1.51858500957103,0.027,5290.5,9396,20,-0.00408510980544119
"LINC00374",0.00675124988473964,1.56779898174671,0.047,5860,9702,26,-0.102299708188895
"LINC00375",0.0286329511575199,1.47719736556798,0.132,7765,9144,10,-0.583205351304976
"LINC00376",0.00174711174048794,1.61244188823607,0.014,4455,9910,16,0.356248465825352
"LINC00377",0.165599319337554,1.41693788012542,0.438,11447.5,8687,4,-1.07336903168149
"LINC00378",0.0702556025489095,1.28061082992651,0.258,9412.5,7513,6,-1.15597689231418
"LINC00379",2.92189593738092e-08,0.530709822729424,0,1404,548,17,2.3386168303348
"LINC00380",0.000213829156114066,0.368558928401131,0.002,2950.5,250,7,2.2699760081316
"LINC00381",0.0912253968132625,1.74605288623836,0.308,9970,10452,8,-0.437738583671963
"LINC00382",0.00112495157589778,1.33188129775434,0.009,3934,8015,20,0.019225648291993
"LINC00384",0.105019940045863,1.24421902873851,0.337,10322.5,7126,3,-1.31404620046456
"LINC00385",0.328897386307175,1.6569552296748,0.368,10705,10119,3,-0.626003465788134
"LINC00390",0.0347322290077294,1.2658402072554,0.158,8101.5,7361,8,-1.02717917321931
"LINC00391",0.0239634428957782,1.41784997348415,0.113,7442,8694,7,-0.635745411804115
"LINC00392",0.00232755041558536,1.21578266614713,0.015,4603,6810,9,-0.37189834592704
"LINC00393",0.0034970334173447,0.944241989074972,0.023,5104.5,3522,10,-0.854405033207014
"LINC00395",0.0685659206424582,1.15649169194673,0.257,9388.5,6114,6,-1.40965490816493
"LINC00396",0.00355525119542138,1.52179779296292,0.024,5138,9423,15,0.0389748564190252
"LINC00397",0.493415668618606,1.85372972266358,0.233,9127.5,10809,3,-0.19827510406257
"LINC00398",0.56021847080117,2.11172999657012,0.202,8665,11400,4,0.173532581457369
"LINC00399",0.999116730165486,1.89998426816081,0,1404,10927,5,0
"LINC00400",0.235410120260363,1.24328501219058,0.456,11612,7111,4,-1.41326847372339
"LINC00401",0.0103738568200608,0.884150045595252,0.067,6378.5,2861,3,-1.03332160523447
"LINC00403",1.24705655262181e-05,0.970584726897429,0,1404,3816,13,0.829127659996147
"LINC00404",0.0216215500352622,0.841867252338126,0.108,7337.5,2460,5,-1.06432707311038
