"Gene_symbol","Wilcox_P","Mean_fc","Adjust_P","Adjust_P_rank","Mean_fc_rank","sgRNA_number","Screen_score"
"A1BG-AS1",1.89120466674947e-11,0.858919638597295,0,1404,2623,32,1.13475261188918
"A2M-AS1",0.0212142316721028,1.25537215157469,0.107,7306.5,7236,12,-0.92254533623466
"A2ML1-AS1",0.00364528215664069,1.12890258759534,0.025,5179.5,5753,6,-0.720918885140028
"AA06",0.0100964105888174,0.877982590331728,0.065,6329,2790,8,-1.00607492188541
"AADACL2-AS1",3.61097294614877e-05,0.911411922585717,0,1404,3148,11,0.986421806158823
"AATK-AS1",1.07413714801252e-15,0.875717296815255,0,1404,2769,45,1.08632245045187
"AB015752.3",0.460113541491527,1.63864837438612,0.268,9523,10030,5,-0.551720551109392
"AB019440.50",0.00512792419850467,0.956538610510083,0.036,5518.5,3663,5,-1.03050928221337
"ABCA9-AS1",0.00192583153395165,1.26374788754881,0.014,4455,7326,10,-0.253078095552395
"ABCC5-AS1",0.000906866425068437,0.946765767930205,0.009,3934,3561,12,-0.561138404370316
"AC000032.2",0.0999578954181658,0.824230679210413,0.33,10203,2291,3,-1.37082286674035
"AC000036.4",0.120729695878315,1.69656929786138,0.354,10584,10285,4,-0.554436770323123
"AC000067.1",0.0149851945055465,0.688587942075524,0.08,6821,1250,4,-0.465257481319568
"AC000068.5",0.00174718746133596,0.632298171152772,0.014,4455,943,5,0.307293230006629
"AC000099.1",0.00579355782478241,1.11791653673809,0.041,5637,5618,4,-0.904153226226451
"AC000111.3",0.0818661289975825,1.0159147123982,0.29,9742.5,4383,6,-1.77261742763071
"AC000111.6",0.00477132716997835,1.04484649080874,0.033,5453.5,4723,5,-1.00348467390512
"AC000123.4",0.0806028058916654,1.11664439399987,0.289,9721,5603,3,-1.53510362110573
"AC000124.1",0.188545380832718,1.3948739794489,0.473,11793,8523,3,-1.1373613053788
"AC000370.2",2.66852558227386e-06,1.07726107988526,0,1404,5121,24,0.941066956306248
"AC002064.4",9.09267166227215e-05,0.672130072263277,0,1404,1166,6,1.74793126566884
"AC002064.5",0.000594494672322589,0.991643560109494,0.007,3573,4088,11,-0.597036027247465
"AC002066.1",2.37444039301319e-06,0.982842166088277,0,1404,3974,16,0.79774598756007
"AC002076.10",0.0987714446445213,1.19078378881855,0.323,10151,6498,4,-1.41015633037976
"AC002115.5",2.1117904418469e-07,0.623860201153491,0,1404,903,13,1.9342774591026
"AC002115.9",0.0840486454623765,0.616813942242945,0.295,9809,865,3,-0.609892188657497
"AC002116.7",2.5754251722208e-07,0.934598455711358,0,1404,3406,25,0.923602992842755
"AC002116.8",3.64709719092228e-17,0.926895625219003,0,1404,3336,49,0.944297579903197
"AC002127.4",0.00137748437452267,1.094954616055,0.011,4165,5332,11,-0.534560588300953
"AC002310.12",0.229686999042154,1.2702724195689,0.464,11689.5,7404,6,-1.36516794669908
"AC002310.7",2.7264102665636e-06,0.763602257845159,0,1404,1791,13,1.42888340667991
"AC002331.1",0.0325694929199365,1.69084551341993,0.146,7986.5,10263,6,-0.277844404819881
"AC002368.4",5.56946766202162e-05,0.889094866879548,0,1404,2911,7,1.04841277105872
"AC002383.2",0.00088985265985345,1.43022447112947,0.009,3934,8783,13,0.197368467262644
"AC002398.11",0.109934949811296,1.16146695356378,0.345,10429.5,6188,4,-1.49370068237293
"AC002398.12",0.000115543092283751,0.994853828535983,0,1404,4132,9,0.767370918715704
"AC002398.13",2.0238389685072e-05,0.448497624479153,0,1404,354,5,2.75944835996435
"AC002398.5",6.69982063271697e-16,0.827769849215501,0,1404,2324,55,1.22712243596416
"AC002401.1",4.98893135059621e-08,0.901620478611584,0,1404,3044,28,1.01343088404939
"AC002429.5",0.00619041456039264,1.03080093471118,0.046,5780,4571,5,-1.14399192556769
"AC002451.3",0.0208871390371414,1.27627591712013,0.106,7286,7475,6,-0.878228784941392
"AC002454.1",7.83424994343734e-05,1.13534855863489,0,1404,5856,16,1.07239289744594
"AC002456.2",0.000342042961198272,1.39798736542555,0.004,3210.5,8546,13,0.397068320784927
"AC002463.3",7.22520125481718e-06,1.76062531756406,0,1404,10511,25,0
"AC002467.7",0.000109630680858517,0.809384596222762,0,1404,2174,12,1.28328635751854
"AC002472.11",7.61751509420114e-05,0.137046014293274,0,1404,78,6,5.72311942012049
"AC002480.2",0.00040767533231707,1.24588965284385,0.007,3573,7146,20,-0.0677641777219791
"AC002480.3",8.25989785516345e-06,1.04064418709332,0,1404,4679,23,0.854592173073328
"AC002480.4",0.0822813736211604,1.08496150287451,0.29,9742.5,5215,4,-1.60819147563335
"AC002480.5",0.00100964370806223,0.803624347339192,0.009,3934,2129,5,-0.15125171268508
"AC002511.1",7.16606478048468e-07,1.06997049155343,0,1404,5037,31,0.924086194320394
"AC002511.2",0.0710065619042233,1.7329205385728,0.259,9432.5,10415,9,-0.400847748281112
"AC002511.3",3.23614970441964e-05,0.974339506635762,0,1404,3877,15,0.819472712328028
"AC002539.1",3.62127866599308e-06,1.03276141394406,0,1404,4594,22,0.835578447253523
"AC002550.5",0.148664810324345,1.74290815523513,0.408,11127,10441,4,-0.532750580681709
"AC003003.5",1.37390961393017e-07,1.10483557933999,0,1404,5464,39,1.00426872437121
"AC003005.2",0.0747312931406188,1.11238467800896,0.27,9559.5,5559,4,-1.522772811226
"AC003009.1",0.00212924784752911,1.23004600578931,0.015,4603,6960,8,-0.342732346253371
"AC003051.1",0.00306864052212093,1.39912248161386,0.02,4978.5,8556,23,-0.112761023486044
"AC003075.4",8.83160108495389e-05,1.47974015281673,0,1404,9165,29,1.73487561349208
"AC003084.2",6.4956747511752e-06,0.893228079693323,0,1404,2953,14,1.03681523637897
"AC003088.1",0.00219030155715325,1.13751224655726,0.015,4603,5884,9,-0.538299699043657
"AC003090.1",0.000386687526228929,1.16365473210035,0.005,3295.5,6209,13,-0.131988573664798
"AC003092.1",0.000853851592799736,1.29488095499496,0.008,3821.5,7668,14,-0.013744713840027
"AC003092.2",0.0109110393795523,1.18752604238462,0.068,6429,6463,12,-0.915692112652133
"AC003102.3",6.68573381184795e-07,1.13392146931021,0,1404,5834,25,1.06924776436374
"AC003104.1",0.0715459242239501,0.936230371891587,0.26,9450,3430,3,-1.61268191393389
"AC003664.1",0.10003051141289,1.09344719433284,0.33,10203,5317,3,-1.63029984989782
"AC003665.1",7.7145314749354e-11,0.848966216226345,0,1404,2522,21,1.163898676072
"AC003956.1",0.0153170092638867,1.36875617675676,0.081,6841,8322,12,-0.616779466130806
"AC003958.2",0.00038594061739771,1.16082265518643,0.005,3295.5,6177,10,-0.138081905517961
"AC003973.4",0.00150986718822556,0.976384372186469,0.013,4323,3899,14,-0.755475901558107
"AC003973.5",0.00364903030682877,1.12729075470241,0.025,5179.5,5726,11,-0.72449175783514
"AC003984.1",0.920327781944376,3.0576110956766,0.03,5383,11919,4,1.71223762607055
"AC003985.1",0.197834775927521,1.42355478556354,0.485,11883,8738,4,-1.09453064006616
"AC003986.6",0.0616530375801476,1.58563179642457,0.237,9194,9797,6,-0.59440036645106
"AC003988.1",0.00013755117245903,1.30764025668418,0,1404,7797,18,1.42569079146985
"AC003991.3",1.141828279723e-06,1.44053475126737,0,1404,8873,29,1.66772796909445
"AC004009.3",1.06847919197374e-06,0.888510235734111,0,1404,2904,15,1.05005755962769
"AC004012.1",3.0148923245969e-05,0.946538190714632,0,1404,3557,9,0.891860117235105
"AC004014.3",0.00229531126968762,1.21298600042217,0.015,4603,6772,12,-0.377657134085447
"AC004019.13",1.71378543455224e-05,0.656587050039258,0,1404,1085,12,1.80643312093539
"AC004041.2",2.09303965965475e-05,0.61809511778882,0,1404,873,14,1.95749119666708
"AC004051.2",0.0118296578399293,0.976025945823957,0.069,6489.5,3892,7,-1.28998863653666
"AC004053.1",1.11668901748389e-06,1.01839384090733,0,1404,4409,20,0.800546691796013
"AC004054.1",0.0459184749677413,0.779735598341185,0.198,8608.5,1926,3,-1.06764625942008
"AC004063.1",0.119278476596465,1.59463467037743,0.352,10553,9850,3,-0.707563094968012
"AC004066.3",0.12371182559922,1.36482583963969,0.358,10609.5,8288,6,-1.10214920816709
"AC004069.2",0.213613623927,1.60835972051492,0.484,11868,9900,3,-0.788642085607606
"AC004112.4",1.06067829690581e-05,1.0059714944314,0,1404,4269,23,0.769857209987245
"AC004125.3",2.24639741227535e-05,1.19508755948148,0,1404,6552,18,1.20062326400221
"AC004156.3",0.000658034081028633,0.524340934401817,0.007,3573,529,7,0.99631520603275
"AC004158.2",7.84169070923397e-07,1.24951973886472,0,1404,7178,24,1.31200016490497
"AC004160.4",2.23137193772717e-07,0.453346976101557,0,1404,367,8,2.73255951718167
"AC004221.2",3.82760960898441e-06,0.953698942601742,0,1404,3629,15,0.873014106358792
"AC004231.2",0.0385528184181427,1.43589190192116,0.171,8283,8831,14,-0.737416934123296
"AC004237.1",0.169230536976364,2.3280101597555,0.439,11477.5,11664,4,0.167523898219528
"AC004381.7",0.130607887597018,1.85789502720843,0.374,10761,10819,10,-0.344975885024683
"AC004448.2",0.258824250433446,1.75418703610427,0.432,11377,10478,4,-0.535019460177767
"AC004448.5",0.000477156581821738,1.21948391439244,0.007,3573,6845,19,-0.121332645050074
"AC004471.10",1.0518971402995e-06,0.265657252814336,0,1404,141,10,4.06873470993078
"AC004471.9",2.5279999798249e-05,0.173635055374747,0,1404,96,7,5.13171244688029
"AC004485.3",0.156126906801701,1.99069168041823,0.422,11270,11134,3,-0.211202174544722
"AC004490.1",0.00305588317822831,1.15708112883077,0.02,4978.5,6120,7,-0.587740898651743
"AC004510.3",0.0130839221691061,0.671346635696694,0.075,6640,1162,5,-0.381099251299324
"AC004535.2",5.90033979158097e-05,0.99425721562068,0,1404,4120,6,0.768870956620778
"AC004538.3",3.81815203434445e-11,1.04461267695336,0,1404,4721,39,0.864109979143554
"AC004540.4",0.0175504181807986,0.803036056662753,0.091,7043.5,2123,6,-0.891155853054819
"AC004540.5",9.43947079000965e-05,1.42605200753975,0,1404,8752,18,1.64245993731753
"AC004543.2",0.00752409330994806,1.15911888019076,0.048,5933,6150,8,-0.86428678290001
"AC004549.6",0.000907925875705268,1.12547824401204,0.009,3934,5706,9,-0.401838837301781
"AC004562.1",0.00901217021539599,1.56713684596807,0.057,6173,9696,10,-0.165346823937077
"AC004593.3",0.149670846074513,1.72834209932391,0.408,11127,10399,9,-0.553737362077566
"AC004623.2",0.000632156497852299,0.794832433950841,0.007,3573,2044,9,-0.0438362394481352
"AC004637.1",3.5387882274434e-06,1.1274871486942,0,1404,5729,21,1.05501796808292
"AC004691.5",0.229034610745442,1.81681895929046,0.464,11689.5,10698,4,-0.470294651742433
"AC004692.4",1.31403271579788e-08,1.0730262771479,0,1404,5068,22,0.931217571244016
"AC004744.3",8.01344338478911e-05,0.805022054718862,0,1404,2137,11,1.29680042723784
"AC004791.2",5.8995682477457e-05,1.35346563620668,0,1404,8189,16,1.51182317519982
"AC004840.8",7.15895819764067e-07,0.663626999644251,0,1404,1120,8,1.77976602075858
"AC004840.9",0.00593439077695252,0.52871651287581,0.045,5701.5,541,3,0.380267801460091
"AC004854.4",0.014099716513692,1.13414709032658,0.078,6763,5836,8,-1.07481319040557
"AC004862.6",1.07886827408161e-15,0.904260495179515,0,1404,3077,49,1.00611979610887
"AC004869.2",0.0815120446362465,1.24299377150538,0.29,9742.5,7107,4,-1.26816366471701
"AC004869.3",0.00673428220610778,1.03226055869639,0.047,5860,4586,6,-1.14736325334766
"AC004870.3",0.00439129856310067,0.973622626327989,0.029,5339.5,3863,8,-1.00537189958136
"AC004870.4",1.69042296023176e-06,1.06922969306293,0,1404,5028,21,0.922354304175986
"AC004893.11",5.89646081819245e-10,0.843890533238487,0,1404,2476,31,1.17889333317689
"AC004895.4",4.50196619977374e-05,0.843705477511002,0,1404,2475,14,1.17944172988659
"AC004901.1",0.0115869991832117,0.85683548236863,0.069,6489.5,2591,4,-0.964309502446677
"AC004906.3",0.0234092267088173,1.2854239059803,0.11,7388.5,7563,6,-0.872284381841923
"AC004941.3",9.52570879975778e-11,0.695869321765441,0,1404,1291,14,1.66114051560089
"AC004947.2",0.000247531656320372,1.21010357154832,0.003,3081,6736,11,0.126178913701431
"AC004988.1",0.00452248211490574,0.649205177114257,0.03,5377,1033,5,-0.00285954135809816
"AC005009.2",7.67334983132914e-06,0.707092812387706,0,1404,1362,10,1.62113299683312
"AC005013.5",0.00313535613322521,1.46101548640744,0.02,4978.5,9022,9,-0.00451691311594657
"AC005019.3",0.020161579724139,1.59740785347686,0.102,7232,9861,6,-0.304621390493094
"AC005022.1",5.90892314999482e-06,1.00597555037048,0,1404,4270,13,0.769867291924067
"AC005027.3",0.360392566065404,1.77491884856942,0.34,10361,10569,8,-0.428551438605737
"AC005029.1",0.00747129881382765,1.16975896821958,0.048,5933,6284,6,-0.841437293425696
"AC005042.4",0.0392079397962604,1.16476336399707,0.175,8337.5,6214,7,-1.26815901672957
"AC005042.5",1.38293147390338e-06,0.647764914441804,0,1404,1022,14,1.84025760880826
"AC005062.2",3.58868557016249e-06,1.32504423326789,0,1404,7948,37,1.45875325980694
"AC005076.5",0.0550095432352655,1.38013037664411,0.222,8973.5,8419,9,-0.920460356518808
"AC005083.1",5.81083636526427e-05,1.13660560460542,0,1404,5869,16,1.07516000266679
"AC005104.3",0.0564027424799245,1.03522267962605,0.225,9011.5,4622,5,-1.64385904365535
"AC005150.1",8.18654807026015e-05,0.765091279222205,0,1404,1809,6,1.42401220524608
"AC005152.3",0.00211660333284651,1.07958147443863,0.015,4603,5149,9,-0.669006203571015
"AC005154.6",2.13536696787231e-06,1.18350980805991,0,1404,6421,43,1.17627979509642
"AC005160.3",0.0162766763076774,1.37957127346967,0.084,6928.5,8413,13,-0.608793972452016
"AC005162.4",0.00351574653761246,1.13240148513038,0.023,5104.5,5808,7,-0.686445054872263
"AC005220.3",0.00613577876097915,1.69114932736568,0.046,5780,10265,14,0.0939995021368914
"AC005224.2",0.000452952362979252,1.00613650584354,0.007,3573,4272,9,-0.602221659975582
"AC005235.1",0.00220724642258197,0.611778482741944,0.015,4603,845,6,0.367722103990322
"AC005237.4",0.000859669969301637,1.11219205285904,0.008,3821.5,5552,10,-0.394052242741159
"AC005253.4",2.0706689997328e-06,0.678948263475829,0,1404,1204,12,1.72269411549908
"AC005256.1",0.00216541235760783,0.901953263749605,0.015,4603,3049,10,-0.602945459522853
"AC005262.2",0.00224900596180596,0.613852057518863,0.015,4603,851,7,0.359261488810037
"AC005262.3",9.39544383802081e-05,0.670581146050849,0,1404,1157,10,1.75370020383202
"AC005264.2",1.35827556291839e-06,1.06006238039603,0,1404,4910,19,0.900822473166714
"AC005276.1",0.00118949730180219,1.01806657920471,0.01,4068,4405,8,-0.686224129764076
"AC005281.1",3.85472681340624e-08,1.0285380957231,0,1404,4538,26,0.825331760931183
"AC005281.2",0.00236326500213624,0.664248570431353,0.016,4736,1125,6,0.141324878120704
"AC005306.3",0.00318825671686945,0.75169437162413,0.02,4978.5,1687,5,-0.239363181171507
"AC005307.1",0.044390246982816,0.727678061301722,0.197,8571,1503,4,-0.893242764346082
"AC005307.3",1.61311094618773e-10,1.05731257624627,0,1404,4878,42,0.89432752815374
"AC005324.6",2.13279647419236e-07,0.832727161298022,0,1404,2369,20,1.21219210585464
"AC005329.7",0.000312794227431405,0.864788218314152,0.004,3210.5,2659,12,-0.077962574918392
"AC005330.2",4.62378319391966e-06,0.160878737958487,0,1404,88,8,5.32242284309978
"AC005339.2",0.064994604822849,0.914719383084376,0.246,9294.5,3192,5,-1.53674409818163
"AC005355.1",0.000473082416966167,0.919596247184866,0.007,3573,3247,7,-0.408421462763025
"AC005355.2",0.0674815308500144,1.15203280136099,0.253,9348.5,6060,4,-1.41426593585348
"AC005356.1",0.000123038400642448,1.25312471336712,0,1404,7214,15,1.31920428429603
"AC005358.3",0.00891871154127638,0.899455112003429,0.056,6153.5,3017,7,-1.01858717812896
"AC005387.2",0.000114551831604646,0.956950454687051,0,1404,3665,8,0.864503282631394
"AC005387.3",7.05775242591986e-05,0.809706803886178,0,1404,2176,11,1.28229112828236
"AC005391.2",0.000679652085989475,1.31784157966833,0.007,3573,7882,9,0.0726342894583004
"AC005392.13",0.222718877439931,1.67215532805386,0.471,11774,10187,4,-0.682605166204345
"AC005394.1",0.000105589132589611,0.726770495043632,0,1404,1495,9,1.55249807377966
"AC005484.5",0.0011215870793031,1.47332336260218,0.009,3934,9119,28,0.271610757327321
"AC005487.2",0.000323821083832534,0.933215029011603,0.004,3210.5,3394,4,-0.26838124987264
"AC005498.3",9.21111976661084e-05,1.09139403321821,0,1404,5294,20,0.973659690523297
"AC005519.4",8.73774364188175e-05,0.809051959734421,0,1404,2168,10,1.28431421478969
"AC005523.3",0.000263726499847091,0.385807176655026,0.003,3081,271,4,2.03022707712691
"AC005532.5",2.94187548953537e-08,0.914492746278841,0,1404,3187,16,0.977983527667744
"AC005534.8",0.0865931660318863,1.29585047192828,0.3,9874.5,7680,6,-1.17493858252242
"AC005537.2",2.19626376322149e-08,1.09569942558094,0,1404,5343,30,0.983504753678947
"AC005540.3",0.0272222017020651,0.80538498762554,0.122,7662,2140,5,-0.992761057458756
"AC005550.3",0.00039909386400968,1.04006151516076,0.007,3573,4673,9,-0.519297339346429
"AC005562.1",9.18299754683343e-06,0.761654535577402,0,1404,1771,11,1.43526956407071
"AC005592.1",0.00146755827142176,1.14477248080362,0.012,4241,5970,10,-0.451075528705221
"AC005592.2",2.62499531354641e-08,1.20035285633501,0,1404,6620,50,1.21161621249535
"AC005594.3",1.44913566240417e-07,0.622903836252711,0,1404,899,19,1.93811348958096
"AC005606.14",0.00513276641104658,1.05188124526541,0.036,5518.5,4804,10,-1.01463983444521
"AC005606.15",0.0189072867435139,1.56602079855331,0.093,7122,9689,7,-0.32453371189549
"AC005614.5",5.90974454848471e-09,0.826127965277031,0,1404,2309,23,1.23208714353466
"AC005618.6",0.120467235989314,1.14411776969882,0.353,10568.5,5964,3,-1.53871350709959
"AC005624.2",0.00050004376513279,0.652591221312682,0.007,3573,1053,7,0.44920765402259
"AC005625.1",0.000230242856131012,0.716762732356428,0.003,3081,1418,8,0.48150107922806
"AC005682.5",0.00132238238084569,1.27037470579548,0.011,4165,7406,13,-0.162972951872303
"AC005682.8",0.0192403307800247,1.58652510184678,0.094,7153,9798,14,-0.295444401403393
"AC005703.3",0.00979884160022231,0.895118683351773,0.062,6274.5,2972,5,-1.03921872414761
"AC005740.5",0.310741968536229,3.57447037604189,0.384,10870.5,11945,4,1.2829339179757
"AC005754.7",0.000220328128545342,0.690111509824206,0.002,2950.5,1256,8,0.701646905604423
"AC005757.6",0.00834368690423549,0.663476338299455,0.052,6071.5,1119,5,-0.233879940042453
"AC005772.2",0.944718799853711,2.36060122803448,0.018,4840.5,11696,3,1.22901818196434
"AC005775.2",0.000485601883421999,0.597709338100856,0.007,3573,788,8,0.668860305688307
"AC005780.1",2.98781920161932e-09,0.837067766093937,0,1404,2406,31,1.19919195668592
"AC005785.2",0.000373081804175367,0.70376035733094,0.005,3295.5,1335,6,0.366984051917283
"AC005786.5",0.0260113395206071,0.934171104682784,0.119,7605,3403,5,-1.35567795704817
"AC005786.7",9.65677289568083e-05,0.666083985628739,0,1404,1135,13,1.77052557624574
"AC005789.9",0.0177423578761438,1.20091090612898,0.092,7075.5,6630,7,-0.984869272237009
"AC005808.3",0.00110991875423877,0.754193474088756,0.009,3934,1714,9,0.00748738508113869
"AC005863.2",0.000912279073089625,1.239831297918,0.009,3934,7068,10,-0.159861900065329
"AC005932.1",5.23235727157271e-06,0.588783005827273,0,1404,746,11,2.07897248345936
"AC005944.2",8.13062455338924e-05,0.624436952171814,0,1404,907,12,1.93196692114198
"AC005954.4",0.266775386926404,1.21798200863978,0.42,11259.5,6830,5,-1.43821253650486
"AC006000.5",0.0774535527888565,1.59113975109138,0.276,9624,9827,7,-0.634760123893958
"AC006003.3",0.0105093479449191,0.778553256957878,0.067,6378.5,1919,5,-0.715282329286814
"AC006004.1",0.00411207450983969,0.996378207896533,0.027,5290.5,4160,7,-1.04021652110412
"AC006007.1",0.711837181705908,1.79927656998104,0.125,7709.5,10652,3,-0.072448616183968
"AC006026.13",0.0427315007045205,0.860307936753718,0.192,8515.5,2630,7,-1.30363281304133
"AC006037.2",0.0132262419272862,1.08875962166571,0.077,6692.5,5259,4,-1.17279274150992
"AC006041.1",0.000428369203659815,1.0204488617306,0.007,3573,4438,4,-0.566901484771584
"AC006042.6",0.00184160717739929,0.970068446273192,0.014,4455,3809,8,-0.762933527952923
"AC006076.1",0.0143954240924623,0.985416495432588,0.078,6763,4001,6,-1.3533535650221
"AC006115.3",5.3988461655324e-06,1.19214679671737,0,1404,6515,27,1.19446240833165
"AC006116.17",0.00361001260864476,1.2074115669487,0.024,5138,6699,14,-0.53970571337963
"AC006116.21",3.18185935060059e-08,1.02473545533103,0,1404,4499,29,0.816069672916647
"AC006126.4",0.0891643215742702,0.865606925601746,0.305,9931.5,2673,4,-1.46794193973163
"AC006129.1",0.0153473512798789,0.705347525181042,0.081,6841,1347,4,-0.529382326550637
"AC006129.2",4.19687051208796e-08,0.762015287115831,0,1404,1775,21,1.43408550711111
"AC006129.4",0.00108802666729308,0.62273272776062,0.009,3934,896,6,0.486403053120219
"AC006130.3",0.152261907499926,0.923948390984304,0.414,11196,3296,3,-1.72939432306491
"AC006150.1",0.000205311017112889,0.85583957951007,0.002,2950.5,2583,8,0.163466389875643
"AC006159.3",0.013095398849298,1.60594017180271,0.075,6640,9892,13,-0.192410222860945
"AC006159.5",0.0213856050720519,1.37668306930939,0.107,7306.5,8392,5,-0.691874913030049
"AC006160.5",0.00171938745498981,1.07281035676113,0.013,4323,5064,6,-0.638991794360827
"AC006196.1",0.0218110941678669,1.37192940385552,0.108,7337.5,8348,11,-0.703516898343617
"AC006227.1",4.00792565892005e-08,0.998231506525164,0,1404,4177,25,0.758895494371362
"AC006262.10",0.000447989231010327,1.325999241202,0.007,3573,7958,11,0.088065896939523
"AC006262.4",2.96778679079276e-06,0.89430507649372,0,1404,2963,21,1.03380206360654
"AC006262.5",0.000548410752898414,1.14829846356432,0.007,3573,6002,12,-0.271735442117168
"AC006272.1",0.00712599599644555,1.2292766068864,0.048,5933,6945,10,-0.717336609952747
"AC006272.2",0.000102098390076289,0.822399829746102,0,1404,2271,10,1.24339696466524
"AC006273.5",6.90556565556982e-06,0.852432868016911,0,1404,2551,15,1.15370887179472
"AC006277.2",0.0173043790009675,1.45736901048418,0.09,7019,9001,7,-0.49379741867781
"AC006296.1",5.64462912226276e-06,0.858565833482789,0,1404,2617,10,1.13578283842989
"AC006369.2",6.62409030314103e-07,1.17752811126273,0,1404,6357,23,1.16360917588624
"AC006369.3",0.451424306240737,2.00321490237877,0.272,9594.5,11165,4,-0.0541481553570137
"AC006372.4",5.81587219666365e-10,0.718625558512197,0,1404,1435,23,1.58067915229112
"AC006372.6",0.000226131619740852,0.994442769251097,0.003,3081,4125,8,-0.337263895155592
"AC006373.1",0.00282703818260674,1.09846049371314,0.019,4879.5,5373,6,-0.701318229635819
"AC006378.2",0.000223774645011419,0.894629683940963,0.002,2950.5,2968,7,0.0526254518661883
"AC006380.3",3.5717601574158e-05,1.05386931836094,0,1404,4835,14,0.886170810933594
"AC006460.2",0.00308149294878378,1.05675695668592,0.02,4978.5,4871,7,-0.814534221297698
"AC006547.13",0.000981284956477265,0.3276654508756,0.009,3934,192,5,2.09187817362412
"AC006942.4",0.00160293514769676,1.08425523634881,0.013,4323,5204,10,-0.612456497585816
"AC006947.1",2.76013265302479e-05,0.867584513065695,0,1404,2691,8,1.10965339038874
"AC006960.7",2.8361790287775e-05,0.694209174754344,0,1404,1283,9,1.66711303009491
"AC006994.2",0.00635992122037775,1.15515134677185,0.046,5780,6091,6,-0.85918659196936
"AC007003.1",0.0429635514927882,1.9711351663552,0.193,8527.5,11092,5,0.0159073425050004
"AC007009.1",6.61093520462435e-06,0.589344024863447,0,1404,750,11,2.07659112894648
"AC007036.5",0.013019462485602,1.26741914225938,0.075,6640,7378,11,-0.784379274088046
"AC007036.6",0.0367813210598537,1.4398910830507,0.168,8222,8869,5,-0.724766417850336
"AC007038.7",0.0830922888643999,1.50722677428558,0.292,9762.5,9334,5,-0.7883817510769
"AC007040.6",7.10664513377911e-05,0.77225061927243,0,1404,1862,8,1.40072263718747
"AC007040.7",0.0301386993315204,1.01717707657627,0.134,7856.5,4400,4,-1.52106112446182
"AC007040.8",1.96874006765298e-05,0.933374385367035,0,1404,3395,11,0.92688018304683
"AC007050.17",1.60496688730361e-06,0.492878183814526,0,1404,451,12,2.52352460618365
"AC007078.4",0.00801040470938942,0.562730744745675,0.051,6022.5,657,4,0.184157379260184
"AC007091.1",3.96060587208955e-05,0.966678864944002,0,1404,3769,13,0.839210809153277
"AC007099.1",0.553278647034465,2.38948185177062,0.206,8742,11716,7,0.47623219489582
"AC007099.2",0.0179522549096178,1.31461345890315,0.092,7075.5,7852,5,-0.758657395506025
"AC007106.1",0.0761443860323183,1.62585211618751,0.271,9582.5,9966,7,-0.574907855284936
"AC007128.1",6.45915192848825e-08,1.01760488396143,0,1404,4403,20,0.798608729032005
"AC007131.1",0.191068207335349,1.7074899579291,0.476,11814.5,10332,4,-0.633712872623436
"AC007131.2",1.26470266580494e-07,1.15605175971722,0,1404,6105,45,1.11758085437935
"AC007161.5",0.105354586163504,1.46021061422787,0.337,10322.5,9018,5,-0.913763235677467
"AC007163.3",0.000160416676968981,1.06921156325099,0.001,2852.5,5027,13,0.150242454002478
"AC007163.6",0.00592535590091456,1.24563227133268,0.045,5701.5,7142,16,-0.663549652536768
"AC007179.1",0.290341912249307,1.2796602467813,0.397,11017.5,7503,3,-1.29655508696172
"AC007182.6",0.000135555466883992,0.880076711438667,0,1404,2811,12,1.07390540408372
"AC007192.6",0.000870060375230973,0.728796769356819,0.008,3821.5,1516,6,0.130620503156676
"AC007193.10",2.35050336514921e-05,0.81989677240528,0,1404,2252,15,1.25101913971921
"AC007193.6",0.000308095158389542,1.07104981866887,0.004,3210.5,5046,10,-0.269081016698344
"AC007193.8",0.000766763011009124,0.45891330185221,0.007,3573,383,8,1.32955839327713
"AC007193.9",0.0269571568310764,0.575208592389246,0.121,7649.5,692,3,-0.148492593118059
"AC007228.11",0.0606237582835388,1.28859645844404,0.235,9159,7602,4,-1.11037974058241
"AC007228.5",0.00344275392595599,0.90279553730716,0.023,5104.5,3061,10,-0.742164487188121
"AC007246.3",8.973739654008e-11,1.08126681406559,0,1404,5177,47,0.950348003585792
"AC007249.3",0.000327400827523605,1.21201733231963,0.004,3210.5,6754,14,0.040110305253762
"AC007250.4",0.0520674772405202,0.786650563548017,0.215,8877,1975,4,-1.11623260013782
"AC007251.2",0.00315621707953218,1.1182905744559,0.02,4978.5,5623,10,-0.673009629102596
"AC007255.8",0.00149337820509173,1.10868832502907,0.013,4323,5516,7,-0.556732592714357
"AC007271.3",0.000708016346737081,0.641803674675868,0.007,3573,991,8,0.490886061038897
"AC007277.3",1.4322219141817e-14,0.728945518794927,0,1404,1519,37,1.54502601520675
"AC007278.2",0.067939889907783,1.15637919892444,0.256,9370,6112,5,-1.4086433688301
"AC007278.3",0.000279855749860012,0.83920636027378,0.003,3081,2434,13,0.0871433877687665
"AC007285.6",4.60847150440754e-09,0.824192149195849,0,1404,2289,19,1.23795332826044
"AC007285.7",0.00182058012131421,1.34410649901599,0.014,4455,8113,6,-0.0989202846258656
"AC007292.6",0.0366557193589476,1.41197189797435,0.168,8222,8658,9,-0.773729614371448
"AC007292.7",0.00534329239162827,0.588838150888888,0.039,5575.5,747,3,0.156945970799022
"AC007308.7",0.00017623727033532,0.0990715749526759,0.001,2852.5,60,3,5.76180231411603
