"HGNC","ENTREZ_ID","RANK","ew1367.BCSCORE","ew1367.PVAL"
"OST4",100128731,49,-4.353207,6.70801814021584e-06
"MRPS11",64963,50,-4.35031,6.79726024858192e-06
"MRPL33",9553,51,-4.327652,7.53536684203739e-06
"CRKL",1399,52,-4.311023,8.12505001062152e-06
"PAFAH1B1",5048,53,-4.303718,8.39777114485213e-06
"NDUFB11",54539,54,-4.293526,8.79288549678904e-06
"TCP1",6950,55,-4.277789,9.43794060136771e-06
"PSMB6",5694,56,-4.262047,1.01281412721744e-05
"NHLRC2",374354,57,-4.258079,1.03095544322044e-05
"NDUFB4",4710,58,-4.250496,1.06648822611987e-05
"NEDD1",121441,59,-4.229437,1.17138436216907e-05
"STT3A",3703,60,-4.209481,1.27978982329619e-05
"RPS23",6228,61,-4.171145,1.51536462976238e-05
"PET117",100303755,62,-4.163748,1.56532817248694e-05
"ATP2C1",27032,63,-4.161982,1.57748612704636e-05
"RPS3",6188,64,-4.161579,1.58027311063539e-05
"SRP14",6727,65,-4.159215,1.59671601814973e-05
"UQCRC2",7385,66,-4.134539,1.77833926952938e-05
"THAP11",57215,67,-4.12803,1.82942194051607e-05
"PSMB3",5691,68,-4.117735,1.91307147533273e-05
"NDUFS2",4720,69,-4.10072,2.05933332917945e-05
"LYRM4",57128,70,-4.091718,2.14094578830652e-05
"CYC1",1537,71,-4.091355,2.14430027616336e-05
"GEMIN6",79833,72,-4.083849,2.21479102313685e-05
"RPS3A",6189,73,-4.075828,2.29254509183058e-05
"C1orf109",54955,74,-4.07209,2.32965840513766e-05
"RBBP4",5928,75,-4.0677,2.37397264208864e-05
"LARS2",23395,76,-4.067016,2.38094873721906e-05
"FEN1",2237,77,-4.066316,2.38810813685178e-05
"TTC14",151613,78,-4.054203,2.5152759088472e-05
"DDX20",11218,79,-4.04956,2.56570103796171e-05
"SUPV3L1",6832,80,-4.046738,2.59681581113273e-05
"MBNL1",4154,81,-4.043972,2.6276599123957e-05
"CDC123",8872,82,-4.040801,2.66344731850882e-05
"CRK",1398,83,-4.035933,2.71928680201566e-05
"CCND1",595,84,-4.026838,2.82659765453182e-05
"PPM1G",5496,85,-4.024248,2.85788303262763e-05
"NDUFAF8",284184,86,-4.024215,2.85828375742911e-05
"PSMB5",5693,87,-4.016356,2.95524754391381e-05
"RFC2",5982,88,-3.998698,3.18459432654282e-05
"SPAG11A",653423,89,-3.986891,3.34723809501668e-05
"RIC8A",60626,90,-3.975341,3.51392422834347e-05
"ZBTB11",27107,91,-3.971812,3.5664001301016e-05
"PTCD3",55037,92,-3.969174,3.60611020517723e-05
"DDX10",1662,93,-3.963824,3.68793202097607e-05
"SLC25A26",115286,94,-3.955721,3.81520857752693e-05
"PRORP",9692,95,-3.946773,3.9605796066381e-05
"DBR1",51163,96,-3.946598,3.96347422833359e-05
"PRKCE",5581,97,-3.937052,4.12443685149451e-05
"MRPL15",29088,98,-3.93413,4.17492921665518e-05
"GAPDH",2597,99,-3.916327,4.49541399484381e-05
"SMU1",55234,100,-3.913833,4.5421237386228e-05
"MTPAP",55149,101,-3.912214,4.57269073000543e-05
"NDUFAF7",55471,102,-3.900912,4.79154920705484e-05
"UQCC1",55245,103,-3.89803,4.84892022751403e-05
"SS18L2",51188,104,-3.890872,4.99423082343581e-05
"PGS1",9489,105,-3.890257,5.00690552595153e-05
"RPL4",6124,106,-3.889715,5.01810091819821e-05
"NDUFB6",4712,107,-3.886517,5.08464040429615e-05
"GPI",2821,108,-3.87749,5.27698320527977e-05
"PSMA6",5687,109,-3.868314,5.47952423338528e-05
"IMP4",92856,110,-3.860338,5.66151449517704e-05
"MRPL10",124995,111,-3.849833,5.90991935056078e-05
"ALG5",29880,112,-3.841071,6.12493368177764e-05
"PPP2R2A",5520,113,-3.823265,6.5848053206815e-05
"RPS13",6207,114,-3.819005,6.69955235826649e-05
"DRAP1",10589,115,-3.799161,7.25933782467306e-05
"HSD17B12",51144,116,-3.798186,7.28794648486577e-05
"CDC16",8881,117,-3.793107,7.43870051322911e-05
"RPS24",6229,118,-3.776371,7.95649574833531e-05
"MRPL43",84545,119,-3.775754,7.97621857906583e-05
"RPL26",6154,120,-3.772109,8.09367544229656e-05
"ZNRD1",30834,121,-3.771277,8.12071309480645e-05
"SUMO4",387082,122,-3.767853,8.23288052844671e-05
"WDR82",80335,123,-3.759443,8.5146034580468e-05
"RNASEH2C",84153,124,-3.757063,8.59596133940254e-05
"NOL10",79954,125,-3.73069,9.54780353031274e-05
"NDUFB9",4715,126,-3.728439,9.63347660021792e-05
"MRPS18B",28973,127,-3.728326,9.63779636712975e-05
"MRPL21",219927,128,-3.724787,9.77401023174457e-05
"GLRX5",51218,129,-3.721542,9.90049614927212e-05
"CDK7",1022,130,-3.711055,0.000103198624480179
"TICRR",90381,131,-3.708153,0.000104388252249997
"NOC4L",79050,132,-3.705328,0.000105558677073079
"MRPL32",64983,133,-3.695073,0.000109911810347514
"ROMO1",140823,134,-3.693524,0.000110583812905546
"QRICH1",54870,135,-3.6917,0.000111380063518515
"MRPL39",54148,136,-3.687854,0.000113076671601526
"WDR73",84942,137,-3.684606,0.000114528343455478
"MRPL18",29074,138,-3.684308,0.000114662404946965
"CDK6",1021,139,-3.673613,0.000119572423139861
"MED23",9439,140,-3.667815,0.000122316038743242
"CSNK2B",1460,141,-3.651673,0.000130268749093862
"ELOF1",84337,142,-3.641365,0.000135598161939281
"FAU",2197,143,-3.633163,0.000139984015886938
"CCT4",10575,144,-3.631141,0.000141085481719601
"MED1",5469,145,-3.631029,0.000141146729431062
"EGLN1",54583,146,-3.625323,0.000144300254687916
"PCNA",5111,147,-3.61978,0.000147426799343333
"PHF23",79142,148,-3.616976,0.000149032464343457
"HIRA",7290,149,-3.611517,0.000152205562558269
"PPP1CC",5501,150,-3.582949,0.000169868478648831
"MRPL38",64978,151,-3.579375,0.00017220847137486
"PPWD1",23398,152,-3.575785,0.000174589269923913
"MCM2",4171,153,-3.574264,0.000175607214840118
"EP300",2033,154,-3.573876,0.000175867775052692
"NOLC1",9221,155,-3.564989,0.000181935724501212
"VPS45",11311,156,-3.562485,0.00018368045229802
"GTF2H4",2968,157,-3.55199,0.000191164695220348
"CDC27",996,158,-3.551913,0.000191220644325523
"DYNLRB1",83658,159,-3.541162,0.000199184451375832
"LRPPRC",10128,160,-3.53855,0.000201165538971513
"ATP6V1F",9296,161,-3.536687,0.000202589773044863
"NDUFA2",4695,162,-3.533868,0.000204762774267937
"HARS2",23438,163,-3.533111,0.000205349998210243
"NDUFB3",4709,164,-3.532515,0.000205813436731636
"PELP1",27043,165,-3.50794,0.00022579544388383
"SEC23A",10484,166,-3.507808,0.00022590750323775
"MAD2L2",10459,167,-3.500656,0.000232057255932736
"UBE2M",9040,168,-3.492055,0.000239659769521699
"HSD17B10",3028,169,-3.491053,0.000240560400701239
"NDUFS1",4719,170,-3.489158,0.000242272326708436
"MRPL13",28998,171,-3.479865,0.000250833250200725
"STRIP1",85369,172,-3.475809,0.000254657439581511
"EXOSC8",11340,173,-3.475075,0.000255355270945991
"STAG2",10735,174,-3.474422,0.000255977591613603
"LTO1",220064,175,-3.470386,0.000259855452112187
"GINS2",51659,176,-3.463179,0.000266916566729312
"CCT3",7203,177,-3.458062,0.000272038079854244
"CHCHD3",54927,178,-3.455676,0.000274457350298221
"SP1",6667,179,-3.447661,0.000282731639561228
"CDC20",991,180,-3.446408,0.00028404597965714
"SCAF4",57466,181,-3.446354,0.000284102750893485
"TRAPPC3",27095,182,-3.446055,0.000284417286608759
"ALG8",79053,183,-3.438417,0.000292562940874914
"NOP56",10528,184,-3.429327,0.000302540019760454
"NSF",4905,185,-3.422764,0.000309939353406319
"SMARCD1",6602,186,-3.408801,0.000326245291346968
"DARS2",55157,187,-3.402385,0.000334002309124598
"MRPS18C",51023,188,-3.397543,0.000339969506221541
"TUBGCP5",114791,189,-3.393249,0.000345344119029449
"NCBP2",22916,190,-3.386753,0.000353625157720273
"MRPL34",64981,191,-3.38311,0.000358349599522391
"COQ4",51117,192,-3.380561,0.000361690081235747
"CEPT1",10390,193,-3.378121,0.000364914796231011
"MECR",51102,194,-3.374043,0.000370363979766696
"TRIT1",54802,195,-3.368989,0.0003772221983013
"PRELID1",27166,196,-3.36789,0.000378729054675457
"COQ7",10229,197,-3.362946,0.000385577234002232
"YARS2",51067,198,-3.358808,0.000391397171753012
"SLC16A3",9123,199,-3.356289,0.000394979867411624
"WDR18",57418,200,-3.348971,0.00040556142571644
"DDB1",1642,201,-3.344265,0.000412504456761576
"MRPL50",54534,202,-3.336242,0.000424596040868562
"NDUFA8",4702,203,-3.333751,0.000428416622885983
"TARS2",80222,204,-3.330771,0.000433029086398936
"NAA50",80218,205,-3.330465,0.000433505312982159
"COX7C",1350,206,-3.329162,0.00043553860829788
"SETDB1",9869,207,-3.327787,0.000437693843849513
"ICE2",79664,208,-3.323853,0.000443914905760378
"NCAPD3",23310,209,-3.318383,0.000452701221498599
"MRM2",29960,210,-3.317475,0.000454175221455754
"LCMT1",51451,211,-3.308984,0.000468175939784497
"MRPS9",64965,212,-3.299522,0.000484248180052923
"FARS2",10667,213,-3.294039,0.000493793974367018
"MED24",9862,214,-3.291952,0.000497472957821544
"MRPS21",54460,215,-3.29149,0.000498290798995114
"UFM1",51569,216,-3.29002,0.000500901309496319
"MTOR",2475,217,-3.285954,0.000508188032773288
"RAD9A",5883,218,-3.285697,0.000508651886031989
"IBA57",200205,219,-3.285041,0.000509837662370742
"CEBPB",1051,220,-3.277566,0.000523531244622061
"NDUFA6",4700,221,-3.276397,0.000525703274389616
"AFG3L2",10939,222,-3.274707,0.000528858077158391
"RUVBL1",8607,223,-3.273863,0.000530440161402066
"MRPS23",51649,224,-3.27301,0.000532043564086858
"ANKLE2",23141,225,-3.264442,0.000548399581547257
"DYNC1I2",1781,226,-3.261473,0.000554174936171737
"GJA3",2700,227,-3.260428,0.000556221035037434
"USP17L5",728386,228,-3.258118,0.000560768801229307
"PDCD2",5134,229,-3.247941,0.000581216859036088
"SOD1",6647,230,-3.247146,0.00058284287762061
"KIF15",56992,231,-3.246529,0.000584107727909348
"SF3B4",10262,232,-3.23665,0.000604708230177228
"TAF1D",79101,233,-3.235254,0.000607672811589098
"RAN",5901,234,-3.23381,0.00061075344731074
"RPL23A",6147,235,-3.230386,0.00061811596592888
"POLR2A",5430,236,-3.221086,0.000638529103033768
"POLD3",10714,237,-3.219511,0.000642047170318621
"NDUFV2",4729,238,-3.208244,0.000667740717973748
"PSMB4",5692,239,-3.204829,0.000675713716001725
"NDUFB5",4711,240,-3.203665,0.000678451312102282
"PAN2",9924,241,-3.197529,0.00069305236632295
"PSMD14",10213,242,-3.175629,0.000747560146477939
"DEFB4B",100289462,243,-3.175187,0.000748699844619887
"PDCD5",9141,244,-3.16999,0.000762220919743253
"NSD1",64324,245,-3.169688,0.000763013508229885
"ELMO2",63916,246,-3.16966,0.000763087031696072
"TFB2M",64216,247,-3.168691,0.000765635492976513
"COA6",388753,248,-3.168405,0.000766389167322815
"BUD31",8896,249,-3.155929,0.00079993899878237
"NDUFA1",4694,250,-3.153281,0.000807231580629338
"MRPL20",55052,251,-3.152955,0.000808133601452895
"RCC1L",81554,252,-3.145274,0.000829656713689767
"MRPL16",54948,253,-3.145134,0.000830053860128047
"KRTAP4-2",85291,254,-3.135037,0.000859162186374637
"WDR1",9948,255,-3.134088,0.000861945743255309
"NDUFS8",4728,256,-3.124414,0.000890797964817308
"PAM16",51025,257,-3.12403,0.000891961336626225
"PPP1R7",5510,258,-3.123238,0.000894365202938295
"PRPF19",27339,259,-3.122766,0.000895800640591653
"CENPP",401541,260,-3.12026,0.000903457372015752
"PBRM1",55193,261,-3.120089,0.000903982024368337
"DHPS",1725,262,-3.104506,0.00095298530970267
"OSTC",58505,263,-3.103839,0.000955136256719098
"COIL",8161,264,-3.100062,0.000967400689900117
"NARS1",4677,265,-3.098241,0.000973365240572991
"CHTF8",54921,266,-3.097952,0.000974314937113152
"NDUFS5",4725,267,-3.097758,0.000974952926799624
"PDRG1",81572,268,-3.094685,0.000985110104508207
"PDSS2",57107,269,-3.094618,0.000985332637510061
"TMEM165",55858,270,-3.090661,0.0009985575049891
"RPP21",79897,271,-3.088,0.00100754235466427
"MRPS5",64969,272,-3.086563,0.0010124251679991
"NPM1",4869,273,-3.081973,0.00102816744183316
"CENPN",55839,274,-3.081391,0.00103017948369858
"CFAP20",29105,275,-3.077146,0.00104496455072171
"CHTF18",63922,276,-3.074636,0.00105379803028087
"ZNF468",90333,277,-3.066352,0.00108344026181708
"MRPL9",65005,278,-3.060723,0.00110401632905389
"RPL27A",6157,279,-3.058898,0.00111076386737611
"RPL37",6167,280,-3.057893,0.00111449575108379
"ZNF511",118472,281,-3.053849,0.00112962882909106
"MED8",112950,282,-3.041326,0.0011776932911234
"MCM4",4173,283,-3.041239,0.00117803365839481
"POP5",51367,284,-3.039156,0.00118620985417378
"TIMM10",26519,285,-3.036221,0.00119781851497844
"RPL17-C18orf32",100526842,286,-3.031852,0.00121529172199582
"RPS29",6235,287,-3.030017,0.00122269986946744
"SSR1",6745,288,-3.029488,0.0012248431763068
"COPB1",1315,289,-3.02777,0.00123182759498255
"MRPL4",51073,290,-3.023035,0.00125126648977713
"ALDOA",226,291,-3.020604,0.00126135527969272
"MYC",4609,292,-3.016788,0.00127734205202972
"BPTF",2186,293,-3.015926,0.00128097888126369
"ANKRD36",375248,294,-3.007922,0.00131520320519987
"RPL13",6137,295,-3.00126,0.00134432444482275
"DCTN5",84516,296,-3.000646,0.00134703783018542
"NDUFB8",4714,297,-3.000481,0.00134776784992185
"MRPL53",116540,298,-2.999705,0.00135120600558575
"PKM",5315,299,-2.995892,0.00136821666108315
"WDR92",116143,300,-2.994994,0.00137225120159599
"PARS2",25973,301,-2.994437,0.00137475915325222
"MRPL36",64979,302,-2.990132,0.00139428456455889
"TAF1C",9013,303,-2.989251,0.00139831144389164
"HEATR1",55127,304,-2.982232,0.00143077530802545
"TUBB8",347688,305,-2.981878,0.00143243069103809
"CDCA8",55143,306,-2.981641,0.00143353993289312
"COA3",28958,307,-2.971134,0.00148351145682495
"PHF5A",84844,308,-2.964547,0.00151564467260135
"SOS1",6654,309,-2.960339,0.00153650346786074
"WASHC5",9897,310,-2.960039,0.00153800049990776
"MMS22L",253714,311,-2.958485,0.0015457764370685
"FUS",2521,312,-2.954892,0.00156389260825887
"MASTL",84930,313,-2.951524,0.00158104985690679
"TUBA1B",10376,314,-2.949553,0.00159116992407752
"RAE1",8480,315,-2.948498,0.00159661102910247
"PSMD12",5718,316,-2.947069,0.00160400805872706
"SFPQ",6421,317,-2.940255,0.00163971117261978
"MRPL44",65080,318,-2.93908,0.00164594046552307
"RPS7",6201,319,-2.938209,0.0016505719986227
"ALG13",79868,320,-2.935937,0.00166270925769159
"ZFP91",80829,321,-2.929873,0.00169550281826097
"NDUFB10",4716,322,-2.92896,0.00170049092833566
"RPL24",6152,323,-2.927507,0.00170845684546305
"SARS1",6301,324,-2.921505,0.00174172342107025
"MRPL12",6182,325,-2.920839,0.00174545088596524
"MFAP1",4236,326,-2.919354,0.00175378827769304
"SYS1",90196,327,-2.91541,0.00177610772073161
"GSPT1",2935,328,-2.914452,0.001781567990322
"ELP5",23587,329,-2.910167,0.00180617840488788
"UQCRFS1",7386,330,-2.903759,0.00184355930048553
"MRPL57",78988,331,-2.899966,0.00186601569646423
"URB1",9875,332,-2.899289,0.00187004991681647
"NOB1",28987,333,-2.889279,0.00193063157644813
"FOXRED1",55572,334,-2.886439,0.00194814133684903
"NUDCD1",84955,335,-2.880767,0.00198354393494614
"MRPS14",63931,336,-2.872215,0.00203802775892587
"NOL9",79707,337,-2.869606,0.00205491776780356
"ZC3H18",124245,338,-2.865459,0.00208202595474257
"SMG7",9887,339,-2.865224,0.00208357177710432
"SRP9",6726,340,-2.865051,0.00208471043083133
"NFU1",27247,341,-2.864093,0.00209102603326637
"VPS25",84313,342,-2.85809,0.00213099744907449
"RNASEH2A",10535,343,-2.855414,0.00214903807174163
"NDUFA11",126328,344,-2.85496,0.00215211247962288
"RPL10A",4736,345,-2.850795,0.00218050379115505
"NDC80",10403,346,-2.850573,0.00218202657361836
"NAA25",80018,347,-2.850146,0.00218495823971337
"DOLPP1",57171,348,-2.848021,0.00219960107991104
"E2F7",144455,349,-2.836356,0.00228157753279207
"TFB1M",51106,350,-2.835725,0.00228608982189946
"RBSN",64145,351,-2.833963,0.00229873273629419
"PPP1CA",5499,352,-2.833551,0.00230169808756637
"CDK1",983,353,-2.829975,0.00232758207414895
"RPS15",6209,354,-2.826073,0.00235612618257753
"CPSF3",51692,355,-2.824657,0.00236656268628869
"FASTKD5",60493,356,-2.824077,0.00237084959199789
"MRPS22",56945,357,-2.821947,0.00238665325370669
"TIMM22",29928,358,-2.815319,0.00243644187962481
"PCBP2",5094,359,-2.814888,0.00243971180038626
"PTCD1",26024,360,-2.813232,0.00245231254300889
"GRB2",2885,361,-2.812043,0.00246139609148289
"SEC61A1",29927,362,-2.809457,0.00248125739253371
"LETM1",3954,363,-2.808728,0.00248688247165847
"UBR4",23352,364,-2.802248,0.00253739229394544
"NDUFB2",4708,365,-2.796032,0.00258671388774523
"MRPS16",51021,366,-2.796015,0.00258684995596605
"AARS2",57505,367,-2.794037,0.0026027261208271
"CXorf56",63932,368,-2.793751,0.00260502893391941
"PGD",5226,369,-2.793184,0.00260959974434354
"UQCRH",7388,370,-2.789694,0.0026378939230384
"ELOB",6923,371,-2.788316,0.00264914176190755
"INCENP",3619,372,-2.78751,0.0026557407475378
"NDUFC1",4717,373,-2.787452,0.00265621618463931
"TSR1",55720,374,-2.787139,0.00265878323259367
"NDUFB7",4713,375,-2.785748,0.00267021854920157
"SF1",7536,376,-2.784323,0.00268197941736333
"SF3A1",10291,377,-2.781489,0.00270550821828022
"FGFR1",2260,378,-2.777731,0.00273699575250774
"ARID1A",8289,379,-2.777101,0.00274230665392187
"SRBD1",55133,380,-2.776883,0.00274414655950878
"RHOA",387,381,-2.775758,0.00275365920840555
"VPS35",55737,382,-2.769343,0.00280847339677915
"PSMD3",5709,383,-2.768783,0.00281330483112052
"ATXN7L3",56970,384,-2.765238,0.00284406389889135
"WASHC4",23325,385,-2.763955,0.00285527070613326
"HERC2",8924,386,-2.760953,0.00288164848425626
"NDUFAF6",137682,387,-2.756084,0.00292489859069208
"TIMM23",100287932,388,-2.755477,0.00293033124195591
"PRPF6",24148,389,-2.75524,0.00293245486028239
"GGPS1",9453,390,-2.75296,0.00295295558443562
"DNAJC9",23234,391,-2.751581,0.00296541752709624
"CEP192",55125,392,-2.751383,0.0029672107274132
"RPL7",6129,393,-2.750316,0.00297689091755457
"TSR2",90121,394,-2.746618,0.00301066106458291
"ZNF622",90441,395,-2.742317,0.00305037167453037
"SLC25A19",60386,396,-2.741599,0.0030570466420545
"NEDD8",4738,397,-2.738653,0.00308457239863926
"MRPS34",65993,398,-2.734166,0.0031269253470824
"PYURF",100996939,399,-2.729689,0.00316970494865935
"TTI2",80185,400,-2.728229,0.00318376932559838
"SARS2",54938,401,-2.727327,0.00319248645334285
"POLE3",54107,402,-2.723003,0.00323457352106303
"NCKAP1",10787,403,-2.72146,0.00324971251485106
"CARS1",833,404,-2.720922,0.00325500601602706
"CACTIN",58509,405,-2.715977,0.00330402542785407
"PFDN5",5204,406,-2.71565,0.0033072902333311
"XPOT",11260,407,-2.712578,0.00333810335606219
"PSMG4",389362,408,-2.711332,0.00335067452001766
"RPL8",6132,409,-2.710826,0.00335579180249348
"N6AMT1",29104,410,-2.710478,0.00335931527441927
"NSUN4",387338,411,-2.707674,0.00338782711342566
"MTO1",25821,412,-2.705496,0.0034101234824113
"SYF2",25949,413,-2.704445,0.00342092975137651
"ITGA5",3678,414,-2.702977,0.00343607507264061
"C2orf27B",408029,415,-2.701008,0.00345648378381858
"PRC1",9055,416,-2.696585,0.00350272579844235
"SSBP1",6742,417,-2.695951,0.0035093995353718
"BMS1",9790,418,-2.693184,0.00353865994624938
"SAE1",10055,419,-2.686423,0.00361107961968189
"COQ6",51004,420,-2.686183,0.00361367462483176
"RCC1",1104,421,-2.682078,0.00365831990411258
"CDC42",998,422,-2.681864,0.00366066084578192
"SCAP",22937,423,-2.679932,0.00368185586900812
"BRD2",6046,424,-2.679286,0.00368896733835459
"PHF12",57649,425,-2.673185,0.00375674012716091
"NDUFA10",4705,426,-2.672973,0.00375911506694443
"MRPS2",51116,427,-2.659684,0.00391069975851572
"E2F6",1876,428,-2.658879,0.00392005573055362
"GNL2",29889,429,-2.654479,0.00397154917559981
"DDX59",83479,430,-2.651882,0.00400222552539806
"MIPEP",4285,431,-2.645793,0.00407498359730092
"C1QBP",708,432,-2.64299,0.00410887311577999
"NR2C2AP",126382,433,-2.637231,0.00417929451044484
"CTBP2",1488,434,-2.636405,0.00418948293091089
"COX6C",1345,435,-2.633039,0.00423123147747669
"NOP58",51602,436,-2.631522,0.00425016817484744
"RPS11",6205,437,-2.6297,0.00427301232895411
"HAP1",9001,438,-2.623636,0.00434983524962289
"MRPS7",51081,439,-2.623326,0.00435379550102704
"UBE2S",27338,440,-2.621866,0.00437249036465735
"NOL6",65083,441,-2.617955,0.00442292348277562
"WNK1",65125,442,-2.616965,0.00443577186906764
"RPL31",6160,443,-2.615672,0.0044526028451992
"RPS20",6224,444,-2.6088,0.00454301646611548
"THUMPD1",55623,445,-2.608753,0.00454364043901337
"UBA5",79876,446,-2.607673,0.00455799963456894
"MRPS28",28957,447,-2.607275,0.00456330147059201
"SF3B3",23450,448,-2.603569,0.00461293473622494
"HUS1",3364,449,-2.601688,0.00463831022229794
"MRPL24",79590,450,-2.601081,0.00464652545179936
"SUMO2",6613,451,-2.60056,0.00465358709616335
"SRSF2",6427,452,-2.59958,0.00466689598660966
"OPA3",80207,453,-2.5962,0.0047130590029713
"CPSF1",29894,454,-2.595697,0.0047199635307076
"PRMT3",10196,455,-2.59424,0.00474001426993292
"PDCD2L",84306,456,-2.591324,0.00478037157163943
"ELL",8178,457,-2.589567,0.00480483602902445
"MPHOSPH10",10199,458,-2.587419,0.00483489637857719
"NCAPH2",29781,459,-2.587103,0.00483933278179919
"ECT2",1894,460,-2.584604,0.00487454487975947
"PLCG1",5335,461,-2.584422,0.0048771182449065
"ACTR2",10097,462,-2.58225,0.00490792253036742
"TRAIP",10293,463,-2.582115,0.00490984287183493
"SPRR2F",6705,464,-2.580898,0.00492718464118101
"DPF2",5977,465,-2.580568,0.00493189640696247
"NSL1",25936,466,-2.576277,0.00499353015577488
"DDX39B",7919,467,-2.573411,0.0050350771505101
"TIMELESS",8914,468,-2.573301,0.00503667788292538
"RBBP5",5929,469,-2.570961,0.00507083735846763
"DNAAF5",54919,470,-2.567617,0.00512001131123586
"TGIF1",7050,471,-2.567442,0.00512259635795553
"BRIX1",55299,472,-2.564821,0.00516145221520116
"EXOSC4",54512,473,-2.563256,0.00518477793075684
"GTPBP8",29083,474,-2.561793,0.0052066681616136
"CCNA2",890,475,-2.553989,0.00532483104613736
"ADAR",103,476,-2.553623,0.00533043085400722
"POC1A",25886,477,-2.545069,0.00546280733707471
"PRPF39",55015,478,-2.531553,0.00567793270794346
"DCLRE1B",64858,479,-2.530899,0.00568853018949146
"CIB4",130106,480,-2.530744,0.00569104439752483
"SERBP1",26135,481,-2.528973,0.00571984135664004
"C19orf53",28974,482,-2.528751,0.00572346024665178
"SRP68",6730,483,-2.527326,0.00574673803664709
"SNAP23",8773,484,-2.52558,0.00577537397475928
"SNRPF",6636,485,-2.523511,0.00580947127168713
"KDM1B",221656,486,-2.522075,0.00583324156015036
"SSB",6741,487,-2.519163,0.00588170931343338
"PSMD7",5713,488,-2.518258,0.00589684484860105
"MRPL27",51264,489,-2.515824,0.00593772343473606
"MRPL45",84311,490,-2.51486,0.00595398298230894
"RPA3",6119,491,-2.513711,0.00597341443934609
"NDUFA5",4698,492,-2.512024,0.00600204622946869
"COPS5",10987,493,-2.510874,0.00602163371640635
"MTG1",92170,494,-2.510728,0.00602412452467182
"MDN1",23195,495,-2.509771,0.00604047388518811
"RPUSD4",84881,496,-2.509151,0.00605108692880381
"SDE2",163859,497,-2.502512,0.00616577224968554
"MTERF3",51001,498,-2.500985,0.00619242119313235
"MRPL51",51258,499,-2.500319,0.0062040760270426
"BRD7",29117,500,-2.50008,0.0062082632019552
"IL1R1",3554,501,-2.497921,0.00624620150235668
"NDUFV1",4723,502,-2.496715,0.00626748277707521
"COX7B",1349,503,-2.495627,0.0062867368635304
"TAF8",129685,504,-2.48571,0.00646466393150961
"ACTR6",64431,505,-2.484656,0.00648383384729
"DDOST",1650,506,-2.482146,0.00652968776273769
"FOSL1",8061,507,-2.47565,0.00664969412347044
"PPP2R1A",5518,508,-2.474966,0.00666244301892624
"GOLGA6L1",283767,509,-2.466907,0.00681428743950118
